FOC,PRED,PERC
72.1,72.94499,1.1719744
88.0,89.14533,1.301514
58.1,58.77045,1.1539624
64.1,62.757023,2.095126
64.0,62.921665,1.6848981
83.9,83.32546,0.68479043
87.7,91.2073,3.9992034
72.2,70.67591,2.1109226
63.8,63.54138,0.40535644
58.0,58.953445,1.6438715
71.8,71.46981,0.4598782
88.0,89.83556,2.0858676
64.8,66.57964,2.7463582
87.8,91.08781,3.744651
64.9,65.36137,0.7108855
57.9,59.97938,3.59133
72.1,70.3234,2.4640722
84.1,86.46592,2.8132236
79.3,77.96137,1.6880589
64.9,65.21754,0.48926872
87.8,89.09658,1.4767396
57.9,59.575764,2.8942351
86.0,87.75172,2.0368798
72.6,71.411354,1.6372513
88.0,90.92188,3.320321
87.6,91.156624,4.060075
72.1,72.466515,0.5083441
84.7,82.042885,3.1370864
65.0,66.46773,2.2580426
58.1,59.223602,1.9339137
64.9,66.142975,1.9152131
88.2,90.931816,3.0973008
63.9,63.873966,0.04074383
64.9,67.02106,3.2681904
72.1,72.674614,0.7969702
87.1,86.40243,0.80088496
57.8,60.618526,4.8763447
88.1,91.23822,3.5621133
72.1,70.37254,2.3959155
51.8,52.460773,1.275626
88.0,89.882324,2.139005
64.9,66.028786,1.7392669
64.9,66.5912,2.6058555
51.8,48.303574,6.7498565
87.9,90.883,3.393631
65.1,64.94538,0.2375074
58.0,58.9723,1.676382
86.9,85.49454,1.617335
88.0,90.53742,2.8834343
86.5,87.99154,1.7243226
64.0,64.11125,0.17383099
88.0,90.0266,2.3029587
87.2,88.03269,0.9549255
88.0,91.49474,3.9712992
65.1,66.039696,1.4434674
88.0,91.61416,4.1069984
58.0,57.18568,1.4039993
73.0,71.446754,2.1277337
71.9,72.02816,0.17824557
62.9,63.62035,1.1452279
86.7,83.63834,3.5313184
68.0,68.70552,1.0375303
65.0,66.447685,2.2272081
87.7,91.23496,4.030748
71.8,70.2886,2.105022
88.1,90.27126,2.4645457
83.1,83.80442,0.8476799
58.0,59.82902,3.1534855
86.8,86.39508,0.46650055
37.1,30.147907,18.73879
87.9,90.069435,2.46807
63.9,63.05276,1.3258848
71.8,72.84077,1.4495318
83.9,81.16268,3.262598
63.8,64.50222,1.1006597
87.8,90.94655,3.5837646
45.8,31.578846,31.050554
83.9,88.27966,5.220097
65.0,65.73738,1.1344323
64.8,65.904625,1.7046634
64.9,66.67167,2.729842
71.9,70.02622,2.6060908
57.8,60.001965,3.8096287
82.1,85.46642,4.100395
88.5,88.803535,0.34297794
57.9,58.68433,1.354626
87.4,90.317894,3.3385496
87.7,89.70637,2.2877657
88.1,90.62837,2.869891
65.0,66.28936,1.9836309
73.3,71.52127,2.426647
63.7,63.80422,0.1636068
86.9,86.653076,0.28414884
64.1,64.37042,0.42187813
57.8,57.944798,0.25051606
62.9,63.102577,0.3220599
72.5,70.72222,2.4521084
58.1,58.515812,0.71568584
88.0,90.358345,2.6799376
83.2,82.724236,0.57182866
63.9,63.971188,0.11140229
57.9,58.598698,1.206729
72.1,70.745735,1.8783126
62.9,62.836468,0.1010076
80.0,82.74146,3.4268281
63.8,63.426327,0.58569354
65.0,66.167656,1.7963939
64.9,65.07653,0.27200142
87.7,90.07763,2.7110972
72.8,70.987404,2.4898338
72.1,71.64805,0.62683785
86.7,84.18256,2.9036138
88.1,90.27686,2.470902
87.8,90.91595,3.5489109
88.0,90.624405,2.9822783
87.9,90.21684,2.6357691
63.7,63.355713,0.5404833
87.8,89.60096,2.0512035
71.8,71.65202,0.2060999
57.9,58.339428,0.7589403
71.9,70.44262,2.026957
63.8,63.463375,0.527624
85.0,85.40717,0.47902727
72.0,72.0868,0.12055503
64.8,65.93212,1.747096
64.9,64.99614,0.14813252
88.0,88.75462,0.8575266
57.7,58.94817,2.1632044
64.1,64.36097,0.40713117
63.8,62.813618,1.5460526
58.0,58.42028,0.7246215
58.0,59.123913,1.9377807
67.9,68.29445,0.58092386
72.0,71.79279,0.28778714
52.1,52.476048,0.72178316
58.0,59.052956,1.8154407
88.3,88.82839,0.598402
71.8,71.23849,0.7820554
83.8,81.315346,2.964985
87.5,89.9511,2.8012607
88.6,91.31397,3.0631762
88.1,90.19284,2.3755302
58.0,58.864037,1.4897182
87.9,90.1126,2.5171795
63.8,64.45727,1.0302014
87.1,87.101845,0.0021197628
64.0,63.532787,0.7300198
85.9,87.72533,2.1249418
63.9,63.479855,0.65750694
64.9,66.22053,2.034709
63.9,63.091686,1.2649691
86.6,87.196304,0.6885749
57.8,59.20168,2.425052
89.0,90.64844,1.8521769
64.9,66.65132,2.69849
57.8,58.609177,1.3999609
64.9,66.0887,1.8315837
72.0,71.828606,0.2380477
87.8,90.52513,3.1037905
88.1,89.146614,1.1879859
72.0,71.57653,0.5881521
65.0,65.30218,0.46488833
57.8,59.723915,3.3285742
74.2,71.77444,3.268949
82.9,83.91677,1.2265011
87.5,89.7797,2.605373
58.0,60.35359,4.0579104
71.7,71.936485,0.32983035
86.0,88.5682,2.986278
75.4,72.55814,3.7690423
64.0,63.495495,0.7882893
57.9,59.063236,2.0090408
87.0,87.77804,0.8942965
57.9,60.12611,3.844747
63.8,63.97421,0.2730558
73.3,70.848335,3.3447034
52.0,50.77138,2.362728
64.9,67.09346,3.379751
57.9,58.699627,1.3810456
73.3,70.868484,3.317215
87.7,88.88796,1.3545786
57.8,58.879257,1.8672284
63.1,62.8337,0.42202887
63.9,62.80437,1.7146019
