FOC,PRED,PERC
72.1,71.83898918,0.36201223
88,87.8856614399654,0.129930181857561
58.1,58,0.17211704
64.1,63.50150518,0.93368926
64,63.31066897,1.07707974
83.9,84.99977105,1.31081174
87.7,87.87346389,0.19779235
72.2,71.77056238,0.59478895
63.8,63.2920570264766,0.79614886
58,58.0189624,0.03269379
71.8,72.3541463414634,0.77179156
88,87.7762077922078,0.25430933
64.8,64.9103813252138,0.17034155
87.8,87.5914285714287,0.23755288
64.9,64.9005272407733,0.00081239
57.9,57.9399457,0.06899084
72.1,71.81405726,0.39659187
84.1,87.0163346613546,3.46769876
79.3,77.0084812713519,2.88968314
64.9,64.93877592,0.05974718
87.8,87.7249562682216,0.08547122
57.9,57.89758562,0.00416991
86,84.77472168,1.42474224
72.6,72.0947552447553,0.69592941
88,87.9031927636869,0.110008223083097
87.6,87.71472715,0.13096707
72.1,71.80661886,0.40690866
84.7,81.7867740080507,3.43946398
65,64.906463878327,0.14390173
58.1,57.8779808529156,0.38213278
64.9,64.9488035892323,0.07519813
88.2,87.92539177,0.3113472
63.9,63.5160847880299,0.60080628
64.9,64.97163129,0.11037178
72.1,71.87870593,0.30692658
87.1,86.78924521,0.35677932
57.8,58.06108394,0.45170231
88.1,87.64160754,0.52030926
72.1,71.90508508,0.27033969
51.8,51.9794298270325,0.34638963
88,87.74080569,0.29453899
64.9,64.9307692307692,0.04741022
64.9,64.9174038213319,0.026816365688658
51.8,50.795618003999,1.93896138
87.9,87.8056390977444,0.10735029
65.1,64.9591869918699,0.21630262
58,57.90192496,0.16909489
86.9,85.8636831341279,1.19253954645809
88,87.9219879518072,0.08865005
86.5,87.26476618,0.88412275
64,63.7729357798164,0.35478784
88,87.7705194805195,0.26077332
87.2,54.24776542,37.78925984
88,87.9136636636637,0.09810947
65.1,64.9044395604396,0.30040006
88,88.0683377308707,0.07765651
58,57.2893968871595,1.22517778
73,72.33646339,0.90895425
71.9,71.9675914249685,0.09400755
62.9,63.7612529287996,1.3692415402219
86.7,83.2543689320389,3.97419962
68,68.6676592628753,0.98185186
65,64.991052631579,0.01376518
87.7,88.0298755186722,0.37614084
71.8,72.2956233421751,0.69028321
88.1,87.9926229508197,0.12188087
83.1,83.53965692,0.52906971
58,58.0548528490921,0.09457388
86.8,86.80505467,0.00582336
37.1,46.610267140252,25.63414324
87.9,87.72533476,0.19870904
63.9,63.8982658959537,0.00271378
71.8,71.85785165,0.08057333
83.9,80.18887414,4.42327278
63.8,63.86776766,0.1062189
87.8,87.76125864,0.04412456
45.8,46.4834864320514,1.49232845
83.9,86.74345584,3.38910112
65,64.94483418,0.08487049
64.8,64.95820959,0.2441506
64.9,64.91093352,0.01684672
71.9,71.92751272,0.03826525
57.8,57.99181396,0.33185806
82.1,86.7395932910402,5.65114895
88.5,88.00816815,0.5557422
57.9,57.98739519,0.15094161
87.4,87.786013986014,0.4416636
87.7,87.8369864,0.15619886
88.1,88.3242902208202,0.25458595
65,65.0250470809793,0.03853397
73.3,72.2881300813008,1.38045009
63.7,63.7915451895043,0.14371301
