FOC,PRED,PERC
72.1,74.815865,3.7668045
88.0,94.53606,7.427337
58.1,57.585297,0.8858896
64.1,62.721184,2.151037
64.0,62.881855,1.7471015
83.9,87.50083,4.2918115
87.7,96.49052,10.023398
72.2,71.52786,0.93093413
63.8,63.05399,1.1692944
58.0,57.73017,0.46522206
71.8,73.16266,1.897849
88.0,95.25222,8.241159
64.8,66.889496,3.2245257
87.8,96.694176,10.130036
64.9,65.61992,1.1092716
57.9,59.064518,2.0112545
72.1,71.528854,0.7921555
84.1,91.198,8.439952
79.3,80.98042,2.1190665
64.9,65.7437,1.2999947
87.8,94.77957,7.949394
57.9,59.10951,2.0889585
86.0,93.21576,8.390418
72.6,73.21296,0.84429866
88.0,96.73619,9.927489
87.6,96.73572,10.428904
72.1,74.11902,2.8003054
84.7,85.53067,0.98072404
65.0,66.58268,2.434892
58.1,57.900803,0.34285003
64.9,66.559784,2.5574458
88.2,96.52605,9.439966
63.9,63.876408,0.036923166
64.9,67.61823,4.1883373
72.1,74.393486,3.1809814
87.1,90.8495,4.3048267
57.8,59.723885,3.3285215
88.1,96.96785,10.065666
72.1,71.58736,0.71101516
51.8,49.91337,3.6421447
88.0,95.11121,8.080924
64.9,66.15415,1.9324352
64.9,67.08112,3.3607423
51.8,45.025105,13.078947
87.9,96.820015,10.14791
65.1,65.272415,0.26484898
58.0,58.016285,0.028077487
86.9,90.11903,3.704295
88.0,96.21037,9.329969
86.5,93.00935,7.5252643
64.0,63.974545,0.03977418
88.0,95.49096,8.512454
87.2,92.77238,6.390344
88.0,96.94867,10.168942
65.1,66.04397,1.4500303
88.0,97.148254,10.395743
58.0,55.623257,4.0978336
73.0,72.98093,0.026128063
71.9,73.79077,2.6297216
62.9,63.590748,1.0981659
86.7,87.685074,1.1361903
68.0,69.494514,2.1978154
65.0,67.003075,3.0816534
87.7,96.86989,10.455977
71.8,71.35723,0.61667395
88.1,95.48195,8.379059
83.1,87.64296,5.466861
58.0,58.48841,0.8420878
86.8,90.855804,4.672582
37.1,22.855545,38.394756
87.9,95.35332,8.479312
63.9,62.769005,1.7699478
71.8,74.60322,3.904199
83.9,84.574814,0.80430543
63.8,64.142006,0.53606063
87.8,96.31181,9.694544
45.8,24.446053,46.62434
83.9,93.114174,10.982327
65.0,65.90102,1.3861789
64.8,66.36179,2.4101706
64.9,67.5158,4.0305066
71.9,71.53264,0.510936
57.8,59.64979,3.200333
82.1,90.64718,10.410695
88.5,94.72942,7.0388966
57.9,58.16335,0.4548318
87.4,96.65127,10.584972
87.7,95.56499,8.968062
88.1,96.48484,9.517414
65.0,66.93775,2.9811566
73.3,73.21916,0.11028794
63.7,64.03722,0.52938056
86.9,91.64163,5.456422
64.1,64.5578,0.7141994
57.8,57.086452,1.23451
62.9,63.431644,0.8452192
72.5,72.89897,0.5503056
58.1,58.3084,0.35869315
88.0,96.71724,9.905953
83.2,87.46394,5.124936
63.9,64.296684,0.6207867
57.9,58.08585,0.32098138
72.1,72.777954,0.94029915
62.9,63.25753,0.5684081
80.0,87.44909,9.311361
63.8,63.95931,0.24970123
65.0,67.546425,3.9175768
64.9,65.86504,1.4869678
87.7,96.25333,9.752942
72.8,72.97312,0.23780026
72.1,73.714775,2.2396348
86.7,88.7789,2.3978124
88.1,95.981064,8.945591
87.8,96.43893,9.83932
88.0,96.034744,9.130391
87.9,95.528786,8.678935
63.7,62.810635,1.3961792
87.8,94.748634,7.914159
71.8,73.10665,1.8198444
57.9,57.250755,1.1213232
71.9,71.93016,0.04194575
63.8,63.52429,0.432149
85.0,89.99267,5.873727
72.0,73.94188,2.6970544
64.8,66.43891,2.5291796
64.9,65.22873,0.5065142
88.0,93.86443,6.664129
57.7,57.734684,0.060109578
64.1,64.26358,0.25519788
63.8,62.67245,1.767317
58.0,57.58431,0.71670926
58.0,58.49053,0.8457381
67.9,69.545944,2.4240687
72.0,73.79178,2.4885812
52.1,50.404156,3.2549765
58.0,58.652397,1.1248227
88.3,94.60725,7.1429706
71.8,73.16017,1.894385
83.8,85.249725,1.7299788
87.5,95.75751,9.437151
88.6,97.20503,9.712228
88.1,95.65024,8.570079
58.0,57.807102,0.3325824
87.9,95.820114,9.010367
63.8,64.8862,1.7025089
87.1,92.46487,6.1594357
64.0,64.069244,0.10819435
85.9,93.238495,8.543065
63.9,64.01399,0.17838933
64.9,67.400154,3.8523152
63.9,63.54182,0.56053364
86.6,92.68592,7.0276237
57.8,58.675556,1.5148045
89.0,96.87072,8.843506
64.9,67.73491,4.3681164
57.8,58.02645,0.39178523
64.9,67.11046,3.4059427
72.0,74.26487,3.1456523
87.8,96.674484,10.107609
88.1,94.7365,7.5329227
72.0,73.27239,1.7672114
65.0,65.570045,0.87699306
57.8,58.780437,1.6962599
74.2,73.40443,1.0721973
82.9,88.05016,6.212499
87.5,94.79638,8.338718
58.0,58.994427,1.7145289
71.7,73.26497,2.1826665
86.0,93.31939,8.510919
75.4,73.93938,1.9371679
64.0,63.19428,1.2589395
57.9,58.139606,0.41382545
87.0,93.09233,7.0026793
57.9,59.442165,2.6634953
63.8,64.39485,0.9323706
73.3,72.689644,0.8326865
52.0,48.646065,6.4498754
64.9,68.46302,5.4900136
57.9,58.553333,1.1283796
73.3,73.27705,0.03131903
87.7,94.95911,8.277206
57.8,58.49951,1.2102292
63.1,63.56226,0.73258513
63.9,63.486725,0.64675534
87.8,95.101875,8.316483
86.0,93.32871,8.521759
63.9,64.736626,1.309271
62.8,62.157406,1.0232378
88.0,96.07795,9.179488
58.1,58.73278,1.0891256
88.2,96.886116,9.848208
64.0,64.01374,0.021469593
71.9,73.66633,2.4566438
83.0,87.671326,5.6281033
71.9,72.03547,0.18841103
62.9,62.09525,1.2794155
57.8,58.802708,1.7347896
87.1,92.0952,5.7350183
72.1,73.856155,2.4357238
88.3,94.63056,7.1693754
86.3,92.79432,7.5252795
64.9,66.92921,3.1266644
71.7,72.662544,1.3424649
71.8,72.91244,1.5493515
87.8,96.68533,10.119966
76.9,76.63193,0.3486008
88.3,94.58578,7.118657
86.9,89.098305,2.5296931
85.9,92.2582,7.4018626
88.1,94.253235,6.984378
88.0,94.587685,7.4860053
65.2,64.88511,0.48295707
63.0,62.742928,0.4080515
57.9,58.155796,0.44178674
58.0,58.172417,0.29727015
88.1,96.53146,9.570334
64.9,64.81676,0.12826551
83.9,88.57607,5.573386
64.0,63.071842,1.4502466
82.0,88.00771,7.32648
86.7,91.018394,4.980851
88.2,96.15372,9.017823
86.8,91.15484,5.0170913
57.9,57.447445,0.7816176
71.9,72.0802,0.250624
58.1,59.13859,1.787596
63.8,64.146065,0.5424224
86.9,91.41431,5.1948276
58.0,59.536194,2.64861
58.0,58.173275,0.29874998
