FOC,PRED,PERC
67.0,80.52194,20.182003
82.0,80.57215,1.7412791
68.0,80.52292,18.416058
72.2,80.59261,11.624123
78.0,80.59591,3.3280888
60.0,80.59084,34.318073
71.9,80.608345,12.111743
72.1,80.59907,11.78789
58.0,80.5979,38.961895
66.9,80.59538,20.47142
58.0,80.594246,38.955597
66.9,80.582695,20.452456
58.0,80.606186,38.976185
67.0,80.564285,20.245201
58.0,80.56524,38.905586
70.1,80.40034,14.693779
58.0,80.59342,38.954174
67.0,80.59339,20.288643
66.9,80.59026,20.46377
71.7,80.57375,12.376229
67.9,80.62438,18.739882
66.8,80.5964,20.653284
67.0,80.593414,20.288677
66.9,80.00941,19.595524
69.8,80.60163,15.475111
66.9,80.60093,20.479712
67.0,80.61128,20.315346
63.1,80.593796,27.723927
62.9,80.562584,28.080416
46.0,80.58468,75.18408
67.0,80.62687,20.338612
67.0,79.47988,18.626688
66.9,80.58211,20.451578
68.0,80.602165,18.532597
71.9,80.59626,12.094935
66.9,80.56293,20.422909
67.0,80.62066,20.329342
16.7,80.59443,382.60135
72.1,80.53636,11.70092
71.8,80.58958,12.241746
71.9,80.59617,12.094808
71.9,80.583885,12.077724
62.9,80.56217,28.07976
72.1,80.56022,11.734009
71.9,80.56037,12.045021
46.3,80.559395,73.99438
66.8,80.59928,20.657602
66.9,80.52317,20.363482
67.1,80.60948,20.133358
62.9,80.59824,28.137108
72.0,80.59678,11.93997
68.0,80.59028,18.515116
61.9,80.57544,30.170336
66.8,80.597466,20.654882
67.0,80.5839,20.274479
69.7,80.61477,15.659645
62.9,80.58955,28.12328
62.9,80.44401,27.891901
62.9,80.506935,27.991945
46.1,80.59504,74.82655
70.2,80.5897,14.800146
58.0,80.59699,38.96033
71.9,80.52088,11.990097
67.8,80.56037,18.820602
67.0,80.58422,20.274956
67.9,80.51904,18.584745
68.0,80.59734,18.525505
66.9,80.60681,20.488504
71.9,80.58427,12.078255
71.9,80.51733,11.985152
71.9,80.56423,12.050389
61.9,80.579796,30.177372
57.9,80.58378,39.177505
67.0,80.59944,20.297674
67.0,80.5923,20.287016
67.0,80.519684,20.178633
58.0,80.55509,38.888092
62.9,80.46187,27.920298
72.0,80.59046,11.931196
57.8,80.58619,39.422474
66.9,80.59106,20.464954
71.9,80.59082,12.08737
67.0,80.62522,20.336151
58.0,80.6,38.965515
63.0,80.24172,27.367813
71.6,80.44367,12.3515
71.6,80.58483,12.548649
69.6,80.59794,15.801639
66.9,80.593704,20.468912
57.9,80.56097,39.138107
62.9,80.45866,27.915188
61.9,80.58958,30.193174
71.9,80.65122,12.171378
66.9,80.60154,20.480623
71.8,80.5584,12.198328
71.7,80.51688,12.296904
75.1,80.5976,7.320379
67.0,80.53388,20.199823
41.3,80.59606,95.14786
52.0,80.6052,55.010002
66.9,80.56715,20.429214
70.0,80.59961,15.1423
70.0,80.60998,15.157111
62.9,80.57375,28.098175
52.0,80.588684,54.97824
72.0,80.60056,11.945227
82.0,80.595406,1.71292
67.0,80.59341,20.288668
62.9,80.585625,28.117048
59.9,80.29517,34.0487
66.8,80.55976,20.59844
61.7,80.59983,30.631813
67.0,80.59455,20.290375
71.9,80.599785,12.099837
66.9,80.59707,20.473942
67.0,80.59229,20.287004
71.9,80.57207,12.061288
69.8,80.61161,15.4894085
71.9,80.59125,12.087963
67.0,80.60731,20.309414
66.8,80.62676,20.698742
67.0,80.5905,20.284328
67.0,80.59449,20.290283
46.0,80.59452,75.20548
62.8,80.595085,28.336126
66.9,80.57791,20.445305
67.0,80.56567,20.247263
66.9,80.60714,20.488995
67.0,80.60395,20.304403
66.9,80.59903,20.476873
67.9,80.55475,18.63733
72.0,80.59731,11.940713
67.0,80.5758,20.262384
72.0,80.36349,11.615954
71.8,80.59343,12.247111
72.2,80.563225,11.583419
66.8,80.59543,20.651834
67.0,80.651146,20.374846
66.9,80.58865,20.461363
70.1,80.61455,14.999357
62.9,80.58225,28.111687
71.8,80.58613,12.236942
71.9,80.585,12.079273
67.1,80.627815,20.16068
62.9,80.620186,28.171993
70.0,80.52071,15.029592
66.8,80.58245,20.632406
46.0,80.59612,75.20896
71.9,80.580925,12.073607
62.9,80.56521,28.084587
67.0,80.58425,20.275003
81.9,80.59417,1.5944223
71.5,80.608635,12.73935
72.0,80.581314,11.918492
70.3,80.56313,14.599046
66.7,80.61566,20.863066
72.1,80.58898,11.773902
71.9,80.58794,12.083359
71.9,80.59782,12.0971
57.8,80.511604,39.293434
67.9,80.582085,18.67759
