FOC,PRED,PERC
72.1,72.21019,0.15283127
88.0,86.14105,2.1124406
58.1,60.03407,3.328865
64.1,63.61472,0.75706565
64.0,63.73489,0.4142344
83.9,81.162926,3.2623072
87.7,87.61487,0.097068176
72.2,69.97558,3.0809124
63.8,63.954094,0.24152774
58.0,60.14947,3.705985
71.8,71.01841,1.0885701
88.0,86.66777,1.5138973
64.8,66.6406,2.8404305
87.8,87.700195,0.113676235
64.9,65.70797,1.2449433
57.9,61.077763,5.488361
72.1,69.90421,3.0454724
84.1,83.79578,0.36173853
79.3,76.555214,3.4612722
64.9,65.74531,1.3024752
87.8,86.26229,1.7513804
57.9,61.019627,5.3879533
86.0,85.14532,0.9938174
72.6,71.03359,2.1575844
88.0,87.68897,0.35344037
87.6,87.73664,0.15598454
72.1,71.73708,0.5033496
84.7,79.83972,5.7382236
65.0,66.45245,2.234544
58.1,60.29653,3.780608
64.9,66.373856,2.2709615
88.2,87.57778,0.70545954
63.9,64.46508,0.8843172
64.9,67.12332,3.425763
72.1,71.92742,0.2393577
87.1,83.59506,4.024037
57.8,61.56344,6.511141
88.1,87.87836,0.2515795
72.1,69.94573,2.9878867
51.8,54.612946,5.4303985
88.0,86.60131,1.5894197
64.9,66.13201,1.8983202
64.9,66.74623,2.8447297
51.8,51.130898,1.2917022
87.9,87.726204,0.19772197
65.1,65.43586,0.5159158
58.0,60.307476,3.978407
86.9,83.01623,4.469245
88.0,87.32723,0.76450866
86.5,85.08303,1.6381148
64.0,64.56636,0.88493824
88.0,86.835365,1.3234485
87.2,84.96375,2.5645003
88.0,87.92036,0.09050369
65.1,66.07488,1.4975177
88.0,88.05227,0.05939657
58.0,58.65353,1.1267761
73.0,70.915794,2.8550763
71.9,71.47078,0.5969709
62.9,64.25942,2.1612413
86.7,81.32606,6.1983156
68.0,68.47797,0.70289165
65.0,66.674866,2.5767164
87.7,87.8249,0.14241827
71.8,69.804634,2.7790654
88.1,86.88045,1.3842806
83.1,81.33725,2.121238
58.0,60.736675,4.7184057
86.8,83.596954,3.690148
37.1,35.481308,4.363047
87.9,86.769966,1.285592
63.9,63.70083,0.31169477
71.8,72.07433,0.3820754
83.9,79.14511,5.6673307
63.8,64.73638,1.4676838
87.8,87.46538,0.38112214
45.8,36.63026,20.021265
83.9,85.198326,1.5474666
65.0,65.936165,1.4402536
64.8,66.21855,2.1891181
64.9,66.99685,3.2308898
71.9,69.845604,2.8572984
57.8,61.397694,6.224385
82.1,83.29505,1.4556067
88.5,86.17549,2.6265633
57.9,60.32793,4.193314
87.4,87.519966,0.13725926
87.7,86.80992,1.0149096
88.1,87.49366,0.688239
65.0,66.60738,2.472898
73.3,71.05936,3.056816
63.7,64.53747,1.3147051
86.9,84.07299,3.2531772
64.1,64.9335,1.3003179
57.8,59.596806,3.1086614
62.9,64.06802,1.8569509
72.5,70.72379,2.4499407
58.1,60.371685,3.9099596
88.0,87.563774,0.49571124
83.2,81.02038,2.6197343
63.9,64.71134,1.2697031
57.9,60.26872,4.0910487
72.1,70.66339,1.9925207
62.9,63.919914,1.6214828
80.0,81.01589,1.269865
63.8,64.41839,0.96926194
65.0,66.91048,2.939195
64.9,65.78193,1.3589021
87.7,87.25654,0.505654
72.8,70.817856,2.7227294
72.1,71.35224,1.0371109
86.7,82.02644,5.3904886
88.1,87.15052,1.0777278
87.8,87.52761,0.31024176
88.0,87.25035,0.85187393
87.9,86.89458,1.1438277
63.7,63.785088,0.13357429
87.8,86.34856,1.6531281
71.8,71.02542,1.0788049
57.9,59.76585,3.2225363
71.9,70.14475,2.4412365
63.8,64.19156,0.6137298
85.0,82.93032,2.4349167
72.0,71.56417,0.60531825
64.8,66.2657,2.26188
64.9,65.422676,0.80535364
88.0,85.69943,2.6142814
57.7,60.15083,4.2475367
64.1,64.77305,1.05
63.8,63.600025,0.31343895
58.0,59.962086,3.3829064
58.0,60.593925,4.4722853
67.9,68.42181,0.76849014
72.0,71.42328,0.80100167
52.1,54.880505,5.3368645
58.0,60.666656,4.5976834
88.3,86.11472,2.4748354
71.8,70.96987,1.1561719
83.8,79.539894,5.083662
87.5,86.96359,0.6130371
88.6,88.02161,0.6528127
88.1,86.95511,1.2995344
58.0,60.17267,3.7459803
87.9,87.03025,0.9894778
63.8,65.12816,2.0817544
87.1,84.6081,2.8609617
64.0,64.49935,0.7802367
85.9,85.152176,0.870577
63.9,64.45878,0.87445515
64.9,66.84246,2.9930031
63.9,64.12515,0.35234907
86.6,84.74649,2.1403096
57.8,60.709488,5.0337176
89.0,87.70565,1.4543254
64.9,67.11075,3.4063895
57.8,60.238842,4.219451
64.9,66.65948,2.7110565
72.0,71.68549,0.43681464
87.8,87.57478,0.2565145
88.1,86.24931,2.1006641
72.0,71.09931,1.2509558
65.0,65.66904,1.0292875
57.8,60.87256,5.3158464
74.2,71.210846,4.0285053
82.9,81.57959,1.5927764
87.5,86.41076,1.2448469
58.0,61.116352,5.3730206
71.7,71.168755,0.7409238
86.0,85.367744,0.73518085
75.4,71.65899,4.961555
64.0,64.02032,0.031745434
57.9,60.392464,4.3047705
87.0,85.084175,2.2020974
57.9,61.311153,5.8914537
63.8,64.76485,1.5123004
73.3,70.63677,3.63333
52.0,53.585403,3.048853
64.9,67.59326,4.149862
57.9,60.54118,4.56162
73.3,70.95733,3.1960084
87.7,86.31645,1.5775883
57.8,60.548836,4.7557726
63.1,64.083534,1.5586938
63.9,64.03685,0.21416032
87.8,86.37149,1.6270075
86.0,85.1555,0.98197407
63.9,64.963554,1.664402
62.8,63.13397,0.53179795
88.0,87.13193,0.9864461
58.1,60.690907,4.4593945
88.2,87.65055,0.6229548
64.0,64.410904,0.6420374
71.9,71.24205,0.91509223
83.0,81.178535,2.1945355
71.9,70.128716,2.463541
62.9,63.067448,0.26621005
57.8,60.6881,4.996712
87.1,84.25762,3.2633488
72.1,71.370995,1.0111011
88.3,86.05007,2.5480535
86.3,84.77918,1.7622485
64.9,66.50921,2.479518
71.7,70.58079,1.5609615
71.8,70.72787,1.4932255
87.8,87.57806,0.25278667
76.9,73.42718,4.516026
88.3,86.1441,2.4415703
86.9,82.32596,5.2635713
85.9,84.59356,1.5208874
88.1,86.05574,2.3203838
88.0,86.3239,1.904661
65.2,65.29511,0.14588293
63.0,63.788563,1.2516869
57.9,60.54073,4.5608425
58.0,60.545753,4.3892303
88.1,87.65111,0.50952405
64.9,65.202805,0.46656862
83.9,82.025,2.2348034
64.0,64.00728,0.011372566
