stw,draft,foc,ws,wd,swh,lat,lon,dt,vslHeading,wsWS,sOvg,currSp,currDir
16.89,12.0,53.0,4.9,74.5,1.1,40.7191,28.336367,2019-11-21 07:00,297.0,9.8,17.4,0.03,108.0
17.04,12.0,52.0,5.0,76.69999999999997,1.1,40.721317,28.330717,2019-11-21 07:01,296.8,9.8,17.4,0.03,108.2
16.97,12.0,53.0,5.1,77.40000000000003,1.1,40.72355,28.3251,2019-11-21 07:02,297.7,9.8,17.4,0.03,107.3
16.83,12.0,57.0,5.5,58.700000000000045,1.1,40.725967,28.319383000000002,2019-11-21 07:03,309.4,9.8,17.5,0.03,95.60000000000002
16.77,12.0,59.0,6.0,62.100000000000016,1.1,40.729017,28.314566999999997,2019-11-21 07:04,320.2,9.8,17.3,0.03,84.80000000000003
16.84,12.0,56.0,6.8,65.89999999999998,1.1,40.732783000000005,28.310467,2019-11-21 07:05,322.0,9.8,17.1,0.03,83.0
16.65,12.0,49.0,6.9,71.5,1.1,40.736416999999996,28.3066,2019-11-21 07:06,313.8,9.8,17.0,0.03,91.2
16.54,12.0,52.0,5.2,75.19999999999997,1.1,40.739683,28.302133,2019-11-21 07:07,310.0,9.8,16.9,0.03,95.0
16.61,12.0,54.0,4.8,73.10000000000002,1.1,40.742767,28.2974,2019-11-21 07:08,310.0,9.8,17.0,0.03,95.0
16.78,12.0,54.0,5.8,79.19999999999997,1.1,40.74585,28.292617,2019-11-21 07:09,310.0,9.8,17.1,0.03,95.0
16.88,12.0,53.0,6.0,75.0,1.1,40.749,28.287716999999997,2019-11-21 07:10,310.0,9.8,17.2,0.03,95.0
16.93,12.0,53.0,5.7,75.5,1.1,40.752067,28.282983,2019-11-21 07:11,310.0,9.8,17.2,0.03,95.0
16.91,12.0,53.0,5.2,71.90000000000003,1.1,40.755133,28.278167,2019-11-21 07:12,310.2,9.8,17.3,0.03,94.8
17.05,12.0,52.0,6.6,69.19999999999999,1.1,40.758233000000004,28.273333,2019-11-21 07:13,310.2,9.8,17.3,0.03,94.8
17.01,12.0,51.0,5.7,75.40000000000003,1.1,40.761367,28.268517,2019-11-21 07:14,309.9,9.8,17.2,0.03,95.10000000000002
17.0,12.0,53.0,5.4,69.89999999999998,1.1,40.764466999999996,28.2637,2019-11-21 07:15,310.3,9.8,17.3,0.03,94.7
16.92,12.0,52.0,5.4,75.19999999999997,1.1,40.7676,28.2589,2019-11-21 07:16,310.1,9.8,17.3,0.03,94.89999999999998
17.04,12.0,53.0,5.0,76.0,1.1,40.770733,28.254083,2019-11-21 07:17,309.9,9.8,17.3,0.03,95.10000000000002
16.95,12.0,52.0,5.7,76.60000000000002,1.1,40.77385,28.249283000000002,2019-11-21 07:18,309.9,9.8,17.3,0.03,95.10000000000002
16.97,12.0,53.0,4.9,72.0,1.1,40.776983,28.244466999999997,2019-11-21 07:19,309.9,9.8,17.3,0.03,95.10000000000002
16.99,12.0,52.0,5.8,72.30000000000003,1.1,40.7801,28.23965,2019-11-21 07:20,309.9,9.8,17.3,0.03,95.10000000000002
16.95,12.0,53.0,5.4,71.69999999999997,1.1,40.783217,28.23485,2019-11-21 07:21,310.2,9.8,17.2,0.03,94.8
16.84,12.0,44.0,4.2,60.40000000000003,1.1,40.786367,28.23005,2019-11-21 07:22,310.2,9.8,17.1,0.03,94.8
16.71,12.0,39.0,5.4,75.30000000000003,1.1,40.789433,28.225333000000003,2019-11-21 07:23,309.8,9.8,16.8,0.03,95.2
16.24,12.0,35.0,4.9,76.60000000000002,1.1,40.792417,28.220733000000003,2019-11-21 07:24,310.0,9.8,16.5,0.03,95.0
15.98,12.0,32.0,4.9,71.40000000000003,1.1,40.79535,28.21625,2019-11-21 07:25,309.9,9.8,16.1,0.03,95.10000000000002
15.69,12.0,34.0,5.2,75.0,1.1,40.79825,28.211817,2019-11-21 07:26,309.8,9.8,15.8,0.03,95.2
