stw,draft,foc,ws,wd,swh,lat,lon,dt,vslHeading,wsWS,sOvg,currSp,currDir
13.34,12.31,29.0,6.6,172.4,1.3,40.78125,27.7275,2019-12-29 03:06,262.0,8.0,14.0,0.03,143.0
13.35,12.31,29.0,11.1,149.6,1.3,40.780533,27.72315,2019-12-29 03:07,264.0,8.0,14.1,0.03,141.0
13.4,12.31,30.0,8.3,170.7,1.3,40.779883,27.717883,2019-12-29 03:08,265.3,8.0,13.9,0.03,139.7
13.38,12.31,29.0,6.5,143.99999999999997,1.3,40.77925,27.712233,2019-12-29 03:09,263.1,8.0,14.0,0.03,141.89999999999995
13.44,12.31,30.0,7.9,176.1,1.3,40.77865,27.708016999999998,2019-12-29 03:10,261.8,8.0,14.1,0.03,143.2
13.51,12.31,29.0,5.9,139.29999999999998,1.3,40.7779,27.703000000000003,2019-12-29 03:11,263.1,8.0,14.1,0.03,141.89999999999995
13.43,12.31,29.0,7.4,170.20000000000005,1.3,40.7772,27.697816999999997,2019-12-29 03:12,264.4,8.0,14.1,0.03,140.60000000000002
13.46,12.31,29.0,8.2,163.7,1.3,40.7766,27.692833,2019-12-29 03:13,265.3,8.0,14.0,0.03,139.7
13.43,12.31,29.0,11.9,141.5,1.3,40.776033,27.687666999999998,2019-12-29 03:14,264.3,8.0,14.0,0.03,140.7
13.31,12.31,29.0,6.5,174.09999999999997,1.3,40.775417,27.682667,2019-12-29 03:15,263.1,8.0,14.0,0.03,141.89999999999995
13.35,12.31,29.0,7.0,163.60000000000005,1.3,40.774733000000005,27.677583000000002,2019-12-29 03:16,262.7,8.0,14.1,0.03,142.3
13.37,12.31,29.0,6.8,163.79999999999995,1.3,40.774033,27.672417,2019-12-29 03:17,263.8,8.0,14.2,0.03,141.2
13.37,12.31,29.0,6.8,163.79999999999995,1.3,40.774033,27.672417,2019-12-29 03:17,263.8,8.0,14.2,0.03,141.2
13.42,12.31,30.0,9.1,145.79999999999995,1.3,40.773367,27.667383,2019-12-29 03:18,264.6,8.0,14.1,0.03,140.39999999999998
13.45,12.31,29.0,7.6,161.8,1.3,40.772783000000004,27.66225,2019-12-29 03:19,264.7,8.0,14.1,0.03,140.3
13.46,12.31,30.0,7.9,170.1,1.3,40.772217,27.657117,2019-12-29 03:20,263.8,8.0,14.1,0.03,141.2
13.52,12.31,30.0,8.5,174.09999999999997,1.3,40.771583,27.651999999999997,2019-12-29 03:21,263.6,8.0,14.1,0.03,141.39999999999995
13.5,12.31,29.0,6.2,171.29999999999995,1.3,40.770967,27.646866999999997,2019-12-29 03:22,263.6,8.0,14.2,0.03,141.39999999999995
13.62,12.31,29.0,7.4,173.5,1.3,40.77035,27.641717,2019-12-29 03:23,263.3,8.0,14.2,0.03,141.7
13.49,12.31,28.0,6.5,201.3,1.3,40.769767,27.636583,2019-12-29 03:24,260.7,8.0,14.1,0.03,144.3
13.42,12.31,29.0,10.7,185.2,1.3,40.769,27.631517,2019-12-29 03:25,255.6,8.0,14.1,0.03,149.4
13.39,12.31,27.0,9.8,192.0,1.3,40.7678,27.625767,2019-12-29 03:26,254.5,8.0,14.1,0.03,150.5
13.47,12.31,27.0,8.2,172.59999999999997,1.3,40.766683,27.620783000000003,2019-12-29 03:27,256.1,8.0,14.2,0.03,148.89999999999995
13.43,12.31,29.0,6.8,174.9,1.3,40.76565,27.615766999999998,2019-12-29 03:28,257.7,8.0,14.2,0.03,147.3
13.41,12.31,30.0,6.8,176.79999999999995,1.3,40.76475,27.6107,2019-12-29 03:29,258.1,8.0,14.2,0.03,146.89999999999995
13.41,12.31,29.0,7.0,204.4,1.3,40.763983,27.606333000000003,2019-12-29 03:30,247.2,8.0,14.0,0.03,157.8
13.1,12.31,27.0,7.6,210.8,1.3,40.762283000000004,27.60105,2019-12-29 03:31,239.8,8.0,13.8,0.03,165.2
13.04,12.31,25.0,6.8,207.0,1.3,40.760633,27.597233000000003,2019-12-29 03:32,238.8,8.0,13.8,0.03,166.2
13.2,12.31,29.0,8.4,208.1,1.3,40.758517,27.592467,2019-12-29 03:33,241.7,8.0,13.9,0.03,163.3
13.26,12.31,29.0,8.0,213.7,1.3,40.756617,27.587633,2019-12-29 03:34,244.0,8.0,14.0,0.03,161.0
13.33,12.31,30.0,9.1,194.6,1.3,40.75495,27.582983000000002,2019-12-29 03:35,243.9,8.0,14.1,0.03,161.1
13.4,12.31,30.0,6.8,195.2,1.3,40.753533000000004,27.57905,2019-12-29 03:36,242.1,8.0,14.2,0.03,162.9
13.55,12.31,29.0,9.4,206.8,1.3,40.751767,27.57445,2019-12-29 03:37,241.0,8.0,14.1,0.03,164.0
13.52,12.31,27.0,6.0,199.8,1.3,40.749916999999996,27.569867,2019-12-29 03:38,242.1,8.0,14.2,0.03,162.9
13.49,12.31,29.0,6.9,196.5,1.3,40.748133,27.565233000000003,2019-12-29 03:39,242.7,8.0,14.1,0.03,162.3
13.51,12.31,28.0,8.5,200.4,1.3,40.746383,27.560583,2019-12-29 03:40,243.2,8.0,14.2,0.03,161.8
