stw,draft,foc,ws,wd,swh,lat,lon,dt,vslHeading,wsWS,sOvg,currSp,currDir
14.78,13.02,38.0,7.9,137.5,0.34,38.694283,25.969133,2019-11-23 18:18,240.0,4.04,14.5,0.03,165.0
14.69,13.02,39.0,7.4,136.3,0.34,38.692617,25.965317,2019-11-23 18:19,240.0,4.04,14.5,0.03,165.0
14.75,13.02,39.0,7.7,135.6,0.34,38.690633,25.960783,2019-11-23 18:20,241.1,4.04,14.6,0.03,163.9
14.77,13.02,40.0,8.7,133.0,0.34,38.688583,25.955883,2019-11-23 18:21,241.7,4.04,14.7,0.03,163.3
14.83,13.02,38.0,8.2,132.79999999999998,0.34,38.686833,25.951567,2019-11-23 18:22,241.4,4.04,14.6,0.03,163.6
14.78,13.02,39.0,8.0,140.20000000000002,0.34,38.684917,25.946983,2019-11-23 18:23,240.6,4.04,14.7,0.03,164.4
14.85,13.02,38.0,8.2,128.2,0.34,38.682967,25.942417000000006,2019-11-23 18:24,240.4,4.04,14.7,0.03,164.6
14.8,13.02,39.0,6.8,136.8,0.34,38.681,25.937817000000006,2019-11-23 18:25,241.1,4.04,14.7,0.03,163.9
14.77,13.02,39.0,7.1,135.0,0.34,38.67905,25.9332,2019-11-23 18:26,241.5,4.04,14.7,0.03,163.5
14.88,13.02,38.0,7.2,137.29999999999998,0.34,38.67715,25.928567,2019-11-23 18:27,241.3,4.04,14.7,0.03,163.7
14.9,13.02,39.0,7.6,139.9,0.34,38.675233,25.92395,2019-11-23 18:28,240.9,4.04,14.6,0.03,164.1
14.93,13.02,38.0,7.6,137.5,0.34,38.673017,25.91865,2019-11-23 18:29,240.8,4.04,14.7,0.03,164.2
14.91,13.02,38.0,7.1,134.8,0.34,38.671083,25.914,2019-11-23 18:30,241.0,4.04,14.7,0.03,164.0
14.9,13.02,39.0,7.3,138.1,0.34,38.669167,25.909367,2019-11-23 18:31,241.1,4.04,14.7,0.03,163.9
14.84,13.02,38.0,4.9,136.0,0.34,38.667267,25.904717,2019-11-23 18:32,241.0,4.04,14.7,0.03,164.0
14.83,13.02,38.0,6.3,139.9,0.34,38.665367,25.900083,2019-11-23 18:33,240.9,4.04,14.7,0.03,164.1
14.87,13.02,39.0,6.7,133.2,0.34,38.66345,25.89545,2019-11-23 18:34,240.8,4.04,14.7,0.03,164.2
14.84,13.02,38.0,7.4,136.6,0.34,38.661533,25.890833,2019-11-23 18:35,240.8,4.04,14.7,0.03,164.2
14.9,13.02,39.0,4.9,132.70000000000002,0.34,38.6596,25.8862,2019-11-23 18:36,240.7,4.04,14.7,0.03,164.3
14.97,13.02,38.0,5.8,123.0,0.34,38.657983,25.882217,2019-11-23 18:37,241.1,4.04,14.7,0.03,163.9
14.93,13.02,39.0,6.4,132.89999999999998,0.34,38.656117,25.8776,2019-11-23 18:38,241.3,4.04,14.8,0.03,163.7
14.9,13.02,38.0,7.1,130.79999999999998,0.34,38.65425,25.872933,2019-11-23 18:39,240.8,4.04,14.8,0.03,164.2
14.89,13.02,39.0,6.2,128.3,0.34,38.652333,25.868283,2019-11-23 18:40,240.6,4.04,14.8,0.03,164.4
14.91,13.02,38.0,6.2,133.4,0.34,38.650167,25.863000000000003,2019-11-23 18:41,240.7,4.04,14.8,0.03,164.3
14.87,13.02,39.0,6.3,138.70000000000002,0.34,38.648283,25.858367,2019-11-23 18:42,241.1,4.04,14.8,0.03,163.9
14.92,13.02,37.0,7.1,135.29999999999998,0.34,38.64635,25.853567,2019-11-23 18:43,238.9,4.04,14.7,0.03,166.1
14.88,13.02,38.0,6.4,115.79999999999998,0.34,38.6446,25.849617,2019-11-23 18:44,237.6,4.04,14.7,0.03,167.4
14.84,13.02,38.0,5.6,137.3,0.34,38.642317,25.8447,2019-11-23 18:45,238.1,4.04,14.7,0.03,166.9
14.94,13.02,39.0,7.0,132.0,0.34,38.640433,25.84055,2019-11-23 18:46,238.9,4.04,14.7,0.03,166.1
14.93,13.02,38.0,6.8,135.1,0.34,38.638317,25.83585,2019-11-23 18:47,239.5,4.04,14.8,0.03,165.5
