stw,draft,foc,ws,wd,swh,lat,lon,dt,vslHeading,wsWS,sOvg,currSp,currDir
12.59,11.15,30.0,12.2,108.0,6.45,53.924032999999994,7.10305,2019-12-09 12:00,254.1,6.78,13.3,0.51,193.7
12.71,11.15,29.0,12.5,113.3,6.45,53.923117000000005,7.09695,2019-12-09 12:01,254.6,6.78,13.3,0.51,193.2
12.67,11.15,29.0,11.1,112.39999999999998,6.45,53.922217,7.09075,2019-12-09 12:02,254.3,6.78,13.3,0.51,193.5
12.68,11.15,30.0,11.9,120.8,6.45,53.9213,7.084767,2019-12-09 12:03,253.6,6.78,13.3,0.51,194.2
12.72,11.15,30.0,11.5,120.4,6.45,53.920317000000004,7.078567,2019-12-09 12:04,253.9,6.78,13.4,0.51,193.9
12.71,11.15,29.0,13.8,123.7,6.45,53.919367,7.072617999999999,2019-12-09 12:05,254.4,6.78,13.3,0.51,193.4
12.68,11.15,29.0,19.1,131.89999999999998,6.45,53.918417000000005,7.066466999999999,2019-12-09 12:06,254.8,6.78,13.2,0.51,193.0
12.51,11.15,30.0,17.4,134.4,6.45,53.917483,7.060583,2019-12-09 12:07,255.7,6.78,13.1,0.51,192.1
12.45,11.15,30.0,14.5,131.60000000000002,6.45,53.916582999999996,7.0546169999999995,2019-12-09 12:08,256.4,6.78,13.1,0.51,191.40000000000003
12.49,11.15,30.0,15.7,125.1,6.45,53.915717,7.048667,2019-12-09 12:09,256.5,6.78,13.0,0.51,191.3
12.39,11.15,31.0,15.6,128.7,6.45,53.914867,7.0427,2019-12-09 12:10,255.5,6.78,13.0,0.51,192.3
12.43,11.15,29.0,14.8,127.29999999999998,6.45,53.91393299999999,7.03665,2019-12-09 12:11,254.4,6.78,13.1,0.51,193.4
12.47,11.15,30.0,13.2,132.9,6.45,53.912983,7.030817,2019-12-09 12:12,254.2,6.78,13.1,0.51,193.6
12.44,11.15,31.0,7.8,116.7,6.45,53.911983,7.024733,2019-12-09 12:13,254.5,6.78,13.2,0.51,193.3
12.58,11.15,30.0,12.5,128.7,6.45,53.911067,7.0188,2019-12-09 12:14,254.3,6.78,13.2,0.51,193.5
12.62,11.15,30.0,11.4,130.8,6.45,53.9101,7.012783,2019-12-09 12:15,253.6,6.78,13.2,0.51,194.2
12.58,11.15,29.0,12.7,130.7,6.45,53.90906700000001,7.00675,2019-12-09 12:16,254.3,6.78,13.3,0.51,193.5
12.72,11.15,30.0,12.0,127.0,6.45,53.908117000000004,7.000667,2019-12-09 12:17,254.7,6.78,13.4,0.51,193.1
12.72,11.15,30.0,13.4,127.3,6.45,53.9072,6.994567,2019-12-09 12:18,254.2,6.78,13.4,0.51,193.6
12.66,11.15,30.0,11.8,126.7,6.45,53.90623299999999,6.9884830000000004,2019-12-09 12:19,253.8,6.78,13.4,0.51,194.0
12.66,11.15,30.0,12.4,126.60000000000002,6.45,53.90525,6.982433,2019-12-09 12:20,254.7,6.78,13.4,0.51,193.1
12.64,11.15,29.0,11.7,124.0,6.45,53.904317000000006,6.976367,2019-12-09 12:21,255.1,6.78,13.3,0.51,192.7
12.63,11.15,30.0,11.7,117.0,6.45,53.903417000000005,6.970283,2019-12-09 12:22,254.9,6.78,13.3,0.51,192.9
12.61,11.15,30.0,10.9,125.4,6.45,53.9025,6.964217,2019-12-09 12:23,254.6,6.78,13.3,0.51,193.2
12.64,11.15,29.0,12.5,124.2,6.45,53.901582999999995,6.958083,2019-12-09 12:24,254.4,6.78,13.4,0.51,193.4
12.62,11.15,31.0,12.7,123.29999999999998,6.45,53.90065,6.951967,2019-12-09 12:25,254.3,6.78,13.4,0.51,193.5
12.66,11.15,29.0,12.3,124.4,6.45,53.8997,6.945883,2019-12-09 12:26,254.5,6.78,13.4,0.51,193.3
12.75,11.15,30.0,15.1,125.6,6.45,53.898717000000005,6.939767,2019-12-09 12:27,254.9,6.78,13.4,0.51,192.9
12.76,11.15,30.0,14.4,130.3,6.45,53.897767,6.933632000000001,2019-12-09 12:28,255.2,6.78,13.4,0.51,192.6
12.74,11.15,29.0,16.1,144.9,6.45,53.89685,6.927533,2019-12-09 12:29,256.5,6.78,13.4,0.51,191.3
12.74,11.15,29.0,16.1,144.9,6.45,53.89685,6.927533,2019-12-09 12:29,256.5,6.78,13.4,0.51,191.3
12.72,11.15,30.0,15.1,150.2,6.45,53.895967000000006,6.921417,2019-12-09 12:30,257.6,6.78,13.3,0.51,190.2
12.7,11.15,30.0,16.1,143.79999999999995,6.45,53.895117000000006,6.9152830000000005,2019-12-09 12:31,257.6,6.78,13.4,0.51,190.2
12.66,11.15,30.0,14.8,150.7,6.45,53.8943,6.90915,2019-12-09 12:32,257.0,6.78,13.4,0.51,190.8
12.7,11.15,30.0,15.0,145.79999999999995,6.45,53.8934,6.903033,2019-12-09 12:33,256.3,6.78,13.4,0.51,191.5
12.81,11.15,29.0,13.5,146.60000000000005,6.45,53.892483,6.896883,2019-12-09 12:34,255.7,6.78,13.4,0.51,192.1
12.74,11.15,30.0,13.2,130.20000000000002,6.45,53.891532999999995,6.89075,2019-12-09 12:35,254.6,6.78,13.5,0.51,193.2
12.8,11.15,30.0,12.2,151.89999999999995,6.45,53.890517,6.884633,2019-12-09 12:36,254.4,6.78,13.5,0.51,193.4
12.84,11.15,30.0,11.7,147.7,6.45,53.889517000000005,6.8785169999999995,2019-12-09 12:37,255.8,6.78,13.5,0.51,192.0
12.74,11.15,30.0,13.8,141.59999999999997,6.45,53.888617,6.87235,2019-12-09 12:38,258.6,6.78,13.5,0.51,189.2
12.65,11.15,30.0,14.8,140.2,6.45,53.88783299999999,6.86615,2019-12-09 12:39,259.0,6.78,13.5,0.51,188.8
12.67,11.15,30.0,12.9,139.7,6.45,53.887067,6.859933,2019-12-09 12:40,258.0,6.78,13.4,0.51,189.8
12.72,11.15,30.0,8.4,118.9,6.45,53.886233,6.853733,2019-12-09 12:41,258.0,6.78,13.5,0.51,189.8
