stw,draft,foc,ws,wd,swh,lat,lon,dt,vslHeading,wsWS,sOvg,currSp,currDir
9.44,12.11,8.0,8.0,151.8,0.62,52.047333,3.544917,2019-11-06 05:00,268.2,4.8,9.8,0.03,136.8
9.33,12.11,9.0,10.4,127.8,0.62,52.047033,3.5405830000000003,2019-11-06 05:01,268.2,4.8,9.6,0.03,136.8
9.27,12.11,10.0,8.2,140.40000000000003,0.62,52.046717,3.536317,2019-11-06 05:02,268.4,4.8,9.5,0.03,136.60000000000002
9.15,12.11,9.0,8.5,148.4,0.62,52.0464,3.5321,2019-11-06 05:03,268.7,4.8,9.4,0.03,136.3
8.95,12.11,9.0,4.8,158.5,0.62,52.0461,3.527967,2019-11-06 05:04,268.3,4.8,9.2,0.03,136.7
8.9,12.11,10.0,4.9,160.70000000000005,0.62,52.0458,3.523833,2019-11-06 05:05,268.2,4.8,9.2,0.03,136.8
8.8,12.11,10.0,9.2,149.2,0.62,52.045517,3.51975,2019-11-06 05:06,268.5,4.8,9.1,0.03,136.5
8.81,12.11,9.0,4.9,155.70000000000005,0.62,52.045183,3.51565,2019-11-06 05:07,268.2,4.8,9.0,0.03,136.8
8.72,12.11,10.0,5.7,155.39999999999995,0.62,52.044883,3.5116330000000002,2019-11-06 05:08,268.6,4.8,9.0,0.03,136.39999999999998
8.69,12.11,10.0,9.3,133.9,0.62,52.044583,3.5075830000000003,2019-11-06 05:09,268.2,4.8,8.9,0.03,136.8
8.66,12.11,10.0,4.0,163.20000000000005,0.62,52.04425,3.5036,2019-11-06 05:10,268.2,4.8,8.9,0.03,136.8
8.61,12.11,10.0,8.7,148.4,0.87,52.04395,3.4996,2019-11-06 05:11,269.2,5.71,8.9,0.03,135.8
8.64,12.11,10.0,6.1,138.7,0.87,52.043683,3.4956,2019-11-06 05:12,270.1,5.71,8.9,0.03,134.89999999999998
8.65,12.11,10.0,9.4,145.39999999999995,0.87,52.04345,3.49165,2019-11-06 05:13,268.8,5.71,8.8,0.03,136.2
8.59,12.11,10.0,6.6,156.09999999999997,0.87,52.043167,3.487683,2019-11-06 05:14,268.1,5.71,8.8,0.03,136.89999999999998
8.53,12.11,10.0,6.3,152.50000000000003,0.87,52.042833,3.483717,2019-11-06 05:15,267.9,5.71,8.8,0.03,137.10000000000002
8.58,12.11,10.0,7.8,149.5,0.87,52.042517,3.479767,2019-11-06 05:16,268.5,5.71,8.8,0.03,136.5
8.56,12.11,10.0,4.7,161.10000000000005,0.87,52.04225,3.475833,2019-11-06 05:17,268.2,5.71,8.8,0.03,136.8
8.59,12.11,10.0,9.5,141.89999999999995,0.87,52.041917,3.471917,2019-11-06 05:18,267.8,5.71,8.8,0.03,137.2
8.5,12.11,10.0,11.1,132.39999999999998,0.87,52.0416,3.46795,2019-11-06 05:19,268.3,5.71,8.8,0.03,136.7
8.53,12.11,10.0,9.2,147.89999999999995,0.87,52.0413,3.464033,2019-11-06 05:20,267.8,5.71,8.7,0.03,137.2
8.51,12.11,10.0,7.8,141.99999999999997,0.87,52.040983000000004,3.4601,2019-11-06 05:21,268.1,5.71,8.8,0.03,136.89999999999998
8.51,12.11,10.0,4.7,158.10000000000005,0.87,52.040667,3.4561830000000002,2019-11-06 05:22,267.9,5.71,8.7,0.03,137.10000000000002
8.54,12.11,10.0,9.0,141.5,0.87,52.040333000000004,3.45225,2019-11-06 05:23,267.7,5.71,8.7,0.03,137.3
8.51,12.11,11.0,9.7,143.0,0.87,52.040017,3.44835,2019-11-06 05:24,267.7,5.71,8.7,0.03,137.3
8.52,12.11,10.0,9.5,151.39999999999995,0.87,52.0397,3.444383,2019-11-06 05:25,268.1,5.71,8.7,0.03,136.89999999999998
