stw,draft,foc,ws,wd,swh,lat,lon,dt,vslHeading,wsWS,sOvg,currSp,currDir
1.68,11.08,17.0,3.4,25.29999999999995,0.2,40.934083,28.680366999999997,2019-11-19 02:43,359.1,3.63,2.2,0.47,273.29
2.5,11.08,17.0,3.7,2.0,0.2,40.934833000000005,28.680233,2019-11-19 02:44,7.5,3.63,2.9,0.47,264.89
2.95,11.08,18.0,4.1,2.6,0.2,40.935767,28.6803,2019-11-19 02:45,12.1,3.63,3.5,0.47,260.29
3.65,11.08,11.0,3.8,355.6,0.2,40.936817,28.680483000000002,2019-11-19 02:46,15.9,3.63,3.6,0.47,256.49
3.45,11.08,1.0,3.5,354.1,0.2,40.937717,28.680783,2019-11-19 02:47,16.2,3.63,3.2,0.47,256.19
1.61,11.08,22.0,2.7,353.9,0.2,40.942867,28.682283,2019-11-19 02:58,15.2,3.63,1.9,0.47,257.19
2.48,11.08,18.0,2.9,345.2,0.2,40.94365,28.682416999999997,2019-11-19 02:59,15.4,3.63,3.0,0.47,256.99
3.33,11.08,17.0,3.2,338.1,0.2,40.9446,28.682633000000003,2019-11-19 03:00,16.1,3.63,3.7,0.47,256.29
3.33,11.08,17.0,3.2,338.1,0.2,40.9446,28.682633000000003,2019-11-19 03:00,16.1,3.63,3.7,0.47,256.29
4.13,11.08,17.0,3.4,339.1,0.2,40.945733000000004,28.682933000000002,2019-11-19 03:01,16.3,3.63,4.2,0.47,256.09
4.13,11.08,13.0,3.4,339.1,0.2,40.945733000000004,28.682933000000002,2019-11-19 03:01,16.3,3.63,4.2,0.47,256.09
4.44,11.08,10.0,3.7,340.5,0.2,40.946983,28.6833,2019-11-19 03:02,14.0,3.63,4.5,0.47,258.39
4.44,11.08,10.0,3.7,340.5,0.2,40.946983,28.6833,2019-11-19 03:02,14.0,3.63,4.5,0.47,258.39
5.04,11.08,10.0,3.8,341.5,0.2,40.9483,28.683616999999998,2019-11-19 03:03,12.9,3.63,5.0,0.47,259.49
5.04,11.08,10.0,3.8,341.5,0.2,40.9483,28.683616999999998,2019-11-19 03:03,12.9,3.63,5.0,0.47,259.49
5.29,11.08,9.0,3.6,341.7,0.2,40.949767,28.683983,2019-11-19 03:04,10.1,3.63,5.3,0.47,262.29
5.29,11.08,9.0,3.6,341.7,0.2,40.949767,28.683983,2019-11-19 03:04,10.1,3.63,5.3,0.47,262.29
5.47,11.08,9.0,3.8,357.4,0.2,40.951233,28.6843,2019-11-19 03:05,2.9,3.63,5.4,0.47,269.49
5.47,11.08,9.0,3.8,357.4,0.2,40.951233,28.6843,2019-11-19 03:05,2.9,3.63,5.4,0.47,269.49
5.62,11.08,7.0,3.6,6.5,0.2,40.95275,28.684433000000002,2019-11-19 03:06,354.5,3.63,5.4,0.47,277.89
5.62,11.08,7.0,3.6,6.5,0.2,40.95275,28.684433000000002,2019-11-19 03:06,354.5,3.63,5.4,0.47,277.89
5.65,11.08,8.0,3.5,357.1,0.2,40.954316999999996,28.684167,2019-11-19 03:07,352.6,3.63,5.7,0.47,279.79
5.65,11.08,8.0,3.5,357.1,0.2,40.954316999999996,28.684167,2019-11-19 03:07,352.6,3.63,5.7,0.47,279.79
5.67,11.08,4.0,3.5,355.0,0.2,40.9559,28.683767,2019-11-19 03:08,353.7,3.63,5.5,0.47,278.69
5.67,11.08,4.0,3.5,355.0,0.2,40.9559,28.683767,2019-11-19 03:08,353.7,3.63,5.5,0.47,278.69
3.99,11.08,12.0,2.3,4.800000000000012,0.2,40.960967,28.682917,2019-11-19 03:12,356.8,3.63,3.5,0.47,275.59
3.99,11.08,12.0,2.3,4.800000000000012,0.2,40.960967,28.682917,2019-11-19 03:12,356.8,3.63,3.5,0.47,275.59
3.37,11.08,4.0,2.0,11.800000000000011,0.2,40.961833,28.682817,2019-11-19 03:13,355.8,3.63,2.9,0.47,276.59
3.37,11.08,4.0,2.0,11.800000000000011,0.2,40.961833,28.682817,2019-11-19 03:13,355.8,3.63,2.9,0.47,276.59
2.88,11.08,6.0,1.5,23.699999999999992,0.2,40.963367,28.682583,2019-11-19 03:15,354.6,3.63,2.5,0.47,277.79
2.88,11.08,6.0,1.5,23.699999999999992,0.2,40.963367,28.682583,2019-11-19 03:15,354.6,3.63,2.5,0.47,277.79
1.97,11.08,22.0,0.8,29.399999999999977,0.2,40.9639,28.68245,2019-11-19 03:16,354.8,3.63,1.4,0.47,277.59
1.97,11.08,22.0,0.8,29.399999999999977,0.2,40.9639,28.68245,2019-11-19 03:16,354.8,3.63,1.4,0.47,277.59
1.09,11.08,10.0,0.0,85.69999999999997,0.2,40.964083,28.68245,2019-11-19 03:17,353.5,3.63,0.6,0.47,278.89
1.09,11.08,10.0,0.0,85.69999999999997,0.2,40.964083,28.68245,2019-11-19 03:17,353.5,3.63,0.6,0.47,278.89
0.75,11.08,5.0,0.4,63.899999999999984,0.2,40.964283,28.682416999999997,2019-11-19 03:18,354.6,3.63,0.3,0.47,277.79
0.75,11.08,5.0,0.4,63.899999999999984,0.2,40.964283,28.682416999999997,2019-11-19 03:18,354.6,3.63,0.3,0.47,277.79
0.63,11.08,4.0,0.2,69.70000000000005,0.2,40.964317,28.682383,2019-11-19 03:19,354.7,3.63,0.0,0.47,277.69
0.63,11.08,4.0,0.2,69.70000000000005,0.2,40.964317,28.682383,2019-11-19 03:19,354.7,3.63,0.0,0.47,277.69
