stw,draft,foc,ws,wd,swh,lat,lon,dt,vslHeading,wsWS,sOvg,currSp,currDir
11.47,10.58,19.0,8.9,246.7,0.38,40.4396,28.917783,2019-11-20 02:30,91.2,2.07,11.4,0.47,181.19
11.47,10.58,19.0,8.9,246.7,0.38,40.43935,28.92195,2019-11-20 02:30,91.2,2.07,11.4,0.47,181.19
11.49,10.58,21.0,8.2,260.9,0.38,40.439233,28.926783,2019-11-20 02:31,90.9,2.07,11.5,0.47,181.49
11.61,10.58,21.0,6.8,243.7,0.38,40.439133,28.93035,2019-11-20 02:32,91.5,2.07,11.6,0.47,180.89
11.79,10.58,21.0,6.9,264.0,0.38,40.439017,28.9346,2019-11-20 02:33,91.8,2.07,11.7,0.47,180.59
11.86,10.58,20.0,7.5,256.6,0.38,40.438883000000004,28.938883,2019-11-20 02:34,91.8,2.07,11.8,0.47,180.59
11.9,10.58,21.0,9.8,268.0,0.38,40.43875,28.943183,2019-11-20 02:35,91.7,2.07,11.8,0.47,180.69
11.93,10.58,20.0,9.6,271.4,0.38,40.438617,28.94745,2019-11-20 02:36,91.9,2.07,11.7,0.47,180.49
12.0,10.58,21.0,10.5,271.4,0.38,40.438483000000005,28.951733,2019-11-20 02:37,92.0,2.07,11.7,0.47,180.39
11.96,10.58,21.0,11.3,266.4,0.38,40.438333,28.956033,2019-11-20 02:38,93.3,2.07,11.8,0.47,179.08999999999997
11.9,10.58,21.0,10.2,258.2,0.38,40.438117,28.960333000000002,2019-11-20 02:39,96.7,2.07,11.8,0.47,175.69
11.86,10.58,21.0,10.7,251.5,0.38,40.437633,28.965166999999997,2019-11-20 02:40,100.4,2.07,11.8,0.47,171.98999999999995
11.89,10.58,21.0,8.9,249.6,0.38,40.437017,28.968933000000003,2019-11-20 02:41,101.1,2.07,11.7,0.47,171.29
11.91,10.58,20.0,9.7,267.4,0.38,40.4363,28.972966999999997,2019-11-20 02:42,97.9,2.07,11.7,0.47,174.48999999999995
11.82,10.58,19.0,10.9,273.4,0.38,40.4357,28.977117,2019-11-20 02:43,92.4,2.07,11.5,0.47,179.98999999999995
11.68,10.58,19.0,10.5,280.4,0.38,40.435417,28.98125,2019-11-20 02:44,89.5,2.07,11.3,0.47,182.89
11.65,10.58,21.0,7.8,285.3,0.38,40.435333,28.985383000000002,2019-11-20 02:45,89.1,2.07,11.3,0.47,183.29
11.65,10.58,21.0,10.4,283.7,0.38,40.4353,28.989517,2019-11-20 02:46,89.0,2.07,11.3,0.47,183.39
11.79,10.58,20.0,11.4,274.3,0.38,40.435266999999996,28.99365,2019-11-20 02:47,89.5,2.07,11.3,0.47,182.89
11.83,10.58,21.0,10.7,276.2,0.38,40.435233000000004,28.997783000000002,2019-11-20 02:48,89.6,2.07,11.3,0.47,182.79
11.79,10.58,21.0,10.4,275.8,0.38,40.435183,29.001917,2019-11-20 02:49,89.7,2.07,11.3,0.47,182.69
11.76,10.58,20.0,11.7,276.1,0.38,40.43515,29.006033000000002,2019-11-20 02:50,89.7,2.07,11.3,0.47,182.69
11.73,10.58,21.0,12.4,277.1,0.38,40.435133,29.01015,2019-11-20 02:51,89.5,2.07,11.2,0.47,182.89
11.67,10.58,20.0,11.2,275.6,0.38,40.43515,29.014867,2019-11-20 02:52,90.0,2.07,11.2,0.47,182.39
11.75,10.58,21.0,9.5,277.9,0.38,40.43515,29.018433,2019-11-20 02:53,90.4,2.07,11.2,0.47,181.99
11.67,10.58,21.0,11.8,264.7,0.38,40.435167,29.022416999999997,2019-11-20 02:54,90.7,2.07,11.2,0.47,181.69
11.58,10.58,20.0,11.5,268.1,0.38,40.435167,29.026483000000002,2019-11-20 02:55,90.9,2.07,11.1,0.47,181.49
11.62,10.58,21.0,11.5,265.70000000000005,0.38,40.435167,29.03055,2019-11-20 02:56,90.9,2.07,11.1,0.47,181.49
11.57,10.58,21.0,12.0,259.4,0.38,40.4352,29.034633000000003,2019-11-20 02:57,90.9,2.07,11.1,0.47,181.49
11.55,10.58,21.0,10.8,263.4,0.38,40.435217,29.0387,2019-11-20 02:58,90.8,2.07,11.2,0.47,181.59
11.56,10.58,20.0,10.8,254.0,0.38,40.435233000000004,29.043433,2019-11-20 02:59,90.5,2.07,11.2,0.47,181.89
11.55,10.58,21.0,10.6,260.29999999999995,0.38,40.435266999999996,29.047533,2019-11-20 03:00,90.6,2.07,11.2,0.47,181.79
11.53,10.58,21.0,10.9,258.7,0.38,40.4353,29.05165,2019-11-20 03:01,92.0,2.07,11.3,0.47,180.39
11.53,10.58,21.0,11.5,262.1,0.38,40.435266999999996,29.055767,2019-11-20 03:02,94.0,2.07,11.3,0.47,178.39
11.58,10.58,21.0,12.5,259.8,0.38,40.435117,29.05925,2019-11-20 03:03,94.3,2.07,11.2,0.47,178.08999999999997
11.65,10.58,21.0,10.3,247.40000000000003,0.38,40.43495,29.063333,2019-11-20 03:04,94.2,2.07,11.3,0.47,178.19
11.54,10.58,14.0,8.9,249.9,0.38,40.434783,29.067433,2019-11-20 03:05,94.3,2.07,11.0,0.47,178.08999999999997
10.42,10.58,2.0,9.4,248.8,0.38,40.434616999999996,29.071216999999997,2019-11-20 03:06,94.6,2.07,10.0,0.47,177.79
6.45,10.58,15.0,3.7,210.0,0.38,40.4339,29.08795,2019-11-20 03:12,109.9,2.07,6.5,0.47,162.48999999999995
5.77,10.58,4.0,4.2,204.8,0.38,40.43365,29.09035,2019-11-20 03:13,123.2,2.07,5.4,0.47,149.19
2.87,10.58,14.0,0.2,272.3,0.38,40.42865,29.096433,2019-11-20 03:20,149.1,2.07,3.2,0.47,123.29
3.95,10.58,15.0,1.1,155.40000000000003,0.38,40.427717,29.097067,2019-11-20 03:21,151.7,2.07,4.0,0.47,120.69
4.34,10.58,3.0,0.5,123.8,0.38,40.42665,29.097683,2019-11-20 03:22,151.8,2.07,4.1,0.47,120.58999999999996
2.23,10.58,18.0,4.2,234.2,0.38,40.41985,29.102133000000002,2019-11-20 03:32,121.1,2.07,2.4,0.47,151.29
2.45,10.58,5.0,3.7,242.9,0.38,40.419333,29.102767,2019-11-20 03:33,113.4,2.07,2.6,0.47,158.98999999999995
0.58,10.58,11.0,1.6,289.9,0.38,40.41775,29.106283,2019-11-20 03:41,81.7,2.07,0.4,0.47,190.69
0.19,10.58,7.0,1.8,314.5,0.38,40.417667,29.1065,2019-11-20 03:44,79.9,2.07,0.0,0.47,192.49
0.14,10.58,3.0,3.2,281.7,0.38,40.417633,29.106533000000002,2019-11-20 03:45,80.2,2.07,0.1,0.47,192.19
0.2,10.58,1.0,1.8,302.2,0.38,40.41765,29.106666999999998,2019-11-20 03:48,81.9,2.07,0.0,0.47,190.49
