stw,draft,foc,ws,wd,swh,lat,lon,dt,vslHeading,wsWS,sOvg,currSp,currDir
11.8,13.33,28.0,6.1,40.69999999999999,2.02,51.335683,2.298267,2019-12-12 10:00,266.2,10.3,11.8,0.0,93.8
11.84,13.33,28.0,9.4,357.2,2.02,51.3356,2.2931,2019-12-12 10:01,279.6,10.3,11.8,0.0,80.39999999999998
11.98,13.33,28.0,9.9,325.5,2.02,51.336367,2.28805,2019-12-12 10:02,287.3,10.3,11.7,0.0,72.69999999999997
12.06,13.33,26.0,11.0,329.5,2.02,51.33745,2.283017,2019-12-12 10:03,289.8,10.3,11.8,0.0,70.19999999999999
12.09,13.33,25.0,10.9,323.2,2.02,51.3387,2.278167,2019-12-12 10:04,289.6,10.3,11.8,0.0,70.39999999999998
12.09,13.33,24.0,8.2,333.9,2.02,51.339883,2.273283,2019-12-12 10:05,286.3,10.3,11.8,0.0,73.69999999999997
12.06,13.33,24.0,8.3,357.1,2.02,51.3409,2.26835,2019-12-12 10:06,285.2,10.3,11.7,0.0,74.80000000000003
12.11,13.33,25.0,9.7,335.6,2.02,51.341883,2.263433,2019-12-12 10:07,286.1,10.3,11.8,0.0,73.89999999999998
12.22,13.33,26.0,10.2,345.6,2.02,51.342917,2.25845,2019-12-12 10:08,287.3,10.3,11.9,0.0,72.69999999999997
12.25,13.33,24.0,7.0,340.4,2.02,51.344033,2.2534,2019-12-12 10:09,288.1,10.3,11.9,0.0,71.89999999999998
12.23,13.33,25.0,8.6,337.4,2.02,51.345133,2.2485,2019-12-12 10:10,287.6,10.3,11.9,0.0,72.39999999999998
12.27,13.33,25.0,10.1,337.4000000000001,2.02,51.346183,2.243417,2019-12-12 10:11,287.2,10.3,11.9,0.0,72.80000000000003
12.2,13.33,25.0,8.1,330.6,2.02,51.347183,2.238483,2019-12-12 10:12,288.6,10.3,11.9,0.0,71.39999999999998
12.29,13.33,24.0,7.8,346.9,2.02,51.3483,2.233417,2019-12-12 10:13,290.0,10.3,11.9,0.0,70.0
12.4,13.33,25.0,9.3,321.4,2.02,51.349517,2.228583,2019-12-12 10:14,292.1,10.3,11.9,0.0,67.89999999999998
12.41,13.33,24.0,6.8,339.7,2.02,51.3509,2.223783,2019-12-12 10:15,291.6,10.3,11.9,0.0,68.39999999999998
12.34,13.33,23.0,10.3,330.3,2.02,51.352233,2.2189,2019-12-12 10:16,289.9,10.3,11.8,0.0,70.10000000000002
12.33,13.33,24.0,6.6,336.0,2.02,51.353483,2.214167,2019-12-12 10:17,289.9,10.3,11.8,0.0,70.10000000000002
12.27,13.33,24.0,10.0,327.2,2.02,51.35475,2.209367,2019-12-12 10:18,290.2,10.3,11.7,0.0,69.80000000000001
12.28,13.33,25.0,10.7,327.3,2.02,51.35605,2.2046,2019-12-12 10:19,290.3,10.3,11.7,0.0,69.69999999999999
12.26,13.33,25.0,8.6,321.9,2.02,51.357367,2.1998330000000004,2019-12-12 10:20,292.1,10.3,11.8,0.0,67.89999999999998
12.26,13.33,24.0,9.7,333.9000000000001,2.02,51.358817,2.195067,2019-12-12 10:21,288.9,10.3,11.7,0.0,71.10000000000002
12.03,13.33,23.0,4.4,353.29999999999984,2.02,51.359983,2.19035,2019-12-12 10:22,285.6,10.3,11.5,0.0,74.39999999999998
