stw,draft,foc,ws,wd,swh,lat,lon,dt,vslHeading,wsWS,sOvg,currSp,currDir
14.93,12.68,43.0,15.7,348.6,0.86,40.844,28.692833,2019-12-28 01:42,357.7,7.87,14.8,0.66,227.3
14.93,12.68,43.0,15.7,348.6,0.86,40.844,28.692833,2019-12-28 01:42,357.7,7.87,14.8,0.66,227.3
14.91,12.68,41.0,14.9,0.5999999999999659,0.86,40.848167,28.692783000000002,2019-12-28 01:43,355.1,7.87,14.7,0.66,229.9
14.84,12.68,42.0,14.2,0.19999999999998866,0.86,40.85215,28.6925,2019-12-28 01:44,353.7,7.87,14.6,0.66,231.3
14.85,12.68,33.0,13.0,359.9,0.86,40.856283000000005,28.69215,2019-12-28 01:45,354.0,7.87,14.6,0.66,231.0
14.66,12.68,16.0,14.0,358.9,0.86,40.86025,28.69185,2019-12-28 01:46,354.0,7.87,14.3,0.66,231.0
14.13,12.68,15.0,14.8,353.7999999999999,0.86,40.864167,28.691567,2019-12-28 01:47,354.1,7.87,13.6,0.66,230.9
13.44,12.68,16.0,13.2,355.0,0.86,40.867767,28.691316999999998,2019-12-28 01:48,354.1,7.87,13.0,0.66,230.9
12.98,12.68,17.0,12.9,355.6,0.86,40.87135,28.6911,2019-12-28 01:49,354.0,7.87,12.5,0.66,231.0
12.67,12.68,18.0,12.8,352.7,0.86,40.8747,28.690917,2019-12-28 01:50,353.6,7.87,12.1,0.66,231.4
12.24,12.68,19.0,12.4,12.0,0.86,40.878083000000004,28.690683,2019-12-28 01:51,352.1,7.87,11.8,0.66,232.9
11.92,12.68,19.0,13.4,359.8,0.86,40.881267,28.690367,2019-12-28 01:52,352.2,7.87,11.6,0.66,232.8
11.85,12.68,20.0,12.3,12.900000000000036,0.86,40.884516999999995,28.690067,2019-12-28 01:53,351.7,7.87,11.4,0.66,233.3
11.6,12.68,20.0,13.3,4.199999999999989,0.86,40.887617,28.68975,2019-12-28 01:54,351.8,7.87,11.3,0.66,233.2
11.56,12.68,21.0,13.7,3.5,0.86,40.89075,28.68945,2019-12-28 01:55,351.6,7.87,11.2,0.66,233.4
