stw,draft,foc,ws,wd,swh,lat,lon,dt,vslHeading,wsWS,sOvg,currSp,currDir
8.87,10.2,30.0,7.4,24.40000000000001,2.86,51.858433000000005,1.60795,2019-12-05 15:42,90.5,14.37,8.3,0.03,314.5
9.77,10.2,28.0,8.5,7.299999999999998,2.86,51.8582,1.611967,2019-12-05 15:43,90.7,14.37,9.2,0.03,314.3
10.33,10.2,27.0,7.0,6.299999999999998,2.86,51.857966999999995,1.616283,2019-12-05 15:44,91.0,14.37,9.9,0.03,314.0
10.79,10.2,26.0,8.7,9.399999999999991,2.86,51.8577,1.620833,2019-12-05 15:45,90.4,14.37,10.3,0.03,314.6
11.08,10.2,25.0,7.9,12.800000000000011,2.86,51.857433,1.625567,2019-12-05 15:46,90.6,14.37,10.6,0.03,314.4
11.57,10.2,27.0,10.0,7.400000000000006,2.86,51.85715,1.630433,2019-12-05 15:47,90.6,14.37,11.0,0.03,314.4
11.81,10.2,28.0,8.1,347.1,2.86,51.856916999999996,1.635483,2019-12-05 15:48,98.6,14.37,11.4,0.03,306.4
11.93,10.2,28.0,9.2,338.8,2.86,51.856183,1.6405169999999998,2019-12-05 15:49,104.6,14.37,11.6,0.03,300.4
12.18,10.2,27.0,9.7,333.1,2.86,51.855133,1.6454669999999998,2019-12-05 15:50,105.3,14.37,11.7,0.03,299.7
12.3,10.2,30.0,5.6,324.0,2.86,51.854017,1.6504330000000003,2019-12-05 15:51,105.4,14.37,11.8,0.03,299.6
12.42,10.2,34.0,9.5,329.2,2.86,51.852866999999996,1.655517,2019-12-05 15:52,105.3,14.37,12.2,0.03,299.7
12.92,10.2,33.0,9.1,330.8,2.86,51.8516,1.6607830000000001,2019-12-05 15:53,105.5,14.37,12.5,0.03,299.5
12.92,10.2,33.0,9.1,330.8,2.86,51.8516,1.6607830000000001,2019-12-05 15:53,105.5,14.37,12.5,0.03,299.5
13.09,10.2,33.0,6.4,318.3,2.86,51.8504,1.66615,2019-12-05 15:54,105.9,14.37,12.8,0.03,299.1
13.27,10.2,31.0,7.6,328.1,2.86,51.849167,1.6716,2019-12-05 15:55,105.2,14.37,12.9,0.03,299.8
13.24,10.2,33.0,6.5,322.6,2.86,51.847983,1.6771330000000002,2019-12-05 15:56,109.7,14.37,13.0,0.03,295.3
13.15,10.2,34.0,9.8,300.9,2.86,51.846483,1.6824830000000002,2019-12-05 15:57,120.5,14.37,13.1,0.03,284.5
