stw,draft,foc,ws,wd,swh,lat,lon,dt,vslHeading,wsWS,sOvg,currSp,currDir
16.37,11.3,56.0,14.6,81.80000000000003,1.31,35.954483,-5.768333,2019-11-30 15:42,269.7,4.75,18.2,0.51,178.10000000000005
17.88,11.3,53.0,13.0,80.80000000000003,1.31,35.95445,-5.774567,2019-11-30 15:43,270.7,4.75,17.9,0.51,177.10000000000005
17.71,11.3,50.0,11.7,71.20000000000005,1.31,35.954516999999996,-5.7806169999999995,2019-11-30 15:44,270.9,4.75,17.5,0.51,176.90000000000003
17.98,11.3,50.0,13.8,82.30000000000003,1.31,35.95455,-5.78655,2019-11-30 15:45,269.0,4.75,17.1,0.51,178.8
17.57,11.3,50.0,12.1,82.39999999999998,1.31,35.954383,-5.792333,2019-11-30 15:46,269.1,4.75,16.7,0.51,178.7
17.44,11.3,52.0,9.9,72.19999999999997,1.31,35.954117,-5.798017,2019-11-30 15:47,271.3,4.75,16.5,0.51,176.5
17.31,11.3,51.0,11.5,56.90000000000003,1.31,35.953967,-5.8036,2019-11-30 15:48,272.9,4.75,16.2,0.51,174.90000000000003
17.25,11.3,52.0,10.4,69.10000000000002,1.31,35.9539,-5.809117,2019-11-30 15:49,273.4,4.75,16.0,0.51,174.40000000000003
17.02,11.3,53.0,12.7,67.69999999999999,1.31,35.953917,-5.814583,2019-11-30 15:50,273.5,4.75,15.9,0.51,174.3
16.84,11.3,53.0,12.1,79.5,1.31,35.95395,-5.820017,2019-11-30 15:51,272.3,4.75,15.8,0.51,175.5
16.68,11.3,53.0,12.4,79.40000000000003,1.31,35.953917,-5.825467,2019-11-30 15:52,272.2,4.75,15.9,0.51,175.60000000000005
16.82,11.3,55.0,11.7,83.80000000000003,1.31,35.953917,-5.8309169999999995,2019-11-30 15:53,272.7,4.75,15.9,0.51,175.10000000000005
16.9,11.3,54.0,12.8,79.19999999999997,1.31,35.95395,-5.836367,2019-11-30 15:54,271.6,4.75,15.8,0.51,176.2
16.98,11.3,53.0,12.2,79.90000000000003,1.31,35.953866999999995,-5.841817,2019-11-30 15:55,271.2,4.75,15.8,0.51,176.60000000000005
16.93,11.3,54.0,12.1,68.19999999999999,1.31,35.953783,-5.84725,2019-11-30 15:56,273.6,4.75,15.8,0.51,174.2
16.83,11.3,54.0,12.7,72.0,1.31,35.953933,-5.852666999999999,2019-11-30 15:57,274.9,4.75,15.7,0.51,172.90000000000003
16.85,11.3,54.0,12.4,76.60000000000002,1.31,35.954217,-5.85805,2019-11-30 15:58,274.9,4.75,15.7,0.51,172.90000000000003
16.53,11.3,54.0,12.6,77.69999999999997,1.31,35.954483,-5.863417,2019-11-30 15:59,274.2,4.75,15.7,0.51,173.60000000000005
16.6,11.3,55.0,12.9,77.30000000000003,1.31,35.954733000000004,-5.868817,2019-11-30 16:00,274.7,4.75,15.8,0.51,173.10000000000005
16.59,11.3,54.0,12.1,80.60000000000002,1.31,35.955,-5.874233,2019-11-30 16:01,274.7,4.75,15.9,0.51,173.10000000000005
16.66,11.3,55.0,11.4,72.80000000000003,1.31,35.955283,-5.8796669999999995,2019-11-30 16:02,275.4,4.75,15.9,0.51,172.40000000000003
16.64,11.3,53.0,12.4,75.19999999999997,1.31,35.955617,-5.885117,2019-11-30 16:03,274.8,4.75,15.9,0.51,173.0
16.64,11.3,53.0,12.4,75.19999999999997,1.31,35.955617,-5.885117,2019-11-30 16:03,274.8,4.75,15.9,0.51,173.0
16.75,11.3,55.0,11.6,76.5,1.31,35.95595,-5.890567,2019-11-30 16:04,275.0,4.75,16.0,0.51,172.8
16.65,11.3,54.0,12.1,76.80000000000003,1.31,35.956283,-5.89605,2019-11-30 16:05,274.3,4.75,16.0,0.51,173.5
16.65,11.3,54.0,11.9,72.5,1.31,35.956583,-5.90155,2019-11-30 16:06,274.6,4.75,16.1,0.51,173.2
16.57,11.3,55.0,12.4,74.80000000000003,1.31,35.956883000000005,-5.907083,2019-11-30 16:07,275.3,4.75,16.2,0.51,172.5
16.82,11.3,54.0,12.6,77.10000000000002,1.31,35.95725,-5.91265,2019-11-30 16:08,275.7,4.75,16.3,0.51,172.10000000000005
16.88,11.3,53.0,12.7,77.0,1.31,35.95765,-5.9182,2019-11-30 16:09,274.6,4.75,16.2,0.51,173.2
16.94,11.3,54.0,12.1,71.80000000000003,1.31,35.95795,-5.923767,2019-11-30 16:10,274.9,4.75,16.2,0.51,172.90000000000003
16.89,11.3,53.0,12.1,69.40000000000003,1.31,35.958317,-5.929317,2019-11-30 16:11,275.4,4.75,16.2,0.51,172.40000000000003
16.87,11.3,54.0,9.7,66.60000000000002,1.31,35.958733,-5.934867,2019-11-30 16:12,275.4,4.75,16.2,0.51,172.40000000000003
16.76,11.3,54.0,12.1,77.09999999999997,1.31,35.95915,-5.940383,2019-11-30 16:13,274.6,4.75,16.2,0.51,173.2
16.78,11.3,54.0,11.5,74.30000000000003,1.31,35.95955,-5.945917,2019-11-30 16:14,274.8,4.75,16.2,0.51,173.0
16.94,11.3,53.0,11.2,86.40000000000003,1.31,35.959983,-5.95145,2019-11-30 16:15,275.4,4.75,16.2,0.51,172.40000000000003
16.99,11.3,53.0,11.8,76.79999999999995,1.31,35.96045,-5.95695,2019-11-30 16:16,275.1,4.75,16.1,0.51,172.7
16.96,11.3,54.0,11.3,80.40000000000003,1.31,35.96095,-5.962433,2019-11-30 16:17,275.4,4.75,16.1,0.51,172.40000000000003
