stw,draft,foc,ws,wd,swh,lat,lon,dt,vslHeading,wsWS,sOvg,currSp,currDir
17.81,12.3,64.0,6.0,218.7,0.48,37.576067,24.020333,2019-12-24 21:18,78.0,5.71,17.6,0.0,282.0
17.91,12.3,64.0,6.9,221.0,0.48,37.5771,24.026367,2019-12-24 21:19,78.3,5.71,17.6,0.0,281.7
17.91,12.3,63.0,6.1,230.90000000000003,0.48,37.578133,24.032433,2019-12-24 21:20,77.7,5.71,17.6,0.0,282.3
17.94,12.3,63.0,6.7,230.6,0.48,37.5792,24.038483,2019-12-24 21:21,77.2,5.71,17.7,0.0,282.8
17.94,12.3,63.0,6.6,237.3,0.48,37.5803,24.044533,2019-12-24 21:22,77.2,5.71,17.7,0.0,282.8
17.95,12.3,64.0,5.7,252.00000000000003,0.48,37.581383,24.0506,2019-12-24 21:23,77.6,5.71,17.7,0.0,282.4
18.02,12.3,63.0,6.5,249.0,0.48,37.582383,24.056683,2019-12-24 21:24,78.2,5.71,17.8,0.0,281.8
18.06,12.3,63.0,5.3,232.1,0.48,37.58335,24.062783,2019-12-24 21:25,77.4,5.71,17.7,0.0,282.6
18.06,12.3,62.0,4.2,190.8,0.48,37.584383,24.06885,2019-12-24 21:26,76.7,5.71,17.7,0.0,283.3
17.88,12.3,63.0,5.5,211.1,0.48,37.58565,24.075867,2019-12-24 21:27,77.2,5.71,17.7,0.0,282.8
17.93,12.3,64.0,4.6,246.7,0.48,37.586667,24.081933,2019-12-24 21:28,77.4,5.71,17.7,0.0,282.6
18.02,12.3,63.0,5.0,211.7,0.48,37.587667,24.087617,2019-12-24 21:29,77.8,5.71,17.7,0.0,282.2
18.08,12.3,63.0,4.1,214.5,0.48,37.588467,24.093133,2019-12-24 21:30,78.0,5.71,17.7,0.0,282.0
17.97,12.3,63.0,4.8,200.7,0.48,37.589433,24.09925,2019-12-24 21:31,77.7,5.71,17.8,0.0,282.3
17.99,12.3,63.0,3.8,208.00000000000003,0.48,37.590433,24.105367,2019-12-24 21:32,77.6,5.71,17.8,0.0,282.4
17.99,12.3,63.0,6.8,231.40000000000003,0.48,37.591467,24.111817,2019-12-24 21:33,77.7,5.71,17.8,0.0,282.3
18.08,12.3,63.0,4.4,216.5,0.48,37.592517,24.118483,2019-12-24 21:34,78.0,5.71,17.8,0.0,282.0
