stw,draft,foc,ws,wd,swh,lat,lon,dt,vslHeading,wsWS,sOvg,currSp,currDir
11.62,11.7,20.0,4.4,163.0,1.09,40.466217,28.8164,2019-12-26 21:42,111.7,2.93,11.6,0.47,65.91000000000001
11.63,11.7,20.0,5.6,147.1,1.09,40.464917,28.820317,2019-12-26 21:43,112.1,2.93,11.6,0.47,65.51000000000002
11.67,11.7,20.0,5.0,151.5,1.09,40.4636,28.824216999999997,2019-12-26 21:44,112.2,2.93,11.7,0.47,65.41000000000001
11.7,11.7,20.0,5.0,157.39999999999995,1.09,40.462283,28.828117,2019-12-26 21:45,112.0,2.93,11.7,0.47,65.61000000000001
11.71,11.7,20.0,2.3,188.5,1.09,40.460983,28.832033000000003,2019-12-26 21:46,111.8,2.93,11.7,0.47,65.81000000000002
11.73,11.7,20.0,3.9,154.8,1.09,40.4597,28.835967,2019-12-26 21:47,112.0,2.93,11.7,0.47,65.61000000000001
11.78,11.7,20.0,4.8,146.8,1.09,40.458417,28.8399,2019-12-26 21:48,112.2,2.93,11.8,0.47,65.41000000000001
11.75,11.7,20.0,3.9,158.89999999999995,1.09,40.4571,28.84385,2019-12-26 21:49,112.0,2.93,11.8,0.47,65.61000000000001
11.77,11.7,20.0,5.6,143.39999999999995,1.09,40.4558,28.8478,2019-12-26 21:50,111.8,2.93,11.8,0.47,65.81000000000002
11.77,11.7,20.0,4.2,163.29999999999995,1.09,40.4543,28.85235,2019-12-26 21:51,111.6,2.93,11.8,0.47,66.01000000000002
11.76,11.7,20.0,4.5,149.5,1.09,40.4532,28.8558,2019-12-26 21:52,111.2,2.93,11.8,0.47,66.41000000000001
11.85,11.7,20.0,3.6,164.0,1.09,40.451933000000004,28.859717,2019-12-26 21:53,111.0,2.93,11.8,0.47,66.61000000000001
11.9,11.7,20.0,4.7,169.9,1.09,40.450683000000005,28.8637,2019-12-26 21:54,110.9,2.93,11.8,0.47,66.71000000000001
11.9,11.7,20.0,2.6,180.5,1.09,40.44945,28.867683000000003,2019-12-26 21:55,110.9,2.93,11.8,0.47,66.71000000000001
11.92,11.7,20.0,5.3,154.5,1.09,40.448233,28.871667,2019-12-26 21:56,111.3,2.93,11.8,0.47,66.31000000000002
12.01,11.7,20.0,2.4,183.8,1.09,40.446999999999996,28.87565,2019-12-26 21:57,112.0,2.93,11.8,0.47,65.61000000000001
11.99,11.7,20.0,3.9,190.3,1.09,40.445733000000004,28.8796,2019-12-26 21:58,112.4,2.93,11.8,0.47,65.21000000000001
