stw,draft,foc,ws,wd,swh,lat,lon,dt,vslHeading,wsWS
19.1,13.3,111.0,36.251,282.82,0.0,51.395767,1.958513,2020-04-06 05:00,118.68,2.69
19.1,13.25,112.0,36.501,284.82,0.0,51.395767,1.958513,2020-04-06 05:01,118.68,2.69
19.28,13.26,122.0,36.001,284.31,0.0,51.39235,1.967743,2020-04-06 05:02,118.49,2.69
19.4,13.24,119.0,37.001,284.22,0.0,51.3887,1.977095,2020-04-06 05:03,119.38,2.69
19.28,13.24,113.0,37.501,288.28,0.0,51.3852,1.986355,2020-04-06 05:04,115.52,2.69
19.42,13.23,117.0,37.501,288.69,0.0,51.382,1.995945,2020-04-06 05:05,115.11,2.69
19.42,13.23,119.0,38.251,288.99,0.0,51.382,1.995945,2020-04-06 05:06,115.11,2.69
19.43,13.22,118.0,39.251,287.77,0.0,51.37875,2.005653,2020-04-06 05:07,116.13,2.69
19.29,13.22,118.0,39.251,288.97,0.0,51.37545,2.015113,2020-04-06 05:08,115.63,2.69
19.44,13.29,118.0,38.751,288.87,0.0,51.37225,2.024567,2020-04-06 05:09,115.63,2.69
19.48,13.28,119.0,38.751,288.54,0.0,51.368833,2.0342,2020-04-06 05:10,115.96,2.69
19.48,13.24,118.0,38.501,288.54,0.0,51.368833,2.0342,2020-04-06 05:11,115.96,2.69
19.27,13.33,117.0,38.001,289.8,0.0,51.365533,2.043745,2020-04-06 05:12,115.3,2.69
19.28,13.27,119.0,39.751,288.53,0.0,51.3623,2.053228,2020-04-06 05:13,115.87,2.69
19.34,13.27,118.0,38.501,289.96,0.0,51.358967,2.062758,2020-04-06 05:14,115.54,2.69
19.3,13.26,118.0,38.501,289.93,0.0,51.35565,2.072368,2020-04-06 05:15,115.57,2.69
19.3,13.3,118.0,39.501,290.43,0.0,51.35565,2.072368,2020-04-06 05:16,115.57,2.69
19.09,13.33,120.0,38.751,290.91,0.0,51.352383,2.0818830000000004,2020-04-06 05:17,115.19,2.69
19.27,13.34,120.0,39.251,289.69,0.0,51.349167,2.091372,2020-04-06 05:18,115.81,2.69
19.37,13.35,119.0,38.251,290.23,0.0,51.345817,2.10088,2020-04-06 05:19,115.37,2.69
19.36,13.28,117.0,38.251,290.66,0.0,51.342567,2.110412,2020-04-06 05:20,114.94,2.69
19.36,13.3,117.0,38.251,290.9600000000001,0.0,51.342567,2.110412,2020-04-06 05:21,114.94,2.69
19.1,13.34,119.0,37.751,289.07,0.0,51.339333,2.119863,2020-04-06 05:22,115.73,2.69
19.14,13.36,119.0,37.501,290.89,0.0,51.33600000000001,2.1293900000000003,2020-04-06 05:23,114.91,2.69
19.14,13.36,120.0,36.751,290.5,0.0,51.332917,2.138895,2020-04-06 05:24,114.8,2.69
19.17,13.34,122.0,36.751,289.56,0.0,51.329667,2.148312,2020-04-06 05:25,115.74,2.69
