2019-04-01 00:00:00,159.17,2499.0583,5505.13,351.8,3.0,0.1712,nan,0.0,0.0,0.0,37.0
2019-04-01 00:01:00,159.17,2499.0583,5505.13,5.5,3.0,0.1712,nan,1.0,0.0,0.0,37.0
2019-04-01 00:02:00,159.17,2499.0533,5505.13,351.9,3.0,0.05,nan,0.0,0.0,0.0,37.0
2019-04-01 00:03:00,159.16,2499.0517,5505.1267,335.7,3.0,0.06,nan,0.0,0.1,0.0,37.0
2019-04-01 00:04:00,159.15,2499.06,5505.1233,335.7,3.0,0.1,nan,1.0,0.1,0.0,37.0
2019-04-01 00:05:00,159.15,2499.06,5505.1233,338.5,3.0,0.1,nan,0.0,0.0,0.0,37.0
2019-04-01 00:06:00,159.13,2499.05,5505.13,348.2,3.0,0.0283,nan,0.0,0.1,0.0,37.0
2019-04-01 00:07:00,159.13,2499.0517,5505.13,346.4,4.0,0.0583,nan,0.0,0.1,0.0,37.0
2019-04-01 00:08:00,159.13,2499.055,5505.1333,355.6,4.0,0.0447,nan,0.0,0.0,0.0,37.0
2019-04-01 00:09:00,159.13,2499.0617,5505.125,355.6,3.0,0.0781,nan,0.0,0.0,0.0,37.0
2019-04-01 00:10:00,159.13,2499.0617,5505.125,355.8,3.0,0.0781,nan,0.0,0.1,0.0,37.0
2019-04-01 00:11:00,159.13,2499.05,5505.1283,336.2,3.0,0.1612,nan,0.0,0.0,0.0,37.0
2019-04-01 00:12:00,159.13,2499.05,5505.13,349.1,3.0,0.0671,nan,0.0,0.1,0.0,37.0
2019-04-01 00:13:00,159.13,2499.055,5505.1317,355.9,3.0,0.0283,nan,0.0,0.1,0.0,37.0
2019-04-01 00:14:00,159.13,2499.0633,5505.1317,355.9,3.0,0.0781,nan,0.0,0.1,0.0,37.0
2019-04-01 00:15:00,159.13,2499.0633,5505.1317,342.4,3.0,0.0781,nan,0.0,0.1,0.0,37.0
2019-04-01 00:16:00,159.13,2499.0567,5505.1283,3.2,4.0,0.2081,nan,0.0,0.0,0.0,37.0
