stw,draft,foc,ws,wd,swh,lat,lon,dt
16.17,15.07,88.42,1.32,50.76,0.14,29.295116999999998,32.656633,2019-11-02 15:00
16.17,15.07,88.32,1.32,53.46,0.14,29.289866999999997,32.659383,2019-11-02 15:01
16.17,15.07,88.32,1.38,59.54,0.14,29.284616999999997,32.662067,2019-11-02 15:02
16.17,15.07,88.32,1.44,65.61,0.14,29.284616999999997,32.662067,2019-11-02 15:03
16.17,15.07,88.23,1.46,71.66,0.14,29.279266999999997,32.664817,2019-11-02 15:04
16.17,15.07,88.32,1.48,79.08,0.14,29.274016999999997,32.667533,2019-11-02 15:05
16.17,15.07,88.32,1.51,86.67,0.14,29.26875,32.6703,2019-11-02 15:06
16.16,15.07,88.23,1.52,94.41,0.14,29.263467,32.673017,2019-11-02 15:07
16.16,15.07,88.23,1.52,102.16,0.14,29.263467,32.673017,2019-11-02 15:08
16.17,15.07,88.32,1.49,104.47,0.14,29.2582,32.675733,2019-11-02 15:09
16.17,15.07,88.32,1.42,110.79,0.14,29.25295,32.678467,2019-11-02 15:10
16.14,15.07,87.94,1.55,117.33,0.14,29.247667,32.68125,2019-11-02 15:11
16.1,15.07,87.36,1.75,123.33,0.14,29.24245,32.684017,2019-11-02 15:12
16.1,15.08,87.45,1.71,132.29,0.14,29.24245,32.684017,2019-11-02 15:13
16.1,15.08,87.55,1.65,122.14,0.14,29.237216999999998,32.686717,2019-11-02 15:14
16.09,15.08,87.65,1.64,118.78,0.14,29.232,32.689417,2019-11-02 15:15
16.1,15.08,87.65,1.62,118.53,0.14,29.226683,32.6922,2019-11-02 15:16
16.09,15.07,87.65,1.59,116.84,0.14,29.22145,32.69495,2019-11-02 15:17
16.09,15.08,87.55,1.53,114.73,0.14,29.22145,32.69495,2019-11-02 15:18
16.08,15.07,87.65,1.47,114.76,0.14,29.216216999999997,32.697717,2019-11-02 15:19
16.09,15.07,87.65,1.35,106.3,0.14,29.210933,32.700483,2019-11-02 15:20
16.09,15.07,87.55,1.2,96.67,0.14,29.2057,32.7032,2019-11-02 15:21
16.09,15.08,87.65,1.13,90.59,0.14,29.2005,32.705933,2019-11-02 15:22
16.09,15.08,87.74,1.1,81.67,0.14,29.2005,32.705933,2019-11-02 15:23
16.08,15.07,87.55,0.99,83.79,0.14,29.195233,32.708717,2019-11-02 15:24
16.07,15.07,87.36,0.93,76.84,0.14,29.1901,32.711583000000005,2019-11-02 15:25
16.08,15.07,87.74,0.79,74.27,0.14,29.1807,32.71875,2019-11-02 15:28
16.12,15.07,88.32,0.56,70.88,0.14,29.121,32.7527,2019-11-02 15:43
16.11,15.07,88.32,0.59,64.54,0.14,29.11545,32.754783,2019-11-02 15:44
16.11,15.07,88.32,0.61,66.46,0.14,29.104267,32.75835,2019-11-02 15:46
16.11,15.07,88.32,0.61,65.95,0.14,29.0986,32.760067,2019-11-02 15:47
16.1,15.07,88.32,0.58,68.76,0.14,29.0986,32.760067,2019-11-02 15:48
16.1,15.07,88.42,0.54,72.93,0.14,29.093000000000004,32.761783,2019-11-02 15:49
