stw,draft,foc,ws,wd,swh,lat,lon,dt
18.16,8.4,117.89,12.24,154.31,0.64,51.685083,3.20533,2019-10-12 03:05
18.28,8.42,119.71,12.23,153.6,0.64,51.679933,3.200502,2019-10-12 03:06
18.41,8.42,121.25,12.35,152.69,0.64,51.674667,3.19587,2019-10-12 03:07
18.54,8.42,122.69,12.46,151.46,0.64,51.674667,3.19587,2019-10-12 03:08
18.68,8.43,123.74,12.57,149.89,0.64,51.6691,3.1916700000000002,2019-10-12 03:09
18.8,8.42,124.89,12.64,148.26,0.64,51.66355,3.187712,2019-10-12 03:10
18.93,8.43,125.96,12.69,146.01,0.64,51.626999999999995,3.1760080000000004,2019-10-12 03:17
19.0,8.42,125.76,12.77,143.13,0.64,51.626999999999995,3.1760080000000004,2019-10-12 03:18
19.05,8.41,125.47,12.89,140.66,0.64,51.620616999999996,3.174302,2019-10-12 03:19
19.1,8.41,125.18,12.98,137.91,0.64,51.6012,3.169172,2019-10-12 03:22
19.14,8.41,124.99,13.07,135.25,0.64,51.6012,3.169172,2019-10-12 03:23
19.18,8.4,124.89,13.14,133.07,0.64,51.5885,3.164013,2019-10-12 03:25
19.22,8.4,124.6,13.16,131.52,0.64,51.58235,3.160502,2019-10-12 03:26
19.26,8.4,124.6,13.25,130.11,0.64,51.576167,3.156945,2019-10-12 03:27
19.3,8.41,124.52,13.43,128.86,0.64,51.576167,3.156945,2019-10-12 03:28
19.32,8.41,124.52,13.55,127.62,0.64,51.564567,3.146763,2019-10-12 03:30
19.33,8.42,123.65,13.08,127.4,0.6,51.559517,3.140025,2019-10-12 03:31
19.31,8.43,122.88,12.6,127.6,0.55,51.55445,3.133172,2019-10-12 03:32
19.28,8.45,121.92,12.13,127.84,0.51,51.549233,3.126052,2019-10-12 03:34
19.23,8.46,120.86,11.67,128.33,0.47,51.544133,3.1191,2019-10-12 03:35
19.17,8.48,119.52,11.22,128.98,0.43,51.538983,3.112055,2019-10-12 03:36
19.05,8.49,117.69,10.81,130.62,0.38,51.533783,3.104875,2019-10-12 03:37
18.93,8.49,115.39,10.41,132.66,0.34,51.533783,3.104875,2019-10-12 03:38
18.79,8.49,113.57,10.36,134.56,0.3,51.528667,3.09785,2019-10-12 03:39
18.64,8.48,111.36,10.24,137.22,0.26,51.523567,3.090765,2019-10-12 03:40
18.51,8.48,109.44,10.06,139.59,0.21,51.5184,3.083592,2019-10-12 03:41
18.38,8.48,107.32,9.92,141.94,0.17,51.513317,3.076518,2019-10-12 03:42
18.21,8.47,104.73,9.69,133.24,0.13,51.513317,3.076518,2019-10-12 03:43
18.05,8.46,102.34,9.41,124.79,0.09,51.5082,3.069528,2019-10-12 03:44
17.95,8.46,100.6,9.0,124.14,0.05,51.503083000000004,3.0623549999999997,2019-10-12 03:45
17.85,8.46,98.58,8.62,123.34,0.0,51.49305,3.048368,2019-10-12 03:47
17.74,8.45,97.08,8.76,122.83,0.0,51.49305,3.048368,2019-10-12 03:48
17.63,8.45,95.69,8.92,121.96,0.0,51.488116999999995,3.041412,2019-10-12 03:49
17.52,8.43,94.32,9.11,120.86,0.0,51.483233,3.034647,2019-10-12 03:50
17.42,8.41,92.97,9.34,119.7,0.0,51.478417,3.027893,2019-10-12 03:51
17.28,8.39,91.8,9.64,118.18,0.0,51.464233,3.0080419999999997,2019-10-12 03:55
17.24,8.39,91.34,10.01,114.26,0.0,51.459267,3.0025020000000002,2019-10-12 03:56
17.18,8.39,91.92,10.52,107.99,0.0,51.459267,3.0025020000000002,2019-10-12 03:57
17.16,8.39,91.3,10.26,99.17,0.0,51.453933,2.998018,2019-10-12 03:58
17.14,8.4,91.44,9.97,83.22,0.0,51.44835,2.9945150000000003,2019-10-12 03:59
17.04,8.38,90.24,9.92,57.32,0.0,51.44265,2.99085,2019-10-12 04:00
16.86,8.36,88.56,9.52,2.82,0.0,51.43685,2.9886220000000003,2019-10-12 04:02
16.86,8.38,90.72,9.58,4.98,0.0,51.430933,2.9881450000000003,2019-10-12 04:03
