stw,draft,foc,ws,wd,swh,lat,lon,dt
21.95,8.74,178.08,7.53,46.9,1.45,35.978667,-5.959673,2019-10-06 08:00
21.96,8.73,178.08,7.53,47.73,1.45,35.979667,-5.97781999,2019-10-06 08:02
21.96,8.73,178.08,7.53,48.6,1.45,35.9807,-5.996053,2019-10-06 08:04
21.96,8.74,178.08,7.6,49.42,1.45,35.9807,-5.996053,2019-10-06 08:05
21.96,8.74,177.98,7.67,50.12,1.45,35.981233,-6.00521999,2019-10-06 08:06
21.96,8.73,177.98,7.73,50.57,1.45,35.981767,-6.0145269999999975,2019-10-06 08:07
21.96,8.73,177.98,7.73,51.03,1.45,35.982267,-6.023735,2019-10-06 08:08
21.99,8.73,177.98,7.8,52.01,1.45,35.982766999999996,-6.032957,2019-10-06 08:09
22.02,8.73,177.88,7.8,52.95,1.45,35.982766999999996,-6.032957,2019-10-06 08:10
22.05,8.74,177.88,7.8,53.19,1.45,35.9833,-6.042268,2019-10-06 08:11
22.07,8.75,177.88,7.8,53.19,1.45,35.98383300000001,-6.0514529999999995,2019-10-06 08:12
22.1,8.76,177.8,7.73,52.96,1.45,35.984333,-6.0606300000000015,2019-10-06 08:13
22.12,8.75,177.8,7.98,52.94,1.45,35.98485,-6.069948,2019-10-06 08:14
22.13,8.76,177.7,8.22,52.83,1.45,35.985367,-6.079135,2019-10-06 08:16
22.16,8.76,177.51,8.52,52.83,1.45,35.985867,-6.088312,2019-10-06 08:17
22.2,8.76,177.31,8.39,52.74,1.45,35.986367,-6.09748,2019-10-06 08:18
22.21,8.76,177.31,8.26,52.62,1.45,35.98685,-6.10679,2019-10-06 08:19
22.21,8.76,177.22,8.19,52.58,1.45,35.98685,-6.10679,2019-10-06 08:20
22.24,8.75,177.22,8.12,52.34,1.45,35.987367,-6.115973,2019-10-06 08:21
22.26,8.75,177.22,8.06,52.27,1.45,35.987867,-6.1251430000000004,2019-10-06 08:22
22.27,8.75,177.12,7.99,52.15,1.45,35.988867,-6.143718,2019-10-06 08:25
22.29,8.76,177.02,7.99,52.49,1.45,35.990867,-6.180912,2019-10-06 08:29
22.27,8.76,177.12,7.92,51.82,1.45,35.990867,-6.180912,2019-10-06 08:30
22.26,8.76,177.12,7.92,51.19,1.45,35.994766999999996,-6.217873,2019-10-06 08:35
22.24,8.75,177.12,7.92,51.39,1.45,36.002517,-6.253757,2019-10-06 08:40
22.25,8.75,177.22,7.86,51.47,1.45,36.010233,-6.2891580000000005,2019-10-06 08:44
22.26,8.75,177.22,7.92,51.92,1.45,36.010233,-6.2891580000000005,2019-10-06 08:45
22.26,8.77,177.22,7.68,52.16,1.45,36.01215,-6.297985,2019-10-06 08:46
22.27,8.77,177.31,7.37,52.33,1.45,36.01403300000001,-6.306915,2019-10-06 08:47
22.27,8.77,177.41,7.07,52.52,1.45,36.015966999999996,-6.315697,2019-10-06 08:48
22.27,8.77,177.51,7.13,52.55,1.45,36.017717,-6.32451,2019-10-06 08:50
22.27,8.78,177.51,7.2,52.46,1.45,36.019333,-6.333382,2019-10-06 08:51
22.28,8.77,177.51,7.63,51.94,1.47,36.0209,-6.342395,2019-10-06 08:52
22.28,8.77,177.31,8.02,51.52,1.5,36.022533,-6.35131,2019-10-06 08:53
22.28,8.77,177.31,8.47,50.99,1.52,36.0241,-6.360275,2019-10-06 08:54
22.29,8.77,177.22,8.92,50.49,1.55,36.0274,-6.378328,2019-10-06 08:57
22.3,8.76,177.12,9.4,49.89,1.57,36.029016999999996,-6.387365,2019-10-06 08:58
22.32,8.77,177.12,9.89,49.41,1.6,36.029016999999996,-6.387365,2019-10-06 08:59
22.32,8.77,177.12,10.39,48.81,1.62,36.030633,-6.396535,2019-10-06 09:00
22.33,8.79,177.12,10.53,48.07,1.65,36.03223300000001,-6.405645,2019-10-06 09:01
22.34,8.79,177.02,11.08,47.45,1.67,36.035717,-6.424017,2019-10-06 09:03
22.33,8.79,177.12,11.22,47.13,1.7,36.035717,-6.424017,2019-10-06 09:04
22.32,8.79,177.22,11.35,46.86,1.72,36.044000000000004,-6.460305,2019-10-06 09:08
22.3,8.78,177.31,11.55,46.82,1.75,36.044000000000004,-6.460305,2019-10-06 09:09
22.3,8.78,177.41,11.75,46.83,1.77,36.046217,-6.469283,2019-10-06 09:10
22.29,8.79,177.41,11.95,46.91,1.8,36.0485,-6.478407,2019-10-06 09:11
22.3,8.79,177.31,12.15,46.92,1.82,36.056367,-6.505152,2019-10-06 09:15
22.31,8.8,177.41,11.99,47.19,1.82,36.0593,-6.514083,2019-10-06 09:16
22.3,8.79,177.7,11.87,47.56,1.82,36.062233,-6.52289,2019-10-06 09:17
22.29,8.8,177.7,11.68,47.97,1.82,36.06518300000001,-6.531702,2019-10-06 09:18
22.29,8.8,177.8,11.43,48.76,1.82,36.06518300000001,-6.531702,2019-10-06 09:19
22.27,8.8,177.98,11.22,49.88,1.82,36.068166999999995,-6.540635,2019-10-06 09:20
22.25,8.8,177.8,11.0,51.08,1.82,36.0711,-6.549462999999999,2019-10-06 09:21
22.25,8.79,177.88,10.76,52.43,1.82,36.074133,-6.558252,2019-10-06 09:22
22.24,8.77,177.98,10.76,53.8,1.82,36.077283,-6.567114999999999,2019-10-06 09:24
22.23,8.77,178.08,10.4,55.42,1.82,36.080317,-6.575872,2019-10-06 09:25
22.24,8.77,178.08,10.4,56.62,1.82,36.0833,-6.584622,2019-10-06 09:26
22.25,8.77,177.98,10.4,57.66,1.82,36.086333,-6.5933850000000005,2019-10-06 09:27
22.26,8.77,177.98,10.4,58.8,1.82,36.089417,-6.602262,2019-10-06 09:28
22.27,8.78,177.98,10.4,59.97,1.82,36.089417,-6.602262,2019-10-06 09:29
22.31,8.78,178.08,10.77,61.27,1.82,36.09245,-6.611075,2019-10-06 09:30
22.32,8.77,178.08,11.14,62.35,1.82,36.095433,-6.619892999999999,2019-10-06 09:31
22.32,8.76,178.08,11.44,63.69,1.82,36.0985,-6.628838000000001,2019-10-06 09:32
22.32,8.77,177.98,11.75,64.98,1.82,36.101533,-6.637662,2019-10-06 09:33
22.32,8.78,178.08,12.0,66.0,1.82,36.107017,-6.655705,2019-10-06 09:36
22.33,8.79,178.17,12.32,66.67,1.82,36.109583,-6.664775,2019-10-06 09:37
22.35,8.78,178.17,12.56,67.12,1.82,36.1119,-6.673927000000001,2019-10-06 09:38
22.36,8.78,178.37,12.8,67.42,1.82,36.1119,-6.673927000000001,2019-10-06 09:39
22.37,8.79,178.37,13.01,67.49,1.82,36.11405,-6.683222,2019-10-06 09:40
22.39,8.79,178.27,13.3,67.32,1.82,36.11615,-6.692423,2019-10-06 09:41
22.4,8.79,178.27,13.6,66.93,1.82,36.1182,-6.7016550000000015,2019-10-06 09:42
22.42,8.8,178.17,13.92,66.97,1.82,36.124466999999996,-6.729323,2019-10-06 09:46
22.44,8.8,178.17,14.22,67.14,1.82,36.126533,-6.73861,2019-10-06 09:47
22.45,8.8,178.08,14.53,67.16,1.82,36.1286,-6.747775,2019-10-06 09:48
22.45,8.79,177.98,14.84,67.16,1.82,36.1286,-6.747775,2019-10-06 09:49
22.43,8.79,177.98,14.77,67.03,1.82,36.1306,-6.756928,2019-10-06 09:50
22.42,8.8,177.98,14.71,67.33,1.82,36.134716999999995,-6.775365,2019-10-06 09:52
22.43,8.81,178.08,14.62,67.42,1.82,36.136733,-6.7844880000000005,2019-10-06 09:53
22.44,8.81,178.08,14.52,67.65,1.82,36.138767,-6.79358999,2019-10-06 09:55
22.44,8.8,178.08,14.47,68.04,1.82,36.1408,-6.802828,2019-10-06 09:56
22.43,8.8,178.17,14.4,68.24,1.82,36.1428,-6.811972999999999,2019-10-06 09:57
