stw,draft,foc,ws,wd,swh,lat,lon,dt
12.02,9.14,48.96,15.17,41.65,0.61,53.928667000000004,7.010077000000001,2019-10-18 08:04
11.88,9.14,49.15,15.65,43.94,0.62,53.92785,7.002903,2019-10-18 08:06
11.76,9.13,49.25,15.9,45.81,0.62,53.926933,6.9955,2019-10-18 08:07
11.65,9.13,49.44,16.1,47.4,0.63,53.926017,6.98827,2019-10-18 08:08
11.56,9.12,49.64,16.45,49.31,0.63,53.925082999999994,6.9810630000000025,2019-10-18 08:09
11.47,9.11,49.92,16.82,51.27,0.63,53.8754,6.6325,2019-10-18 10:01
11.46,9.11,49.72,17.06,42.23,0.64,53.87465,6.625817999999999,2019-10-18 10:02
11.44,9.1,49.72,17.52,44.76,0.64,53.873883,6.619007000000001,2019-10-18 10:03
11.4,9.09,49.64,17.98,47.3,0.65,53.873883,6.619007000000001,2019-10-18 10:04
11.36,9.09,49.64,18.23,38.03,0.65,53.873067000000006,6.612,2019-10-18 10:05
11.3,9.08,49.54,18.67,39.99,0.65,53.87225,6.60503,2019-10-18 10:06
11.24,9.08,49.64,18.98,30.46,0.66,53.871483,6.598077,2019-10-18 10:07
11.17,9.07,49.72,19.47,33.02,0.66,53.870633,6.590992,2019-10-18 10:08
11.07,9.06,50.11,19.83,37.26,0.7,53.870633,6.590992,2019-10-18 10:09
11.02,9.05,50.59,20.23,41.61,0.74,53.79365,6.13514,2019-10-18 13:02
11.08,9.05,50.59,20.24,43.33,0.77,53.79235,6.129263,2019-10-18 13:03
11.14,9.05,50.69,20.02,44.88,0.8,53.791167,6.12322,2019-10-18 13:04
11.17,9.06,50.79,20.06,46.79,0.84,53.789967000000004,6.11701,2019-10-18 13:05
11.2,9.06,50.98,20.03,48.7,0.87,53.789967000000004,6.11701,2019-10-18 13:06
11.22,9.07,51.16,19.93,50.47,0.9,53.78873299999999,6.110772,2019-10-18 13:07
11.25,9.07,51.26,19.84,52.22,0.94,53.787482999999995,6.1044769999999975,2019-10-18 13:08
11.28,9.08,51.45,19.98,53.95,0.97,53.78625,6.09814,2019-10-18 13:09
11.3,9.09,51.55,19.92,55.69,1.0,53.785,6.09170999,2019-10-18 13:10
11.32,9.1,51.74,19.87,57.54,1.04,53.785,6.09170999,2019-10-18 13:11
