stw,draft,foc,ws,wd,swh,lat,lon,dt
13.5,11.14,45.79,8.73,60.18,0.59,51.603,1.7598049999999998,2019-10-20 22:42
13.48,11.14,45.98,8.95,66.61,0.59,51.593,1.760773,2019-10-20 22:44
13.46,11.15,46.08,9.17,73.01,0.59,51.593,1.760773,2019-10-20 22:45
13.44,11.15,46.27,9.4,79.36,0.59,51.587933,1.761252,2019-10-20 22:46
13.41,11.15,46.47,9.68,86.28,0.59,51.582983,1.762003,2019-10-20 22:47
13.38,11.14,46.47,10.04,92.04,0.59,51.57803300000001,1.762863,2019-10-20 22:48
13.35,11.14,46.37,10.33,98.7,0.59,51.57803300000001,1.762863,2019-10-20 22:49
13.26,11.14,46.37,10.62,105.5,0.59,51.5731,1.7637369999999999,2019-10-20 22:50
13.16,11.13,46.37,10.89,112.19,0.59,51.568083,1.7646400000000002,2019-10-20 22:51
13.05,11.14,46.37,10.94,119.68,0.59,51.563117,1.7654900000000002,2019-10-20 22:52
12.94,11.14,46.47,11.21,127.82,0.59,51.553416999999996,1.7685549999999999,2019-10-20 22:55
12.88,11.14,46.66,11.4,132.52,0.59,51.5407,1.778195,2019-10-20 22:58
12.85,11.14,46.76,11.42,135.83,0.59,51.5407,1.778195,2019-10-20 22:59
12.83,11.15,46.84,11.64,138.99,0.59,51.537,1.782403,2019-10-20 23:00
12.8,11.15,47.04,11.78,141.53,0.59,51.533516999999996,1.7869700000000002,2019-10-20 23:01
12.77,11.16,47.13,11.96,144.57,0.55,51.530017,1.7917580000000002,2019-10-20 23:02
12.73,11.16,47.23,12.32,147.73,0.51,51.526533,1.7965529999999998,2019-10-20 23:03
12.69,11.16,47.33,12.67,150.83,0.47,51.526533,1.7965529999999998,2019-10-20 23:04
12.64,11.15,47.42,12.89,154.41,0.43,51.52305,1.8014299999999999,2019-10-20 23:05
12.61,11.16,47.42,13.18,156.16,0.39,51.519583000000004,1.806517,2019-10-20 23:06
12.59,11.16,47.62,13.41,158.53,0.35,51.516433,1.8117450000000002,2019-10-20 23:07
12.56,11.16,47.81,13.68,160.13,0.31,51.513533,1.817257,2019-10-20 23:08
12.54,11.16,47.91,13.94,161.45,0.28,51.513533,1.817257,2019-10-20 23:09
12.52,11.16,48.1,14.24,162.33,0.24,51.51075,1.822978,2019-10-20 23:10
12.52,11.15,48.38,14.6,162.25,0.2,51.5082,1.828815,2019-10-20 23:11
12.53,11.15,48.67,14.78,160.62,0.16,51.505717,1.834728,2019-10-20 23:12
12.53,11.15,49.06,14.75,158.12,0.12,51.503217,1.8407330000000002,2019-10-20 23:13
12.53,11.15,49.35,14.73,155.32,0.08,51.503217,1.8407330000000002,2019-10-20 23:14
12.52,11.15,49.35,14.52,151.66,0.04,51.500817,1.846583,2019-10-20 23:15
12.53,11.15,49.25,14.24,148.01,0.0,51.498583,1.852513,2019-10-20 23:16
12.61,11.13,49.06,14.04,144.48,0.0,51.49635,1.858497,2019-10-20 23:17
12.69,11.13,48.77,13.8,139.97,0.0,51.494083,1.864597,2019-10-20 23:18
12.76,11.13,48.57,13.56,135.46,0.0,51.494083,1.864597,2019-10-20 23:19
12.85,11.14,48.48,13.52,131.76,0.0,51.4918,1.870655,2019-10-20 23:20
12.93,11.13,48.38,13.41,128.82,0.0,51.489483,1.876653,2019-10-20 23:21
13.02,11.13,48.38,13.22,125.8,0.0,51.48715,1.882687,2019-10-20 23:22
13.1,11.13,48.38,12.92,122.98,0.0,51.484783,1.88862,2019-10-20 23:23
13.19,11.13,48.38,12.62,120.28,0.0,51.484783,1.88862,2019-10-20 23:24
13.27,11.14,48.2,12.45,117.68,0.0,51.482317,1.894493,2019-10-20 23:25
13.34,11.14,48.0,12.27,115.38,0.0,51.4795,1.9001599999999998,2019-10-20 23:26
13.41,11.14,47.62,12.12,114.45,0.0,51.476000000000006,1.904913,2019-10-20 23:27
13.49,11.15,47.23,12.11,114.36,0.0,51.471917,1.908707,2019-10-20 23:28
13.56,11.15,46.84,12.09,114.64,0.0,51.471917,1.908707,2019-10-20 23:29
13.62,11.14,46.84,12.28,115.36,0.0,51.467633,1.912045,2019-10-20 23:30
13.67,11.14,46.76,12.37,115.84,0.0,51.463217,1.9154470000000001,2019-10-20 23:31
13.66,11.15,46.84,12.45,116.14,0.0,51.458917,1.9188,2019-10-20 23:32
13.65,11.15,46.94,12.52,116.88,0.0,51.454617,1.922177,2019-10-20 23:33
13.64,11.14,47.04,12.69,117.88,0.0,51.454617,1.922177,2019-10-20 23:34
13.62,11.14,47.04,12.85,118.68,0.0,51.450233000000004,1.9255520000000002,2019-10-20 23:35
13.59,11.14,47.04,12.87,119.44,0.0,51.4459,1.928893,2019-10-20 23:36
13.56,11.13,46.94,12.97,120.86,0.0,51.441583,1.932282,2019-10-20 23:37
13.5,11.14,46.76,13.23,122.48,0.0,51.437217,1.9356369999999998,2019-10-20 23:38
13.4,11.14,46.76,13.53,124.82,0.0,51.437217,1.9356369999999998,2019-10-20 23:39
13.28,11.15,46.84,13.7,127.52,0.0,51.432833,1.939,2019-10-20 23:40
