stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
13.43,12.385,32.48,7.36,79.60000000000002,3.01,180.0,2019-11-09 23:12:00,20.2946,113.700333
13.42,12.385,35.42,10.96,80.90000000000003,3.01,180.2,2019-11-09 23:13:00,20.290817,113.7
13.59,12.385,34.0,7.25,69.30000000000001,3.01,180.2,2019-11-09 23:14:00,20.287,113.6995
13.62,12.385,35.0,10.19,69.9,3.01,180.1,2019-11-09 23:15:00,20.283182999999998,113.69933300000001
13.6,12.385,34.0,7.87,32.599999999999994,3.01,180.3,2019-11-09 23:16:00,20.279383,113.69883300000001
13.41,12.385,32.5,6.38,76.29999999999998,3.01,177.3,2019-11-09 23:17:00,20.2756,113.69866699999999
13.3,12.385,35.0,10.29,87.5,3.01,176.2,2019-11-09 23:18:00,20.2719,113.6985
13.31,12.385,36.0,10.6,76.0,3.01,178.0,2019-11-09 23:19:00,20.2681,113.6985
13.47,12.385,32.48,7.77,70.0,3.01,179.2,2019-11-09 23:20:00,20.264283,113.698167
13.44,12.385,34.0,8.08,60.79999999999998,3.01,178.8,2019-11-09 23:21:00,20.26045,113.698
13.52,12.385,35.0,8.49,76.80000000000003,3.01,178.2,2019-11-09 23:22:00,20.256617000000002,113.697667
13.56,12.385,35.0,11.37,77.1,3.01,178.4,2019-11-09 23:23:00,20.252833,113.6975
13.57,12.385,33.0,8.8,80.40000000000003,3.01,177.2,2019-11-09 23:24:00,20.249017000000002,113.697167
13.36,12.385,35.0,5.45,77.69999999999997,3.01,176.9,2019-11-09 23:25:00,20.245233,113.697167
13.48,12.385,35.0,10.96,79.89999999999998,3.01,177.8,2019-11-09 23:26:00,20.241432999999997,113.697
13.45,12.385,35.0,9.47,74.89999999999998,3.01,177.3,2019-11-09 23:27:00,20.23765,113.69666699999999
13.41,12.385,35.0,8.28,90.3,3.01,178.3,2019-11-09 23:28:00,20.23385,113.6965
13.44,12.385,32.48,6.89,77.20000000000002,3.01,179.1,2019-11-09 23:29:00,20.2301,113.69633300000001
13.42,12.385,34.0,5.3,83.80000000000003,3.01,178.7,2019-11-09 23:30:00,20.226267,113.696
13.51,12.385,35.0,11.27,74.69999999999997,3.01,177.9,2019-11-09 23:31:00,20.222433,113.69583300000001
13.59,12.385,34.0,4.17,76.0,3.01,178.0,2019-11-09 23:32:00,20.218583,113.6955
13.61,12.385,35.0,10.19,78.00000000000003,3.01,178.6,2019-11-09 23:33:00,20.214733,113.695333
13.59,12.385,34.0,6.69,89.30000000000004,3.01,178.2,2019-11-09 23:34:00,20.2109,113.695
13.57,12.385,36.11,10.08,79.6,3.01,177.1,2019-11-09 23:35:00,20.207133,113.694667
13.38,12.385,32.48,8.59,105.3,3.01,176.3,2019-11-09 23:36:00,20.20335,113.6945
13.16,12.385,31.0,5.09,68.9,3.01,176.7,2019-11-09 23:37:00,20.199617,113.69433300000001
13.18,12.385,31.0,4.37,103.70000000000002,3.01,178.9,2019-11-09 23:38:00,20.195883,113.694
13.23,12.385,31.0,8.69,73.5,3.01,179.5,2019-11-09 23:39:00,20.192133,113.69366699999999
13.19,12.385,30.0,8.85,78.4,3.01,178.1,2019-11-09 23:40:00,20.18845,113.69333300000001
13.16,12.385,30.0,6.89,69.80000000000001,3.01,178.0,2019-11-09 23:41:00,20.184732999999998,113.693
13.15,12.385,31.0,8.95,81.1,3.01,177.9,2019-11-09 23:42:00,20.180999999999997,113.69266699999999
13.21,12.385,35.19,10.75,74.1,3.01,177.1,2019-11-09 23:43:00,20.177283,113.692333
13.2,12.385,35.19,9.36,81.6,3.01,176.6,2019-11-09 23:44:00,20.173582999999997,113.692167
13.2,12.385,31.0,5.86,113.5,3.01,176.2,2019-11-09 23:45:00,20.169933,113.691833
13.09,12.385,31.0,8.95,78.20000000000002,3.01,176.2,2019-11-09 23:46:00,20.166332999999998,113.691833
13.14,12.385,32.0,6.07,72.29999999999998,3.01,177.8,2019-11-09 23:47:00,20.162667000000006,113.6915
13.09,12.385,35.19,10.6,65.6,3.01,177.9,2019-11-09 23:48:00,20.158983,113.691167
