stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
13.32,9.86,34.46,12.55,136.10000000000002,0.6,272.4,2019-10-26 17:30:00,33.804517,127.18783300000001
13.19,9.86,33.76,14.25,144.1,0.6,272.5,2019-10-26 17:31:00,33.804417,127.183833
13.15,9.86,33.76,14.25,146.50000000000003,0.6,272.9,2019-10-26 17:32:00,33.8043,127.18
13.14,9.86,29.0,11.88,147.90000000000003,0.6,273.4,2019-10-26 17:33:00,33.804167,127.17616699999999
13.19,9.86,33.76,12.3,144.5,0.6,273.0,2019-10-26 17:34:00,33.8041,127.17216699999999
13.25,9.86,29.0,10.96,156.40000000000003,0.6,272.4,2019-10-26 17:35:00,33.804033000000004,127.168333
13.3,9.86,34.46,12.3,141.70000000000005,0.6,271.9,2019-10-26 17:36:00,33.803983,127.16433300000001
13.27,9.86,29.0,10.85,143.6,0.6,271.5,2019-10-26 17:37:00,33.803883,127.16033300000001
13.28,9.86,34.46,12.45,141.3,0.6,271.5,2019-10-26 17:38:00,33.80375,127.156333
13.35,9.86,34.46,12.45,131.8,0.6,272.0,2019-10-26 17:39:00,33.8036,127.15233300000001
13.4,9.86,31.56,11.58,140.7,0.6,272.0,2019-10-26 17:40:00,33.803467,127.1485
13.46,9.86,29.0,11.37,149.2,0.6,272.1,2019-10-26 17:41:00,33.80335,127.1445
13.47,9.86,34.46,12.45,148.8,0.6,272.2,2019-10-26 17:42:00,33.803233,127.1405
13.42,9.86,34.46,12.3,148.2,0.6,272.0,2019-10-26 17:43:00,33.803133,127.1365
13.47,9.86,31.56,10.75,148.60000000000005,0.6,272.2,2019-10-26 17:44:00,33.803017,127.1325
13.45,9.86,31.56,11.78,146.50000000000003,0.6,270.9,2019-10-26 17:45:00,33.80295,127.1285
13.34,9.86,31.56,10.85,153.6,0.6,270.8,2019-10-26 17:46:00,33.802833,127.12466699999999
13.36,9.86,31.56,9.77,138.00000000000003,0.6,270.9,2019-10-26 17:47:00,33.802667,127.120667
13.39,9.86,31.56,11.88,151.39999999999995,0.6,270.6,2019-10-26 17:48:00,33.80255,127.11666699999999
13.42,9.86,34.46,12.55,162.60000000000005,0.6,270.4,2019-10-26 17:49:00,33.802433,127.11266699999999
13.44,9.86,29.0,11.47,141.1,0.6,270.8,2019-10-26 17:50:00,33.802233,127.108833
13.39,9.86,28.0,8.8,119.20000000000002,0.6,270.9,2019-10-26 17:51:00,33.802033,127.10483300000001
13.35,9.86,34.46,13.58,136.0,0.6,271.0,2019-10-26 17:52:00,33.80185,127.101
13.26,9.86,34.46,12.55,142.3,0.6,271.0,2019-10-26 17:53:00,33.801683000000004,127.09700000000001
13.23,9.86,28.0,9.05,139.79999999999998,0.6,270.8,2019-10-26 17:54:00,33.801533,127.09299999999999
13.24,9.86,33.76,13.48,149.1,0.6,270.8,2019-10-26 17:55:00,33.801333,127.08916699999999
13.21,9.86,33.76,13.38,137.29999999999998,0.6,270.8,2019-10-26 17:56:00,33.801133,127.085333
13.19,9.86,33.76,12.76,143.39999999999995,0.6,271.3,2019-10-26 17:57:00,33.800933,127.081333
13.23,9.86,33.76,12.96,136.89999999999998,0.6,271.3,2019-10-26 17:58:00,33.80075,127.0775
13.11,9.86,33.76,13.17,140.7,0.6,271.1,2019-10-26 17:59:00,33.800583,127.07366699999999
13.2,9.86,33.76,12.55,142.29999999999995,0.6,271.3,2019-10-26 18:00:00,33.800383000000004,127.069667
13.28,9.86,31.56,11.88,145.8,0.6,271.5,2019-10-26 18:01:00,33.8002,127.06566699999999
13.24,9.86,29.0,11.88,134.70000000000002,0.6,271.2,2019-10-26 18:02:00,33.80005,127.06183300000001
13.3,9.86,34.46,12.86,147.29999999999995,0.6,269.1,2019-10-26 18:03:00,33.799883,127.05799999999999
13.29,9.86,34.46,14.35,156.90000000000003,0.6,268.4,2019-10-26 18:04:00,33.799667,127.054
13.33,9.86,31.56,11.99,125.10000000000002,0.6,269.2,2019-10-26 18:05:00,33.799316999999995,127.05016699999999
13.34,9.86,34.46,12.45,149.70000000000005,0.6,270.2,2019-10-26 18:06:00,33.798933,127.046167
13.38,9.86,34.46,12.4,147.4,0.6,270.5,2019-10-26 18:07:00,33.79865,127.04233300000001
13.42,9.86,28.0,8.95,144.9,0.6,270.2,2019-10-26 18:08:00,33.7984,127.03833300000001
13.42,9.86,28.0,8.49,145.8,0.6,271.7,2019-10-26 18:09:00,33.79815,127.0345
13.4,9.86,34.46,12.76,128.2,0.6,272.0,2019-10-26 18:10:00,33.797967,127.0305
13.41,9.86,28.0,8.69,122.70000000000002,0.6,272.2,2019-10-26 18:11:00,33.797833000000004,127.0265
13.25,9.86,33.76,12.76,141.2,0.6,272.0,2019-10-26 18:12:00,33.79775,127.022667
13.25,9.86,28.0,9.16,148.8,0.6,272.0,2019-10-26 18:13:00,33.79765,127.018667
13.27,9.86,31.56,9.16,148.8,0.6,272.0,2019-10-26 18:13:39,33.79765,127.018667
13.15,9.86,33.76,12.45,148.3,0.6,272.0,2019-10-26 18:14:00,33.79755,127.01483300000001
13.29,9.86,31.56,9.05,148.10000000000005,0.6,272.4,2019-10-26 18:15:00,33.797433000000005,127.010833
13.46,9.86,29.0,10.49,146.0,0.6,271.3,2019-10-26 18:16:00,33.797383,127.007
13.37,9.86,31.56,11.58,144.59999999999997,0.6,270.6,2019-10-26 18:17:00,33.797317,127.00299999999999
13.49,9.86,34.46,12.3,154.1,0.6,270.3,2019-10-26 18:18:00,33.7972,126.999
13.53,9.86,29.0,11.88,141.89999999999995,0.6,270.6,2019-10-26 18:19:00,33.79705,126.995167
13.45,9.86,34.46,12.76,136.7,0.6,270.8,2019-10-26 18:20:00,33.796867,126.99116699999999
13.46,9.86,34.46,12.55,154.89999999999995,0.6,271.1,2019-10-26 18:21:00,33.796733,126.987167
13.42,9.86,29.0,11.88,153.59999999999997,0.6,271.1,2019-10-26 18:22:00,33.796583,126.983333
13.37,9.86,34.46,13.79,157.60000000000005,0.6,270.9,2019-10-26 18:23:00,33.796433,126.97933300000001
13.47,9.86,31.56,11.37,152.4,0.6,271.2,2019-10-26 18:24:00,33.7963,126.975333
13.48,9.86,29.0,11.37,150.6,0.6,271.5,2019-10-26 18:25:00,33.796183,126.971333
13.55,9.86,36.64,12.09,147.59999999999997,0.6,270.6,2019-10-26 18:26:00,33.7961,126.9675
13.53,9.86,31.96,11.88,148.8,0.6,269.9,2019-10-26 18:27:00,33.796033,126.9635
13.53,9.86,36.64,12.4,146.90000000000003,0.6,269.4,2019-10-26 18:28:00,33.795916999999996,126.9595
13.45,9.86,34.46,14.2,152.5,0.6,269.2,2019-10-26 18:29:00,33.79575,126.9555
