stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
10.38,11.22,26.0,7.97,128.60000000000002,0.54,289.7,2019-11-05 23:22:00,29.737083000000002,122.37783300000001
10.58,11.22,26.0,9.16,127.99999999999996,0.54,290.1,2019-11-05 23:23:00,29.738017,122.37466699999999
10.83,11.22,25.0,9.16,122.6,0.54,290.0,2019-11-05 23:24:00,29.738983,122.371333
10.97,11.22,24.0,9.77,124.0,0.54,289.8,2019-11-05 23:25:00,29.739983000000002,122.368
11.18,11.22,25.0,8.49,122.3,0.54,289.9,2019-11-05 23:26:00,29.740966999999998,122.364667
11.29,11.22,27.52,9.16,123.3,0.54,290.0,2019-11-05 23:27:00,29.741983,122.361333
11.44,11.22,27.52,9.77,126.09999999999997,0.54,288.6,2019-11-05 23:28:00,29.743017,122.35783300000001
11.5,11.22,27.52,9.36,134.0,0.54,284.7,2019-11-05 23:29:00,29.743883,122.35433300000001
10.65,11.22,2.0,8.18,151.9,0.54,276.2,2019-11-05 23:30:00,29.7444,122.35116699999999
10.02,11.22,3.0,7.97,145.20000000000005,0.54,272.7,2019-11-05 23:31:00,29.74465,122.348
10.23,11.22,28.0,7.1,134.70000000000002,0.54,289.7,2019-11-05 23:36:00,29.745067,122.33333300000001
10.46,11.22,27.0,9.98,118.9,0.54,298.5,2019-11-05 23:37:00,29.745533000000002,122.33016699999999
10.7,11.22,26.0,8.95,112.60000000000002,0.54,304.2,2019-11-05 23:38:00,29.746516999999997,122.32700000000001
11.02,11.22,24.0,8.08,104.59999999999997,0.54,305.1,2019-11-05 23:39:00,29.747867,122.324
11.52,11.22,30.0,10.39,109.0,0.54,305.3,2019-11-05 23:40:00,29.749433000000003,122.32133300000001
11.74,11.22,28.39,10.08,105.2,0.54,305.1,2019-11-05 23:41:00,29.751033000000003,122.31833300000001
12.07,11.22,29.0,8.59,103.8,0.54,305.3,2019-11-05 23:42:00,29.752683,122.31533300000001
12.37,11.22,27.45,8.39,101.7,0.54,307.2,2019-11-05 23:43:00,29.754367,122.3125
13.14,11.22,29.56,10.6,101.5,0.54,308.3,2019-11-05 23:44:00,29.75615,122.30933300000001
13.1,11.22,26.0,8.59,103.39999999999998,0.54,308.3,2019-11-05 23:45:00,29.758166999999997,122.306
13.13,11.22,27.0,7.97,96.5,0.54,308.2,2019-11-05 23:46:00,29.760183,122.302833
13.01,11.22,28.0,10.39,96.8,0.54,307.8,2019-11-05 23:47:00,29.7622,122.299667
12.91,11.22,27.0,8.18,96.0,0.54,307.9,2019-11-05 23:48:00,29.76425,122.2965
12.91,11.22,26.0,9.98,106.5,0.54,301.8,2019-11-05 23:49:00,29.766267,122.2935
12.79,11.22,29.0,7.0,108.7,0.54,309.3,2019-11-05 23:50:00,29.7681,122.290167
12.89,11.22,27.25,6.48,93.40000000000003,0.54,311.9,2019-11-05 23:51:00,29.769933,122.286833
13.06,11.22,27.5,7.56,92.39999999999998,0.54,312.1,2019-11-05 23:52:00,29.772083000000002,122.283833
