Basis,Coeff
(Intercept),55.1745
h(x3-17.87),63.8078
h(17.87-x3),-7.03615
x2,1.99508
h(x0-13.39),2.54573
h(13.39-x0),-0.999983
x4,0.592223
x1,-0.00427275
