Basis,Coeff
(Intercept),193.324
h(x3-14.0632),-13.6846
h(14.0632-x3),19.5453
h(x0-14.95),10.7949
h(14.95-x0),-1.62772
h(x2-9.93333),70.0555
h(9.93333-x2),-2.6841
h(x3-16.7418),0.878308
h(19.7254-x3),-24.2802
h(x4-0.490667),0.766169
h(0.490667-x4),4.59433
h(x3-17.572),6.88341
