Basis,Coeff
(Intercept),86.6369
h(x3-22.96),1442.02
h(22.96-x3),-6.88361
x2,1.70533
x4,-1.25891
h(x0-12.33),3.13792
h(12.33-x0),0.778218
h(x1-3.71),-0.00798769
h(3.71-x1),-5.07202
