Basis,Coeff
(Intercept),39.9972
h(x3-17.84),292.655
h(17.84-x3),-5.1481
h(x0-6.86),1.70068
h(6.86-x0),28.68
x2,1.33336
h(x4-3.88),7.23181
h(3.88-x4),-0.870999
h(x0-14.19),-5.86842
h(7.55-x0),-5.12817
