stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon,wsWS,sovg,currSpeed,currDir
11.11,10.5,35.16,13.63,237.3,2.28,81.7,2019-11-09 20:00:00,22.341267,115.899667,6.58,11.1,0.03,323.3
11.15,10.5,33.0,15.64,229.5,2.28,81.5,2019-11-09 20:01:00,22.341583,115.903,6.58,10.8,0.03,323.5
11.04,10.5,36.0,15.59,234.8,2.28,81.2,2019-11-09 20:02:00,22.3419,115.906333,6.58,10.8,0.03,323.8
10.96,10.5,35.0,11.905,241.6,2.28,81.4,2019-11-09 20:03:00,22.342267,115.9095,6.58,10.9,0.03,323.6
10.99,10.5,35.0,15.64,240.7,2.28,81.3,2019-11-09 20:04:00,22.342617,115.912667,6.58,11.0,0.03,323.7
10.92,10.5,35.0,14.1,235.4,2.28,81.6,2019-11-09 20:05:00,22.34295,115.916,6.58,11.0,0.03,323.4
10.97,10.5,34.0,12.06,232.4,2.28,81.6,2019-11-09 20:06:00,22.3433,115.919333,6.58,10.8,0.03,323.4
11.0,10.5,35.0,15.28,231.8,2.28,79.2,2019-11-09 20:07:00,22.3436,115.9225,6.58,11.0,0.03,325.8
10.77,10.5,34.0,15.38,238.5,2.28,78.5,2019-11-09 20:08:00,22.343883,115.925833,6.58,10.9,0.03,326.5
10.81,10.5,35.0,14.92,230.5,2.28,78.5,2019-11-09 20:09:00,22.344333,115.929,6.58,10.8,0.03,326.5
10.83,10.5,38.0,15.69,249.4,2.28,74.6,2019-11-09 20:10:00,22.34481700000001,115.932167,6.58,11.0,0.03,330.4
10.8,10.5,34.0,14.87,264.1,2.28,74.9,2019-11-09 20:11:00,22.345367,115.935333,6.58,10.8,0.03,330.1
10.86,10.5,36.0,15.64,256.6,2.28,75.4,2019-11-09 20:12:00,22.346083,115.938333,6.58,10.8,0.03,329.6
10.94,10.5,35.0,14.1,249.5,2.28,75.5,2019-11-09 20:13:00,22.3468,115.9415,6.58,10.9,0.03,329.5
11.07,10.5,35.0,13.89,253.2,2.28,75.8,2019-11-09 20:14:00,22.3475,115.944833,6.58,10.8,0.03,329.2
11.07,10.5,39.0,13.89,253.2,2.28,75.8,2019-11-09 20:14:31,22.3475,115.944833,6.58,10.8,0.03,329.2
11.13,10.5,35.0,13.22,243.6,2.28,75.4,2019-11-09 20:15:00,22.348167,115.948,6.58,11.0,0.03,329.6
11.08,10.5,36.0,14.46,248.0,2.28,75.0,2019-11-09 20:16:00,22.348867,115.951167,6.58,11.0,0.03,330.0
11.09,10.5,34.0,13.53,246.6,2.28,75.4,2019-11-09 20:17:00,22.349567,115.954333,6.58,11.2,0.03,329.6
11.08,10.5,35.0,11.420000000000002,252.9,2.28,75.1,2019-11-09 20:18:00,22.350283,115.957667,6.58,11.0,0.03,329.9
11.14,10.5,34.0,14.25,244.2,2.28,74.8,2019-11-09 20:19:00,22.351033,115.960833,6.58,11.2,0.03,330.2
11.1,10.5,36.0,14.71,252.1,2.28,74.9,2019-11-09 20:20:00,22.35175,115.964,6.58,11.0,0.03,330.1
11.17,10.5,38.0,11.32,249.9,2.28,75.1,2019-11-09 20:21:00,22.3525,115.967333,6.58,11.2,0.03,329.9
11.17,10.5,38.0,11.32,249.9,2.28,75.1,2019-11-09 20:21:50,22.3525,115.967333,6.58,11.2,0.03,329.9
11.22,10.5,37.0,14.51,250.3,2.28,75.7,2019-11-09 20:22:00,22.353267,115.9705,6.58,11.2,0.03,329.3
11.23,10.5,34.0,14.2,254.5,2.28,75.5,2019-11-09 20:23:00,22.353967,115.973667,6.58,11.0,0.03,329.5
11.19,10.5,35.0,15.07,252.9,2.28,75.1,2019-11-09 20:24:00,22.354683,115.977,6.58,11.0,0.03,329.9
11.13,10.5,34.0,15.28,254.8,2.28,75.2,2019-11-09 20:25:00,22.3554,115.980167,6.58,11.2,0.03,329.8
11.05,10.5,36.0,14.61,250.9,2.28,75.1,2019-11-09 20:26:00,22.3561,115.983333,6.58,11.0,0.03,329.9
11.13,10.5,35.0,13.89,248.4,2.28,74.6,2019-11-09 20:27:00,22.3568,115.986667,6.58,11.0,0.03,330.4
11.12,10.5,35.0,12.6,252.2,2.28,74.8,2019-11-09 20:28:00,22.357533,115.989833,6.58,11.1,0.03,330.2
11.2,10.5,37.0,13.32,251.7,2.28,75.3,2019-11-09 20:29:00,22.358283,115.993,6.58,11.1,0.03,329.7
11.26,10.5,35.0,15.74,254.0,2.28,75.0,2019-11-09 20:30:00,22.359033,115.996333,6.58,11.1,0.03,330.0
11.26,10.5,35.0,15.74,254.0,2.28,75.0,2019-11-09 20:30:18,22.359033,115.996333,6.58,11.1,0.03,330.0
11.2,10.5,34.0,15.28,253.4,2.28,74.6,2019-11-09 20:31:00,22.35975,115.9995,6.58,11.2,0.03,330.4
11.16,10.5,35.0,13.07,250.1,2.28,74.9,2019-11-09 20:32:00,22.360483,116.002833,6.58,11.0,0.03,330.1
11.16,10.5,35.0,14.1,248.0,2.28,75.0,2019-11-09 20:33:00,22.361217,116.006,6.58,11.3,0.03,330.0
11.26,10.5,37.0,13.68,249.4,2.28,75.6,2019-11-09 20:34:00,22.362017,116.009167,6.58,11.2,0.03,329.4
11.26,10.5,34.0,14.35,257.7,2.28,75.3,2019-11-09 20:35:00,22.36275,116.0125,6.58,11.3,0.03,329.7
11.18,10.5,36.0,13.32,259.8,2.28,75.2,2019-11-09 20:36:00,22.363467,116.015667,6.58,11.1,0.03,329.8
