stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon,wsWS,sovg,currSpeed,currDir
10.13,11.825,31.67,10.15,128.8,0.0,186.2,2019-12-23 01:04:00,27.884633,-82.440467,4.15,11.9,0.0,173.8
10.13,11.825,31.67,10.15,128.8,0.0,186.2,2019-12-23 01:04:05,27.884633,-82.440467,4.15,11.9,0.0,173.8
10.4,11.825,31.44,9.56,121.9,0.0,186.1,2019-12-23 01:05:00,27.8813,-82.4409,4.15,12.0,0.0,173.9
10.67,11.825,37.35,9.175,127.0,0.0,186.0,2019-12-23 01:06:00,27.878017,-82.441317,4.15,12.0,0.0,174.0
10.66,11.825,37.35,9.07,131.1,0.0,185.9,2019-12-23 01:07:00,27.874717,-82.441783,4.15,11.9,0.0,174.1
10.69,11.825,37.35,9.51,130.4,0.0,183.6,2019-12-23 01:08:00,27.871433000000003,-82.44211700000002,4.15,11.7,0.0,176.4
10.69,11.825,42.38,8.995000000000003,125.1,0.0,183.9,2019-12-23 01:09:00,27.868167,-82.442433,4.15,11.7,0.0,176.1
10.69,11.825,37.35,10.82,130.3,0.0,183.7,2019-12-23 01:10:00,27.8649,-82.442717,4.15,11.7,0.0,176.3
10.69,11.825,37.35,10.77,124.9,0.0,184.1,2019-12-23 01:11:00,27.86165,-82.443017,4.15,11.7,0.0,175.9
10.69,11.825,37.35,10.05,128.9,0.0,184.1,2019-12-23 01:12:00,27.8584,-82.44336700000002,4.15,11.7,0.0,175.9
10.87,11.825,35.7,11.205000000000002,123.9,0.0,184.1,2019-12-23 01:13:00,27.85515,-82.44363299999998,4.15,11.9,0.0,175.9
10.78,11.825,35.7,10.565,127.1,0.0,183.9,2019-12-23 01:14:00,27.851783,-82.44395,4.15,12.2,0.0,176.1
10.85,11.825,35.7,11.875,124.0,0.0,185.0,2019-12-23 01:15:00,27.848333,-82.444317,4.15,12.4,0.0,175.0
10.87,11.825,35.7,11.78,122.5,0.0,184.5,2019-12-23 01:16:00,27.844817,-82.44466700000002,4.15,12.8,0.0,175.5
10.88,11.825,35.7,10.95,131.9,0.0,185.1,2019-12-23 01:17:00,27.8412,-82.445,4.15,13.0,0.0,174.9
10.88,11.825,35.7,11.27,133.1,0.0,185.9,2019-12-23 01:18:00,27.83775,-82.445483,4.15,12.5,0.0,174.1
10.88,11.825,35.7,9.175,128.4,0.0,184.6,2019-12-23 01:19:00,27.8343,-82.445833,4.15,12.3,0.0,175.4
10.88,11.825,35.7,10.385000000000002,129.1,0.0,184.9,2019-12-23 01:20:00,27.8309,-82.446217,4.15,12.2,0.0,175.1
10.88,11.825,35.7,9.69,137.1,0.0,183.9,2019-12-23 01:21:00,27.827583,-82.446533,4.15,11.8,0.0,176.1
10.88,11.825,35.7,9.92,133.7,0.0,184.3,2019-12-23 01:22:00,27.824367,-82.44681700000002,4.15,11.5,0.0,175.7
