stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon,wsWS,sovg,currSpeed,currDir
10.13,12.25,30.22,11.27,191.8,0.0,181.2,2019-12-17 06:16:00,30.6349,-88.03235,5.31,10.2,0.0,178.8
10.27,12.25,33.74,9.77,192.0,0.0,181.0,2019-12-17 06:17:00,30.632067,-88.03245,5.31,10.4,0.0,179.0
10.3,12.25,33.74,10.7,192.1,0.0,181.9,2019-12-17 06:18:00,30.6292,-88.032433,5.31,10.5,0.0,178.1
10.37,12.25,33.74,10.7,192.9,0.0,182.1,2019-12-17 06:19:00,30.6248,-88.0325164,5.31,10.5,0.0,177.9
10.37,12.25,33.74,10.91,192.9,0.0,182.1,2019-12-17 06:19:20,30.6248,-88.0325164,5.31,10.5,0.0,177.9
10.51,12.25,34.38,10.65,196.6,0.0,181.4,2019-12-17 06:20:00,30.620367,-88.0326,5.31,10.5,0.0,178.6
10.53,12.25,34.38,10.55,206.0,0.0,178.0,2019-12-17 06:21:00,30.617433,-88.03255,5.31,10.5,0.0,182.0
10.6,12.25,34.38,10.49,206.6,0.0,175.4,2019-12-17 06:22:00,30.614567,-88.0323,5.31,10.5,0.0,184.6
10.59,12.25,34.38,10.91,209.0,0.0,175.0,2019-12-17 06:23:00,30.611633,-88.03196700000002,5.31,10.6,0.0,185.0
10.69,12.25,34.38,10.39,206.8,0.0,175.2,2019-12-17 06:24:00,30.608617,-88.031633,5.31,10.7,0.0,184.8
10.76,12.25,42.17,10.75,206.1,0.0,175.9,2019-12-17 06:25:00,30.605667,-88.03135,5.31,10.7,0.0,184.1
10.76,12.25,42.17,11.63,206.1,0.0,175.9,2019-12-17 06:26:00,30.602667,-88.031083,5.31,10.8,0.0,184.1
10.79,12.25,42.17,10.85,207.0,0.0,175.0,2019-12-17 06:27:00,30.59965,-88.030783,5.31,10.8,0.0,185.0
10.82,12.25,42.17,11.06,213.1,0.0,174.9,2019-12-17 06:28:00,30.59665,-88.030433,5.31,10.8,0.0,185.1
10.84,12.25,42.17,11.06,204.8,0.0,175.2,2019-12-17 06:29:00,30.593633,-88.03003299999996,5.31,10.8,0.0,184.8
10.89,12.25,42.17,11.52,208.0,0.0,175.0,2019-12-17 06:30:00,30.590633,-88.0297,5.31,10.9,0.0,185.0
10.84,12.25,42.17,11.52,206.0,0.0,175.0,2019-12-17 06:31:00,30.587617,-88.02936700000002,5.31,10.8,0.0,185.0
10.9,12.25,42.17,11.58,207.0,0.0,175.0,2019-12-17 06:32:00,30.5846,-88.02901700000002,5.31,10.8,0.0,185.0
10.81,12.25,42.17,10.91,209.0,0.0,175.0,2019-12-17 06:33:00,30.5816,-88.0287,5.31,10.7,0.0,185.0
10.55,12.25,34.38,11.83,209.1,0.0,174.9,2019-12-17 06:34:00,30.578733000000003,-88.02835,5.31,10.4,0.0,185.1
10.12,12.25,30.22,11.01,209.3,0.0,174.7,2019-12-17 06:35:00,30.575817,-88.02799999999998,5.31,10.4,0.0,185.3
10.14,12.25,30.22,11.63,206.4,0.0,175.6,2019-12-17 06:36:00,30.57295,-88.02765,5.31,10.3,0.0,184.4
10.22,12.25,30.22,11.47,211.9,0.0,176.1,2019-12-17 06:37:00,30.5701,-88.027417,5.31,10.3,0.0,183.9
10.37,12.25,33.74,11.11,206.0,0.0,176.0,2019-12-17 06:38:00,30.567233,-88.027167,5.31,10.4,0.0,184.0
10.24,12.25,30.22,11.11,204.3,0.0,175.7,2019-12-17 06:39:00,30.564333,-88.026883,5.31,10.4,0.0,184.3
10.23,12.25,30.22,11.58,212.1,0.0,174.9,2019-12-17 06:40:00,30.561467,-88.026567,5.31,10.6,0.0,185.1
10.51,12.25,34.38,11.32,212.9,0.0,175.1,2019-12-17 06:41:00,30.558517,-88.02623299999998,5.31,10.7,0.0,184.9
10.73,12.25,34.38,11.32,210.9,0.0,175.1,2019-12-17 06:42:00,30.555517,-88.0259,5.31,10.8,0.0,184.9
10.73,12.25,34.38,11.27,210.9,0.0,175.1,2019-12-17 06:42:16,30.555517,-88.0259,5.31,10.8,0.0,184.9
10.8,12.25,42.17,11.63,223.1,0.0,174.9,2019-12-17 06:43:00,30.5525,-88.02555,5.31,10.9,0.0,185.1
10.85,12.25,42.17,11.06,212.0,0.0,175.0,2019-12-17 06:44:00,30.54945,-88.025217,5.31,11.0,0.0,185.0
10.85,12.25,42.17,11.06,212.0,0.0,175.0,2019-12-17 06:44:52,30.54945,-88.025217,5.31,11.0,0.0,185.0
10.79,12.25,42.17,11.83,211.2,0.0,174.8,2019-12-17 06:45:00,30.546433,-88.024867,5.31,11.0,0.0,185.2
10.83,12.25,42.17,11.68,203.2,0.0,174.8,2019-12-17 06:46:00,30.543383,-88.024433,5.31,11.1,0.0,185.2
10.75,12.25,34.38,11.83,215.0,0.0,175.0,2019-12-17 06:47:00,30.5403,-88.02415,5.31,11.1,0.0,185.0
10.78,12.25,42.17,10.75,210.1,0.0,174.9,2019-12-17 06:48:00,30.53725,-88.02381700000002,5.31,11.0,0.0,185.1
10.75,12.25,34.38,9.31,209.3,0.0,174.7,2019-12-17 06:49:00,30.5342,-88.02345,5.31,11.0,0.0,185.3
10.79,12.25,42.17,10.96,207.0,0.0,175.0,2019-12-17 06:50:00,30.53115,-88.023117,5.31,11.0,0.0,185.0
10.87,12.25,42.17,11.27,205.8,0.0,175.2,2019-12-17 06:51:00,30.528117,-88.02278299999998,5.31,11.1,0.0,184.8
10.88,12.25,42.17,11.99,207.0,0.0,175.0,2019-12-17 06:52:00,30.525017,-88.02245,5.31,11.2,0.0,185.0
10.96,12.25,42.17,11.58,207.1,0.0,174.9,2019-12-17 06:53:00,30.521917,-88.022067,5.31,11.2,0.0,185.1
10.99,12.25,42.17,8.8,214.9,0.0,175.1,2019-12-17 06:54:00,30.5188,-88.021733,5.31,11.2,0.0,184.9
10.78,12.25,42.17,10.6,210.0,0.0,175.0,2019-12-17 06:55:00,30.515733,-88.021333,5.31,11.1,0.0,185.0
10.83,12.25,42.17,11.88,216.1,0.0,174.9,2019-12-17 06:56:00,30.51268300000001,-88.020967,5.31,10.9,0.0,185.1
10.87,12.25,42.17,10.55,212.0,0.0,175.0,2019-12-17 06:57:00,30.509733,-88.020667,5.31,10.8,0.0,185.0
10.68,12.25,34.38,11.68,210.0,0.0,175.0,2019-12-17 06:58:00,30.506767,-88.020317,5.31,10.6,0.0,185.0
10.52,12.25,34.38,11.01,200.8,0.0,175.2,2019-12-17 06:59:00,30.50385,-88.01996700000002,5.31,10.5,0.0,184.8
10.56,12.25,34.38,11.52,205.9,0.0,175.1,2019-12-17 07:00:00,30.500933000000003,-88.019633,5.31,10.5,0.0,184.9
10.43,12.25,33.74,12.09,206.9,0.92,176.1,2019-12-17 07:01:00,30.498017,-88.019367,12.36,10.5,0.03,228.9
10.29,12.25,33.74,12.6,211.9,0.92,176.1,2019-12-17 07:02:00,30.495117,-88.019083,12.36,10.4,0.03,228.9
10.26,12.25,33.74,10.6,209.3,0.92,174.7,2019-12-17 07:03:00,30.49225,-88.018783,12.36,10.5,0.03,230.3
10.41,12.25,33.74,10.03,216.1,0.92,174.9,2019-12-17 07:04:00,30.489283,-88.0184,12.36,10.7,0.03,230.1
10.51,12.25,34.38,11.58,213.7,0.92,175.3,2019-12-17 07:05:00,30.48625,-88.018067,12.36,10.9,0.03,229.7
10.82,12.25,42.17,10.85,211.7,0.92,175.3,2019-12-17 07:06:00,30.483167,-88.017717,12.36,11.2,0.03,229.7
11.17,12.25,36.74,10.34,204.6,0.92,175.4,2019-12-17 07:07:00,30.4799,-88.017433,12.36,11.9,0.03,229.6
11.84,12.25,32.97,10.13,208.9,0.92,175.1,2019-12-17 07:08:00,30.476567,-88.017083,12.36,12.2,0.03,229.9
11.66,12.25,35.75,10.19,204.1,0.92,174.9,2019-12-17 07:09:00,30.473283,-88.016683,12.36,11.8,0.03,230.1
11.45,12.25,36.37,10.65,208.0,0.92,175.0,2019-12-17 07:10:00,30.470067,-88.016317,12.36,11.6,0.03,230.0
11.39,12.25,36.37,10.13,204.9,0.92,175.1,2019-12-17 07:11:00,30.466833,-88.01593299999998,12.36,11.6,0.03,229.9
11.31,12.25,36.37,10.39,204.0,0.92,175.0,2019-12-17 07:12:00,30.46365,-88.01558299999998,12.36,11.5,0.03,230.0
11.31,12.25,36.37,10.08,200.0,0.92,175.0,2019-12-17 07:13:00,30.46035,-88.015217,12.36,11.7,0.03,230.0
11.49,12.25,36.37,9.77,203.1,0.92,174.9,2019-12-17 07:14:00,30.457167,-88.01486700000002,12.36,11.7,0.03,230.1
11.4,12.25,36.37,10.13,202.1,0.92,174.9,2019-12-17 07:15:00,30.4539,-88.0145,12.36,11.6,0.03,230.1
11.41,12.25,36.37,10.24,202.0,0.92,175.0,2019-12-17 07:16:00,30.450683,-88.014133,12.36,11.6,0.03,230.0
11.47,12.25,36.37,10.6,201.0,0.92,175.0,2019-12-17 07:17:00,30.447483,-88.01375,12.36,11.6,0.03,230.0
11.47,12.25,36.37,10.96,200.0,0.92,175.0,2019-12-17 07:18:00,30.444217,-88.01355,12.36,11.6,0.03,230.0
11.51,12.25,35.75,10.96,195.5,0.92,179.5,2019-12-17 07:18:23,30.444217,-88.01355,12.36,11.6,0.03,225.5
11.52,12.25,35.75,11.52,193.8,0.92,180.2,2019-12-17 07:19:00,30.44098300000001,-88.01355,12.36,11.8,0.03,224.8
11.72,12.25,35.75,11.37,191.8,0.92,180.2,2019-12-17 07:20:00,30.43765,-88.013533,12.36,11.9,0.03,224.8
11.64,12.25,35.75,11.32,190.9,0.92,181.1,2019-12-17 07:21:00,30.4343,-88.01355,12.36,12.0,0.03,223.9
11.66,12.25,35.75,11.16,187.0,0.92,182.0,2019-12-17 07:22:00,30.430917,-88.0136,12.36,12.1,0.03,223.0
11.79,12.25,32.97,11.37,175.5,0.92,187.5,2019-12-17 07:23:00,30.427583,-88.01395,12.36,12.0,0.03,217.5
11.8,12.25,32.97,11.88,177.1,0.92,187.9,2019-12-17 07:24:00,30.42425,-88.01446700000002,12.36,12.0,0.03,217.1
11.73,12.25,33.04,12.09,179.3,0.92,187.7,2019-12-17 07:25:00,30.420933,-88.014967,12.36,12.0,0.03,217.3
11.75,12.25,33.04,12.55,181.2,0.92,187.8,2019-12-17 07:26:00,30.417667,-88.015433,12.36,12.0,0.03,217.2
11.64,12.25,33.04,12.66,180.2,0.92,187.8,2019-12-17 07:27:00,30.41433300000001,-88.01593299999998,12.36,11.9,0.03,217.2
11.62,12.25,33.04,12.5,181.4,0.92,187.6,2019-12-17 07:28:00,30.411067,-88.016417,12.36,11.8,0.03,217.4
11.53,12.25,33.04,12.45,181.1,0.92,187.9,2019-12-17 07:29:00,30.407767,-88.016917,12.36,11.8,0.03,217.1
11.54,12.25,33.04,12.14,180.4,0.92,187.6,2019-12-17 07:30:00,30.404467,-88.01741700000002,12.36,11.8,0.03,217.4
11.68,12.25,33.04,12.35,181.4,0.71,187.6,2019-12-17 07:31:00,30.4012,-88.01785,13.37,11.9,0.03,217.4
11.64,12.25,33.04,12.4,179.8,0.71,188.2,2019-12-17 07:32:00,30.39795,-88.01831700000002,13.37,11.9,0.03,216.8
11.64,12.25,33.04,12.6,175.2,0.71,187.8,2019-12-17 07:33:00,30.394667,-88.0188,13.37,11.8,0.03,217.2
11.67,12.25,33.04,12.4,176.1,0.71,187.9,2019-12-17 07:34:00,30.391417,-88.019283,13.37,11.8,0.03,217.1
11.58,12.25,33.04,12.91,179.2,0.71,187.8,2019-12-17 07:35:00,30.38815,-88.01978299999998,13.37,11.8,0.03,217.2
11.51,12.25,33.04,12.91,181.1,0.71,186.9,2019-12-17 07:36:00,30.38495,-88.02018299999996,13.37,11.7,0.03,218.1
11.47,12.25,34.49,12.4,179.1,0.71,186.9,2019-12-17 07:37:00,30.381683,-88.0206,13.37,11.8,0.03,218.1
11.62,12.25,33.04,12.66,180.1,0.71,186.9,2019-12-17 07:38:00,30.378417,-88.021033,13.37,11.8,0.03,218.1
11.58,12.25,33.04,12.3,178.9,0.71,187.1,2019-12-17 07:39:00,30.375117,-88.02145,13.37,11.8,0.03,217.9
11.58,12.25,33.04,12.5,178.9,0.71,188.1,2019-12-17 07:40:00,30.371817,-88.02193299999998,13.37,11.9,0.03,216.9
11.58,12.25,33.04,12.24,176.9,0.71,188.1,2019-12-17 07:41:00,30.36855,-88.02245,13.37,11.9,0.03,216.9
