stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon,wsWS,sovg,currSpeed,currDir
10.29,11.775,36.43,14.71,196.0,1.91,113.0,2019-12-26 17:49:00,25.760633,-80.125667,9.63,12.0,2.03,261.44
10.7,11.775,36.03,15.43,217.0,1.91,105.0,2019-12-26 17:50:00,25.75915,-80.122117,9.63,12.9,2.03,269.44
11.36,11.775,35.72,14.56,235.2,1.91,91.8,2019-12-26 17:51:00,25.75775,-80.1184,9.63,13.0,2.03,282.64
11.38,11.775,35.72,13.12,267.6,1.91,77.4,2019-12-26 17:52:00,25.75715,-80.1145,9.63,12.9,2.03,297.04
11.19,11.775,35.16,14.25,281.1,1.91,67.9,2019-12-26 17:53:00,25.757517,-80.1106,9.63,12.6,2.03,306.54
11.06,11.775,35.16,14.04,279.9,1.91,69.1,2019-12-26 17:54:00,25.758617,-80.10705,9.63,12.3,2.03,305.3400000000001
11.07,11.775,35.16,14.25,277.8,1.91,70.2,2019-12-26 17:55:00,25.759883,-80.10345,9.63,12.6,2.03,304.24
11.35,11.775,35.72,13.07,282.9,1.91,70.1,2019-12-26 17:56:00,25.7611,-80.099767,9.63,12.7,2.03,304.3400000000001
11.96,11.775,30.96,14.25,277.1,1.91,69.9,2019-12-26 17:57:00,25.7623,-80.09598299999998,9.63,13.2,2.03,304.54
12.13,11.775,35.31,13.94,279.5,1.91,74.5,2019-12-26 17:58:00,25.763567,-80.092033,9.63,13.6,2.03,299.94
12.01,11.775,35.31,16.77,247.1,1.91,96.9,2019-12-26 17:59:00,25.764783,-80.0881,9.63,13.4,2.03,277.54
10.65,11.775,36.03,15.38,197.2,1.91,115.8,2019-12-26 18:00:00,25.765017,-80.084317,9.63,12.2,2.03,258.64
10.31,11.775,31.44,11.27,330.4,1.91,53.6,2019-12-26 18:12:00,25.75005,-80.059667,9.63,11.0,2.03,320.84
10.95,11.775,35.7,11.63,322.4,1.91,53.6,2019-12-26 18:13:00,25.751683,-80.05685,9.63,11.7,2.03,320.84
11.51,11.775,36.49,15.59,315.5,1.91,54.5,2019-12-26 18:14:00,25.753517,-80.053933,9.63,12.3,2.03,319.94
11.98,11.775,30.96,13.53,319.4,1.91,55.6,2019-12-26 18:15:00,25.7555,-80.05085,9.63,12.7,2.03,318.84
12.19,11.775,35.31,13.32,314.2,1.91,55.8,2019-12-26 18:16:00,25.7575,-80.04765,9.63,13.1,2.03,318.64
12.37,11.775,41.09,14.25,315.9,1.91,56.1,2019-12-26 18:17:00,25.7595,-80.0444,9.63,13.2,2.03,318.34
12.62,11.775,42.96,15.79,317.5,1.91,55.5,2019-12-26 18:18:00,25.7616,-80.041033,9.63,13.5,2.03,318.94
12.64,11.775,42.96,15.38,314.5,1.91,55.5,2019-12-26 18:19:00,25.763733,-80.037633,9.63,13.6,2.03,318.94
12.73,11.775,42.3,13.79,316.6,1.91,55.4,2019-12-26 18:20:00,25.765933,-80.0342,9.63,13.8,2.03,319.04
13.02,11.775,45.1,15.28,312.6,1.91,54.4,2019-12-26 18:21:00,25.768133,-80.03075,9.63,14.9,2.03,320.04
14.03,11.775,53.07,15.18,310.6,1.91,54.4,2019-12-26 18:22:00,25.770483,-80.027233,9.63,16.0,2.03,320.04
14.68,11.775,63.72,16.0,310.3,1.91,54.7,2019-12-26 18:23:00,25.773217,-80.023433,9.63,16.7,2.03,319.74
15.42,11.775,66.05,15.28,306.4,1.91,55.6,2019-12-26 18:24:00,25.77615,-80.01945,9.63,17.5,2.03,318.84
15.7,11.775,71.42,12.35,304.6,1.91,57.4,2019-12-26 18:25:00,25.779167,-80.01531700000002,9.63,17.6,2.03,317.04
16.0,11.775,72.36,14.56,308.2,1.91,57.8,2019-12-26 18:26:00,25.782067,-80.010983,9.63,17.8,2.03,316.64
16.22,11.775,71.26,15.43,306.1,1.91,57.9,2019-12-26 18:27:00,25.785,-80.006517,9.63,18.0,2.03,316.54
16.28,11.775,81.48,14.4,305.4,1.91,57.6,2019-12-26 18:28:00,25.7879,-80.002083,9.63,18.0,2.03,316.84
16.41,11.775,81.48,14.71,302.6,1.91,57.4,2019-12-26 18:29:00,25.7908,-79.99755,9.63,18.1,2.03,317.04
16.44,11.775,90.0,15.07,306.7,1.91,57.3,2019-12-26 18:30:00,25.793733,-79.993033,9.63,18.1,2.03,317.14
16.47,11.775,89.0,15.02,307.8,1.91,57.2,2019-12-26 18:31:00,25.7967,-79.98845,9.63,18.1,2.03,317.24
16.56,11.775,90.0,16.41,307.9,1.91,57.1,2019-12-26 18:32:00,25.799683,-79.9839,9.63,18.0,2.03,317.34
16.41,11.775,81.48,14.25,310.8,1.91,57.2,2019-12-26 18:33:00,25.802667,-79.97931700000002,9.63,18.3,2.03,317.24
16.5,11.775,90.0,16.82,309.0,1.91,57.0,2019-12-26 18:34:00,25.8056,-79.97483299999998,9.63,18.2,2.03,317.44
