stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon,wsWS,sovg,currSpeed,currDir
18.05,11.05,94.11,9.93,292.8,2.15,46.2,2019-11-06 03:00:00,10.5675,109.286667,4.53,17.3,0.47,131.41000000000003
18.05,11.05,94.11,9.93,292.8,2.15,46.2,2019-11-06 03:00:46,10.5675,109.286667,4.53,17.3,0.47,131.41000000000003
18.04,11.05,94.0,10.24,292.9,2.15,46.1,2019-11-06 03:01:00,10.570633,109.290333,4.53,17.4,0.47,131.51000000000002
18.12,11.05,95.0,11.27,290.8,2.15,46.2,2019-11-06 03:02:00,10.573767,109.294,4.53,17.5,0.47,131.41000000000003
18.06,11.05,94.0,9.77,289.9,2.15,46.1,2019-11-06 03:03:00,10.576917,109.297667,4.53,17.3,0.47,131.51000000000002
18.08,11.05,96.0,10.96,292.8,2.15,46.2,2019-11-06 03:04:00,10.5801,109.301333,4.53,17.4,0.47,131.41000000000003
18.06,11.05,94.11,10.44,290.9,2.15,46.1,2019-11-06 03:05:00,10.5832,109.305167,4.53,17.6,0.47,131.51000000000002
18.04,11.05,95.0,10.65,295.2,2.15,45.8,2019-11-06 03:06:00,10.586283,109.308833,4.53,17.3,0.47,131.81
18.04,11.05,95.0,10.75,295.1,2.15,45.9,2019-11-06 03:07:00,10.589417,109.312667,4.53,17.4,0.47,131.71
18.04,11.05,95.0,10.75,295.1,2.15,45.9,2019-11-06 03:07:55,10.589417,109.312667,4.53,17.4,0.47,131.71
18.12,11.05,94.0,10.7,290.9,2.15,46.1,2019-11-06 03:08:00,10.592567,109.316333,4.53,17.1,0.47,131.51000000000002
18.08,11.05,94.0,10.29,291.1,2.15,45.9,2019-11-06 03:09:00,10.5957,109.32,4.53,17.3,0.47,131.71
18.12,11.05,95.0,10.85,293.0,2.15,46.0,2019-11-06 03:10:00,10.598833,109.323667,4.53,17.2,0.47,131.61
18.09,11.05,95.0,11.06,294.0,2.15,46.0,2019-11-06 03:11:00,10.60195,109.3275,4.53,17.4,0.47,131.61
18.14,11.05,95.0,10.39,299.4,2.15,45.6,2019-11-06 03:12:00,10.605033,109.331,4.53,17.3,0.47,132.01000000000002
18.02,11.05,96.0,9.41,301.4,2.15,40.6,2019-11-06 03:13:00,10.608333,109.3345,4.53,16.8,0.47,137.01000000000002
17.76,11.05,94.0,8.95,314.0,2.15,32.0,2019-11-06 03:14:00,10.611933,109.3375,4.53,16.5,0.47,145.61
17.58,11.05,91.75,10.65,326.4,2.15,25.6,2019-11-06 03:15:00,10.61595,109.339833,4.53,16.5,0.47,152.01000000000005
17.73,11.05,91.75,10.85,314.4,2.15,24.6,2019-11-06 03:16:00,10.620233,109.341667,4.53,17.0,0.47,153.01000000000005
18.04,11.05,94.11,10.6,325.9,2.15,25.1,2019-11-06 03:17:00,10.624533,109.343667,4.53,17.4,0.47,152.51000000000005
18.04,11.05,94.11,10.6,325.9,2.15,25.1,2019-11-06 03:17:02,10.624533,109.343667,4.53,17.4,0.47,152.51000000000005
18.29,11.05,97.2,11.16,324.3,2.15,25.7,2019-11-06 03:18:00,10.628917,109.345833,4.53,17.4,0.47,151.91000000000003
