stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon,wsWS,sovg,currSpeed,currDir
10.12,12.1,30.22,6.43,214.6,0.0,150.4,2019-12-13 16:34:00,29.605617,-94.951167,2.2,10.7,0.0,209.6
10.12,12.1,30.22,6.43,214.6,0.0,150.4,2019-12-13 16:34:08,29.605617,-94.951167,2.2,10.7,0.0,209.6
10.55,12.1,34.38,6.07,219.9,0.0,148.1,2019-12-13 16:35:00,29.602967,-94.94935,2.2,11.0,0.0,211.9
10.55,12.1,34.38,6.07,219.9,0.0,148.1,2019-12-13 16:35:26,29.602967,-94.94935,2.2,11.0,0.0,211.9
10.32,12.1,33.74,6.48,210.7,0.0,146.3,2019-12-13 16:36:00,29.60033300000001,-94.947317,2.2,11.3,0.0,213.7
10.39,12.1,33.74,6.53,218.3,0.0,145.7,2019-12-13 16:37:00,29.59775,-94.945317,2.2,11.4,0.0,214.3
10.33,12.1,33.74,6.48,213.8,0.0,146.2,2019-12-13 16:38:00,29.59515,-94.943283,2.2,11.5,0.0,213.8
10.32,12.1,33.74,7.05,214.8,0.0,147.2,2019-12-13 16:39:00,29.59245,-94.941233,2.2,11.5,0.0,212.8
10.42,12.1,33.74,6.89,218.5,0.0,146.5,2019-12-13 16:40:00,29.58973300000001,-94.939267,2.2,11.4,0.0,213.5
10.36,12.1,33.74,6.89,216.3,0.0,146.7,2019-12-13 16:41:00,29.58705,-94.937217,2.2,11.5,0.0,213.3
10.41,12.1,33.74,6.43,219.3,0.0,146.7,2019-12-13 16:42:00,29.584367,-94.935217,2.2,11.6,0.0,213.3
10.41,12.1,33.74,6.43,219.3,0.0,146.7,2019-12-13 16:42:06,29.584367,-94.935217,2.2,11.6,0.0,213.3
10.53,12.1,34.38,6.53,222.4,0.0,146.6,2019-12-13 16:43:00,29.581667,-94.933217,2.2,11.7,0.0,213.4
10.58,12.1,34.38,6.28,223.0,0.0,145.0,2019-12-13 16:44:00,29.579017,-94.931117,2.2,11.6,0.0,215.0
10.55,12.1,34.38,6.38,224.8,0.0,145.2,2019-12-13 16:45:00,29.57635,-94.928967,2.2,11.6,0.0,214.8
10.49,12.1,33.74,6.33,224.2,0.0,145.8,2019-12-13 16:46:00,29.57368300000001,-94.926867,2.2,11.4,0.0,214.2
10.42,12.1,34.81,5.97,223.3,0.0,146.7,2019-12-13 16:47:00,29.571083,-94.924867,2.2,11.2,0.0,213.3
10.24,12.1,29.3,5.81,222.5,0.0,146.5,2019-12-13 16:48:00,29.5685,-94.922883,2.2,11.1,0.0,213.5
10.14,12.1,30.22,6.17,220.7,0.0,146.3,2019-12-13 16:49:00,29.56595,-94.920967,2.2,11.3,0.0,213.7
10.2,12.1,29.3,5.81,219.9,0.0,146.1,2019-12-13 16:50:00,29.563333,-94.918917,2.2,11.2,0.0,213.9
10.31,12.1,34.81,5.3,208.9,0.0,146.1,2019-12-13 16:51:00,29.56073300000001,-94.9169,2.2,11.3,0.0,213.9
10.31,12.1,34.81,5.3,208.9,0.0,146.1,2019-12-13 16:51:32,29.56073300000001,-94.9169,2.2,11.3,0.0,213.9
10.35,12.1,34.81,5.5,209.3,0.0,145.7,2019-12-13 16:52:00,29.558117,-94.914833,2.2,11.4,0.0,214.3
10.28,12.1,34.81,5.66,211.5,0.0,146.5,2019-12-13 16:53:00,29.555467,-94.912817,2.2,11.4,0.0,213.5
10.27,12.1,34.81,5.81,202.5,0.0,147.5,2019-12-13 16:54:00,29.5528,-94.910767,2.2,11.5,0.0,212.5
10.25,12.1,30.22,6.89,203.8,0.0,147.2,2019-12-13 16:55:00,29.550067,-94.9088,2.2,11.5,0.0,212.8
10.29,12.1,33.74,6.58,206.9,0.0,147.1,2019-12-13 16:56:00,29.547417,-94.906783,2.2,11.5,0.0,212.9
10.33,12.1,34.81,4.78,202.9,0.0,147.1,2019-12-13 16:57:00,29.5447,-94.90475,2.2,11.5,0.0,212.9
10.33,12.1,34.81,5.4,213.2,0.0,146.8,2019-12-13 16:58:00,29.542017,-94.9027,2.2,11.6,0.0,213.2
10.24,12.1,30.22,6.33,202.8,0.0,146.2,2019-12-13 16:59:00,29.539317,-94.90065,2.2,11.6,0.0,213.8
10.33,12.1,34.81,5.61,206.4,0.0,146.6,2019-12-13 17:00:00,29.536667,-94.89865,2.2,11.6,0.0,213.4
10.25,12.1,29.3,5.45,212.2,0.0,144.8,2019-12-13 17:01:00,29.534,-94.8965,2.2,11.6,0.0,215.2
10.21,12.1,30.22,7.1,203.8,0.0,145.2,2019-12-13 17:02:00,29.531333,-94.89435,2.2,11.7,0.0,214.8
10.24,12.1,29.3,5.5,208.8,0.0,145.2,2019-12-13 17:03:00,29.528667,-94.892233,2.2,11.7,0.0,214.8
10.38,12.1,33.74,6.64,211.7,0.0,146.3,2019-12-13 17:04:00,29.525967,-94.89015,2.2,11.6,0.0,213.7
10.35,12.1,33.74,6.64,205.5,0.0,146.5,2019-12-13 17:05:00,29.523233,-94.888067,2.2,11.8,0.0,213.5
10.38,12.1,33.74,6.38,210.5,0.0,146.5,2019-12-13 17:06:00,29.5205,-94.885983,2.2,12.0,0.0,213.5
10.42,12.1,34.81,4.99,212.8,0.0,146.2,2019-12-13 17:07:00,29.5177,-94.8838,2.2,12.1,0.0,213.8
10.41,12.1,34.81,5.4,215.4,0.0,145.6,2019-12-13 17:08:00,29.515,-94.881717,2.2,11.6,0.0,214.4
10.04,12.1,29.0,6.17,212.1,0.0,145.9,2019-12-13 17:09:00,29.512333,-94.879667,2.2,11.3,0.0,214.1
10.15,12.1,30.22,6.38,214.8,0.44,146.2,2019-12-13 17:15:00,29.4966,-94.867617,2.43,12.1,0.03,258.8
10.5,12.1,33.74,6.12,204.0,0.44,153.0,2019-12-13 17:16:00,29.49363300000001,-94.865617,2.43,12.4,0.03,252.0
10.87,12.1,42.17,6.17,190.3,0.44,158.7,2019-12-13 17:17:00,29.490433000000003,-94.864067,2.43,12.5,0.03,246.3
11.06,12.1,34.33,5.04,203.3,0.44,154.7,2019-12-13 17:18:00,29.4873,-94.86265,2.43,12.0,0.03,250.3
11.04,12.1,34.33,4.06,205.2,0.44,152.8,2019-12-13 17:19:00,29.48435,-94.860883,2.43,11.9,0.03,252.2
11.04,12.1,34.33,4.06,205.2,0.44,152.8,2019-12-13 17:19:41,29.48435,-94.860883,2.43,11.9,0.03,252.2
11.04,12.1,34.33,4.89,210.4,0.44,154.6,2019-12-13 17:20:00,29.481317,-94.859317,2.43,11.9,0.03,250.4
11.04,12.1,34.33,4.89,210.4,0.44,154.6,2019-12-13 17:20:30,29.481317,-94.859317,2.43,11.9,0.03,250.4
11.04,12.1,36.17,2.98,203.8,0.44,155.2,2019-12-13 17:21:00,29.47833300000001,-94.8577,2.43,11.8,0.03,249.8
11.04,12.1,34.33,3.86,206.9,0.44,155.1,2019-12-13 17:22:00,29.475367,-94.8562,2.43,11.7,0.03,249.9
11.04,12.1,29.0,2.88,203.9,0.44,156.1,2019-12-13 17:23:00,29.472433,-94.854667,2.43,11.6,0.03,248.9
11.04,12.1,29.0,4.06,206.8,0.44,156.2,2019-12-13 17:24:00,29.469467,-94.853217,2.43,11.6,0.03,248.8
11.04,12.1,29.0,4.99,195.9,0.44,156.1,2019-12-13 17:25:00,29.4665,-94.851733,2.43,11.5,0.03,248.9
11.04,12.1,29.0,3.45,176.1,0.44,155.9,2019-12-13 17:26:00,29.463567,-94.850283,2.43,11.5,0.03,249.1
11.04,12.1,34.33,4.27,201.4,0.44,154.6,2019-12-13 17:27:00,29.460667,-94.848733,2.43,11.5,0.03,250.4
11.04,12.1,34.33,4.27,201.4,0.44,154.6,2019-12-13 17:27:49,29.460667,-94.848733,2.43,11.5,0.03,250.4
11.04,12.1,29.0,4.22,191.7,0.44,155.3,2019-12-13 17:28:00,29.45775,-94.8472,2.43,11.5,0.03,249.7
11.04,12.1,30.0,4.48,195.8,0.44,156.2,2019-12-13 17:29:00,29.454883,-94.845783,2.43,11.4,0.03,248.8
11.04,12.1,34.33,4.27,208.3,0.44,155.7,2019-12-13 17:30:00,29.45195,-94.844283,2.43,11.4,0.03,249.3
11.04,12.1,29.0,3.14,215.7,0.44,156.3,2019-12-13 17:31:00,29.449033,-94.8428,2.43,11.4,0.03,248.7
11.04,12.1,29.0,4.06,202.9,0.44,156.1,2019-12-13 17:32:00,29.446117,-94.841383,2.43,11.4,0.03,248.9
11.04,12.1,29.0,4.42,180.7,0.44,156.3,2019-12-13 17:33:00,29.4432,-94.8399,2.43,11.4,0.03,248.7
11.04,12.1,38.76,6.33,202.4,0.44,155.6,2019-12-13 17:34:00,29.440267,-94.83845,2.43,11.3,0.03,249.4
11.04,12.1,29.0,4.99,201.8,0.44,156.2,2019-12-13 17:35:00,29.43745,-94.837033,2.43,11.3,0.03,248.8
11.04,12.1,29.0,5.35,204.0,0.44,156.0,2019-12-13 17:36:00,29.434533,-94.83555,2.43,11.3,0.03,249.0
11.04,12.1,31.0,5.2,200.0,0.44,160.0,2019-12-13 17:37:00,29.431633,-94.834167,2.43,11.3,0.03,245.0
10.58,12.1,29.0,4.73,202.0,0.44,158.0,2019-12-13 17:38:00,29.4287,-94.832983,2.43,11.2,0.03,247.0
10.13,12.1,29.3,3.76,210.2,0.44,154.8,2019-12-13 17:39:00,29.425883,-94.831483,2.43,11.0,0.03,250.2
10.13,12.1,30.0,5.3,197.4,0.44,154.6,2019-12-13 17:40:00,29.423067,-94.829983,2.43,11.2,0.03,250.4
10.12,12.1,29.0,3.09,222.8,0.44,154.2,2019-12-13 17:41:00,29.420233000000003,-94.828517,2.43,11.3,0.03,250.8
10.15,12.1,29.0,5.04,217.0,0.44,156.0,2019-12-13 17:45:00,29.4085,-94.822367,2.43,11.7,0.03,249.0
10.22,12.1,29.3,5.5,222.8,0.44,156.2,2019-12-13 17:46:00,29.40555,-94.820833,2.43,11.8,0.03,248.8
10.34,12.1,33.74,6.33,211.5,0.44,156.5,2019-12-13 17:47:00,29.40255,-94.8193,2.43,11.9,0.03,248.5
11.16,12.1,38.76,6.53,216.2,0.44,155.8,2019-12-13 17:48:00,29.399483,-94.81775,2.43,12.0,0.03,249.2
10.76,12.1,42.17,6.43,215.4,0.44,156.6,2019-12-13 17:49:00,29.396417,-94.816167,2.43,12.0,0.03,248.4
10.32,12.1,29.0,6.48,212.9,0.44,157.1,2019-12-13 17:50:00,29.393333,-94.814633,2.43,12.1,0.03,247.9
10.39,12.1,29.0,5.97,214.7,0.44,157.3,2019-12-13 17:51:00,29.390217,-94.81315,2.43,12.2,0.03,247.7
10.39,12.1,34.81,5.92,216.2,0.44,156.8,2019-12-13 17:52:00,29.3871,-94.811683,2.43,12.2,0.03,248.2
10.43,12.1,33.74,6.38,218.0,0.44,157.0,2019-12-13 17:53:00,29.383883,-94.810083,2.43,12.3,0.03,248.0
10.62,12.1,34.38,7.2,222.7,0.44,157.3,2019-12-13 17:54:00,29.38073300000001,-94.808533,2.43,12.3,0.03,247.7
10.6,12.1,34.38,7.51,228.4,0.44,156.6,2019-12-13 17:55:00,29.377517,-94.807,2.43,12.4,0.03,248.4
10.6,12.1,34.38,7.1,226.8,0.44,155.2,2019-12-13 17:56:00,29.37435,-94.80535,2.43,12.5,0.03,249.8
10.64,12.1,29.0,5.04,213.7,0.44,155.3,2019-12-13 17:57:00,29.371167,-94.803633,2.43,12.7,0.03,249.7
10.56,12.1,34.38,7.25,237.0,0.44,152.0,2019-12-13 17:58:00,29.36795,-94.801917,2.43,12.8,0.03,253.0
10.45,12.1,33.74,6.74,259.4,0.44,138.6,2019-12-13 17:59:00,29.36505,-94.799617,2.43,12.5,0.03,266.4
10.17,12.1,30.22,8.08,260.2,0.44,136.8,2019-12-13 18:00:00,29.362483,-94.796933,2.43,12.5,0.03,268.2
10.46,12.1,33.74,8.28,266.9,0.44,137.1,2019-12-13 18:01:00,29.359867,-94.794283,2.43,12.6,0.03,267.9
