STW,MAE
11.498,4.003507137298584
10.425999999999998,6.215561866760254
13.532,0.017578639090061188
11.206,2.9185903072357178
12.498,6.200719356536865
10.747,0.4638298749923706
11.336,6.425113201141357
12.665000000000001,4.870459079742432
13.886,6.346310138702393
11.663,2.1513497829437256
14.009,7.761839866638184
11.853,0.13049471378326416
10.565000000000001,4.374271392822266
14.520999999999997,0.8379575610160828
10.611,10.559151649475098
11.209,5.5495829582214355
15.107999999999999,9.364446640014648
11.059999999999999,6.19932746887207
10.361,2.4509546756744385
12.038,10.368951797485352
7.18,25.022279739379883
10.817,13.970809936523438
14.547,7.057017803192139
14.912,3.9689297676086426
11.512,7.042680740356445
10.675,26.64872932434082
10.705000000000002,2.870856523513794
7.267,77.78313446044922
13.953999999999999,0.29661473631858826
10.448,5.272757053375244
11.267999999999999,3.954216480255127
11.639,10.848653793334961
13.832000000000003,11.342551231384277
11.722000000000001,0.6300408840179443
11.571,7.519387245178223
13.682999999999998,9.407548904418945
13.422999999999998,2.1188552379608154
12.076000000000002,4.361202716827393
7.141999999999999,74.10843658447266
7.209999999999999,34.638084411621094
14.699000000000002,4.7901177406311035
7.7379999999999995,25.61236000061035
10.987,3.0143895149230957
10.821,6.778448104858398
13.762,1.0148552656173706
11.922,6.908184051513672
10.437999999999999,23.829702377319336
10.021,20.980531692504883
13.184999999999999,8.474825859069824
11.074000000000002,7.447728633880615
11.223,5.004781246185303
11.620000000000001,8.07188892364502
14.068999999999999,7.1322021484375
12.462,7.749728679656982
11.363000000000001,1.587677001953125
10.113,27.51837158203125
14.716999999999999,0.39833346009254456
11.91,3.023131847381592
13.225,5.311935901641846
10.246,25.019582748413086
10.346,0.33943796157836914
11.809000000000001,7.008256912231445
10.329999999999998,8.311929702758789
10.274000000000001,24.71295166015625
14.342000000000002,8.070634841918945
7.340000000000001,25.83841896057129
11.148,0.6509683728218079
11.027000000000001,11.569662094116211
12.111,1.15780770778656
14.108,3.7796013355255127
13.555000000000001,4.170755863189697
10.75,3.5181026458740234
10.693000000000001,11.900655746459961
11.958,14.574663162231445
11.302,0.09089789539575577
7.2170000000000005,67.52571105957031
11.950999999999999,0.8812839984893799
10.652,2.0273971557617188
14.334999999999999,0.8894585371017456
12.222,0.28203099966049194
11.393,1.3101255893707275
12.666999999999998,3.8255116939544678
14.374,15.780377388000488
11.609,10.710328102111816
14.706,7.212612628936768
11.838000000000001,0.4954151213169098
12.020999999999999,3.0408639907836914
12.078,3.5230305194854736
11.772000000000002,0.07320012897253036
10.754999999999999,29.967971801757812
14.549000000000001,4.057068824768066
10.492999999999999,3.861165761947632
11.641,0.5134037137031555
14.896,7.88283109664917
10.933,8.369538307189941
14.717000000000002,4.727630615234375
13.666,5.838850021362305
11.326,6.679106712341309
10.741,0.8920589685440063
11.135,0.9157465696334839
11.216,6.343557834625244
7.242,40.83017349243164
10.587,25.271257400512695
7.33,30.29733657836914
11.883,0.7960599660873413
11.289000000000001,3.696394443511963
11.962,7.9300947189331055
13.908000000000001,1.9366353750228882
11.628,4.766022205352783
13.616,3.9323530197143555
11.74,1.6664633750915527
13.778,5.241349220275879
8.512,15.663689613342285
13.972999999999999,7.134178161621094
11.398,3.5020041465759277
13.834999999999999,4.8521409034729
10.793000000000001,22.54388999938965
11.693999999999999,12.864051818847656
11.540000000000001,11.645915031433105
10.417,23.94374656677246
11.532,4.322980880737305
14.678,7.146046161651611
11.939,5.572378635406494
11.215999999999998,2.599069118499756
11.831999999999999,8.467663764953613
13.683000000000002,2.565838098526001
11.601,3.891075372695923
10.919,11.69311809539795
10.647,3.222233772277832
11.422999999999998,13.68244743347168
12.534,0.35463473200798035
10.678999999999998,10.228453636169434
11.097000000000001,4.839102268218994
11.541,6.843356132507324
11.778,2.596085786819458
12.41,6.504708290100098
10.600000000000001,8.015652656555176
11.633,3.312091827392578
11.352,5.446553707122803
7.467999999999999,2.1746015548706055
12.009,27.714807510375977
7.241,56.12583923339844
10.657,3.2058608531951904
10.656000000000002,3.1939759254455566
9.384,1.3850542306900024
11.229,3.2906486988067627
14.575,2.1517601013183594
12.388,7.9893388748168945
12.482999999999999,2.0087170600891113
10.628000000000002,16.760156631469727
15.104,0.964981198310852
11.022,3.726630926132202
13.133000000000001,3.383043050765991
12.282,10.647830963134766
14.658000000000001,7.648458957672119
13.915000000000001,2.2601118087768555
11.913,1.5464164018630981
10.277,2.363391637802124
11.872,0.1879730373620987
13.937000000000001,3.0999443531036377
12.185,3.1770362854003906
10.729000000000001,1.9976619482040405
12.816999999999998,9.126842498779297
11.778,7.588711261749268
11.465,3.4934170246124268
10.887,6.4225287437438965
13.318000000000001,9.288887977600098
