Basis,Coeff
(Intercept),-44.6679
h(283.41-x4),-0.404857
h(x0-12.66),16.4566
h(12.66-x0),-2.91671
x5,2.89454
h(x1-5.06),452.277
h(5.06-x1),6.18226
h(343.38-x4),1.47327
h(x6-154.62),0.314314
h(330.81-x4),0.730867
h(216.49-x6),-0.38069
h(136.42-x6),-0.11857
h(282.99-x6),0.0924647
h(x4-341.97),-2.55818
x3,0.292496
h(189.83-x6),-4.723
h(x6-202.25),0.916269
h(x6-188.39),4.20314
h(x4-312.87),-0.202301
h(x4-289.99),2.40285
h(289.99-x4),-1.79895
h(x6-66.73),-0.0606408
x2,-0.84125
h(16.63-x4),0.083074
h(x6-179),-5.32474
h(179-x6),5.11379
