Basis,Coeff
(Intercept),-388.354
h(239.97-x6),0.145869
h(x4-306.27),0.194002
x5,1.41529
x2,-3.39981
h(x6-106.66),0.191864
x1,4.41443
x0,2.12641
h(53.65-x6),-0.969808
h(95.48-x4),-0.160997
h(x4-352.1),-1.73637
h(x6-21.03),0.305571
h(x6-58.92),0.638449
h(274.28-x4),1.84741
h(x4-208.75),1.86189
h(208.75-x4),-1.69497
h(x4-271.11),-2.02426
h(x6-195.86),-0.555197
h(x4-81.93),0.104069
h(5.83-x4),-1.13272
h(x6-164.83),0.143463
h(x6-204.93),0.446003
h(x6-304.68),-0.0590454
h(x6-232.28),-1.1412
h(232.28-x6),0.914659
