Basis,Coeff
(Intercept),-96.6107
h(x6-160.53),0.905288
x5,1.70598
h(x0-13.54),11.9849
x1,3.78445
h(99.88-x4),-0.357457
h(223.96-x4),1.05394
h(73.18-x4),0.252185
x2,-3.07697
h(180.11-x6),-0.854661
x3,0.722805
h(208.41-x6),0.303144
h(x6-154.55),-0.744977
h(130.9-x6),0.815954
h(271.35-x4),-0.264269
h(x4-218.24),-0.705405
h(x6-46.49),-0.0937746
h(x4-307.64),0.110314
h(x4-10.26),1.46261
h(x6-170.99),0.482973
h(x6-139.63),-0.773604
h(x6-265.82),0.199693
h(232.58-x6),-0.137208
h(283.16-x6),-0.168894
h(x4-18.94),-0.813749
h(140.46-x4),-0.130833
h(x0-14.19),-9.20628
h(14.19-x0),-3.09746
h(125.09-x4),0.11013
h(1.6-x4),-3.36607
