Basis,Coeff
(Intercept),61.9778
h(13.69-x0),16.8871
x5,1.82834
h(298.63-x6),-0.155379
h(x4-167.53),0.0368694
h(141.75-x6),-0.369027
h(x1-11.67),-0.944413
h(11.67-x1),-24.2608
h(106.09-x6),0.36954
h(238.24-x6),0.252841
h(x2-0.71),-39.1158
h(0.71-x2),-2.5411
h(x4-90.94),-0.0249929
h(x6-212.91),-0.147708
h(14.9-x0),-19.5447
h(x6-166.22),0.137464
h(x6-261.58),-3.29485
h(x6-279.89),0.32209
h(x6-310.19),3.52521
h(x6-307.87),-2.9703
h(x6-317.96),-0.665437
h(14.96-x6),-0.187371
h(x6-261.04),3.03346
