Basis,Coeff
<<<<<<< HEAD
(Intercept),-705.911
h(167.7-x6),0.0557656
h(x0-13.1),49.3933
h(13.1-x0),-3.14747
h(3.15-x5),-2.82465
h(x2+2.67),-2.16774
h(-2.67-x2),-43.6752
h(x4-267.77),0.0452598
h(123.35-x6),-0.0814725
h(64.86-x6),-5.35567
h(x6-66.21),4.89035
x1,-2.20999
h(2.2-x4),0.888333
h(x4-333.02),-0.0843451
h(97.58-x6),0.310567
h(x6-218.94),-4.88435
h(218.94-x6),4.86418
=======
(Intercept),-63.5454
x1,2.4377
h(x0-12.83),43.6532
x5,1.76269
h(13.14-x0),-66.7672
h(274.33-x4),-4.95063
h(310.61-x4),0.704538
h(240.77-x4),0.672069
h(x2-0.59),-70.0969
h(0.59-x2),2.26231
x6,0.11902
h(x3-3.97),0.0476048
h(3.97-x3),-1.21133
h(12.22-x4),0.2528
h(x4-276.88),0.160409
h(276.88-x4),3.57606
h(x0-13.34),-36.414
h(13.34-x0),66.6882
>>>>>>> 3079fad7b133f9832220e9899597abb31f8bdb3e
