Basis,Coeff
(Intercept),695.422
h(x6-139.43),2.6317
h(0.96-x2),5.59757
x1,2.8676
h(x6-132.11),-3.96063
h(132.11-x6),2.43875
h(x5-4.71),7.93354
h(4.71-x5),-1.559
h(x4-123.98),-0.193154
h(x6-147.59),-0.931203
h(327.4-x4),-0.0997004
h(188.38-x4),0.374987
h(x4-281.06),0.496889
h(233.05-x4),-0.198382
h(x4-300.51),-0.369611
h(284.11-x6),-3.89943
h(x6-286.31),3.47332
h(x6-8.05),-0.769313
h(x6-52.43),-0.439498
h(29.23-x6),0.772507
h(271.61-x6),0.343157
h(x3-11.48),-32.962
x0,-0.849319
h(141.26-x4),-0.153394
