FOC,PERC
34.56,22.168297
34.56,20.064259
31.68,11.007195
33.12,17.197708
33.12,15.13297
34.56,22.361322
33.12,17.526606
34.56,19.826027
33.12,16.63792
33.12,17.486374
34.56,20.229187
33.12,16.513136
33.12,17.481575
34.56,18.871988
33.12,16.904593
33.12,16.147942
33.12,13.792965
33.12,18.95114
33.12,15.272358
33.12,17.496809
33.12,16.846277
34.56,20.030903
33.12,17.042599
34.56,19.79426
33.12,17.828653
33.12,16.733702
33.12,21.00804
37.44,26.467175
36.0,24.97902
33.12,17.76169
33.12,18.259052
33.12,16.68687
33.12,16.457436
34.56,22.221527
33.12,17.994867
33.12,16.917791
34.56,21.09372
33.12,18.300442
33.12,17.828302
34.56,21.435915
34.56,21.45319
33.12,17.899868
33.12,16.98668
34.56,19.666784
31.68,13.261684
33.12,18.523438
34.56,19.093397
33.12,16.223785
33.12,18.360167
33.12,18.262335
34.56,22.053194
33.12,19.360218
33.12,19.108133
34.56,20.087812
34.56,21.199396
33.12,17.780336
34.56,20.357132
33.12,16.019081
33.12,18.028706
33.12,18.105957
33.12,17.16908
33.12,14.675827
33.12,16.72427
33.12,16.145828
33.12,20.041801
34.56,22.12477
37.44,28.523085
36.0,23.475245
33.12,16.869596
33.12,20.558811
33.12,19.305462
34.56,21.282892
33.12,19.767324
33.12,18.531742
34.56,22.88779
34.56,22.63792
34.56,22.749811
36.0,23.787394
33.12,19.306803
34.56,21.412338
34.56,22.505648
34.56,21.916483
34.56,22.433344
34.56,2.8314965
33.12,1.4552172
33.12,4.4355073
34.56,1.7612619
34.56,0.99604875
33.12,1.9109882
34.56,1.850647
34.56,3.5518627
33.12,3.092842
34.56,3.2319844
33.12,3.8717337
33.12,6.740623
33.12,5.079433
34.56,1.2555717
34.56,2.2190478
33.12,4.8790693
33.12,4.9504914
34.56,19.931505
33.12,16.232367
34.56,22.09527
37.44,26.419397
36.0,23.950472
33.12,15.70704
33.12,17.969799
34.56,18.563679
33.12,16.400871
33.12,16.704712
33.12,16.837753
33.12,16.698101
34.56,18.970932
34.56,19.87731
33.12,16.315847
34.56,21.556538
33.12,17.356604
33.12,16.746567
33.12,17.055004
33.12,15.7906475
34.56,19.2639
33.12,16.989594
33.12,18.032288
34.56,21.409502
33.12,16.330936
33.12,18.35465
33.12,18.12093
34.56,18.08714
33.12,17.573408
33.12,15.996349
33.12,17.54311
33.12,18.544855
33.12,15.875419
33.12,19.37363
33.12,18.444172
34.56,19.113464
38.88,36.091805
36.0,33.81828
36.0,32.86887
36.0,30.737072
36.0,32.791077
36.0,32.163864
37.44,34.92174
37.44,36.727497
38.88,39.750187
40.32,40.637188
