Basis,Coeff
(Intercept),409.485
h(x0-3.24),-32.138
h(3.24-x0),41.8088
h(21.05-x6),0.966456
x2,-4.2226
h(x6-294.26),10.1399
h(294.26-x6),-10.0286
h(5.74-x0),-21.1968
h(x4-171.88),0.927342
h(61.48-x4),0.344698
h(225.95-x4),-1.74633
h(35.69-x6),-0.417531
h(x6-134.93),1.75477
h(x0-4.85),33.2368
h(x6-284.66),-9.56934
h(194.59-x4),0.414946
h(282.08-x4),0.540682
h(337.18-x4),-0.350951
h(x6-5.49),-0.73799
h(x5-4.14),5.81223
h(4.14-x5),0.335652
h(177.44-x4),-0.951116
h(123.14-x4),-0.220597
h(x6-160.91),-0.325272
h(x6-131.57),-1.4477
h(x6-238.42),0.128284
h(286.26-x6),7.98175
h(275.35-x6),1.30828
x1,-2.20453
h(4.08-x0),-17.9546
h(x4-89.68),-0.350388
h(x4-268.71),-0.456456
h(x4-231.05),0.658664
h(x4-224),-1.01372
h(224-x4),1.9728
