Basis,Coeff
(Intercept),-22.7687
h(x6-239.08),-0.0718543
x5,1.29064
h(x0-14.15),12.5185
h(14.15-x0),-3.08028
h(x1-12.91),-374.244
h(12.91-x1),-4.50343
h(311.46-x4),0.181861
h(52.85-x6),-1.87814
h(x6-135.73),-2.05101
h(135.73-x6),-0.681241
h(16.85-x6),0.194768
h(x6-160.99),1.75013
h(x6-124.53),1.2976
h(x6-173.78),-0.464063
h(143.33-x6),1.99015
h(x6-310.15),1.36166
h(332.69-x6),-0.218548
h(x6-302.42),-0.535234
h(214.13-x6),0.0895045
h(x4-10.17),0.0642417
h(10.17-x4),-0.362894
h(x4-104.38),-0.331082
h(254.91-x4),-0.337317
h(70.91-x4),0.115889
h(338.24-x4),-0.165341
h(x4-112.35),0.202113
h(x6-315.33),-0.696396
h(x6-56.82),1.09826
h(x6-79.9),-2.98777
h(47.74-x6),0.630278
h(x6-88.45),0.90759
h(x6-78.04),2.17297
h(x6-154.43),-1.88032
h(230.9-x4),0.299369
