Basis,Coeff
(Intercept),-42.32
h(244.65-x6),-0.445821
x5,1.54682
h(x0-14.23),13.844
h(14.23-x0),-2.94237
h(x1-12.89),-277.861
h(12.89-x1),-4.08813
h(216.11-x4),0.234742
h(80.67-x6),-0.815709
h(104.52-x4),-0.0845412
h(x6-164.59),-3.36785
h(164.59-x6),4.88721
h(308.67-x6),0.476395
h(327.76-x6),-0.398131
h(125.83-x6),1.4558
h(292.12-x6),-0.148244
h(x4-242.29),-0.212973
h(x4-312.28),0.309052
h(51.23-x6),-1.28809
h(66.15-x6),0.598293
h(x6-47.26),0.853549
h(134.63-x6),-2.19278
h(x4-335.8),-0.248207
h(152.8-x6),-2.00605
h(168.9-x6),-0.826492
h(x6-240.93),0.409671
h(x6-148.03),2.00489
h(90.36-x6),0.701449
h(x4-77.62),0.0477027
h(x3-8.75),25.0983
h(8.75-x3),-0.227131
h(299.89-x4),-0.138809
h(x4-350.32),0.240802
