Basis,Coeff
(Intercept),-9568.2
x5,0.584899
h(353.46-x4),-3.57206
h(x2-0.56),-68.7298
h(0.56-x2),1.19935
h(75.5-x4),-1.05298
h(x4-0.27),27.9109
h(77.54-x6),2.05001
h(x1-12.91),-216.143
h(12.91-x1),-1.77339
h(x4-348.51),-17.9318
h(348.51-x4),20.5877
h(x4-329.35),0.214263
h(x4-312.78),-0.346189
h(357.63-x4),9.91638
h(x4-355.83),-5.02397
h(78.98-x6),-1.94428
h(x6-228.51),-1.94199
h(x6-232.72),1.78949
h(232.72-x6),0.0265446
h(x6-186.83),0.186246
h(x4-52.85),0.559468
h(x4-10.81),2.99676
h(x4-3.81),-2.26178
h(44.46-x6),-0.146348
h(3.89-x6),-0.534909
h(x0-9.18),0.475967
h(9.18-x0),3.52834
h(x4-59.63),-2.04281
h(44.91-x4),-0.501129
h(66.93-x4),1.58016
h(57.15-x4),1.29693
h(320.75-x4),0.274877
h(11.64-x4),-2.16157
h(x4-359.27),138.765
