FOC_pred,FOC_act,PERC,stw,draft,trim,sensor_wind_speed,sensor_wind_dir,comb_waves_height,comb_waves_dir
20.67,20.45,1.1089449,10.761999999999999,4.872999999999999,-1.815,11.575,325.417,1.3700000000000003,45.69
32.35,33.12,2.3316991,14.052000000000001,4.866,-1.3070000000000002,3.2079999999999997,166.22099999999998,0.9,158.7
34.73,37.73,7.9378724,14.456,4.8420000000000005,-1.383,9.264999999999999,207.17799999999997,0.9800000000000001,219.42
32.12,36.58,12.194151,10.292,11.419,-0.06499999999999999,22.384999999999998,37.674,3.8699999999999997,215.91
28.9,27.94,3.4644637,11.813,11.440999999999999,0.49800000000000005,10.47,285.807,0.25999999999999995,172.74
23.68,23.18,2.1265736,11.932,7.150999999999999,-1.149,4.394,334.185,0.712,144.406
2.75,4.9,43.822987,7.164,4.392,-1.7260000000000002,5.368,348.78900000000004,0.42000000000000004,185.24
7.46,8.64,13.711596,7.911,4.9670000000000005,-1.063,8.171000000000001,128.362,0.732,165.352
28.54,36.0,20.711079,10.562,11.425,-0.076,22.779,33.94799999999999,3.4799999999999995,99.35999999999999
39.36,37.15,5.956501,14.937000000000001,4.775999999999999,-1.446,12.589,134.871,4.36,234.88000000000002
28.69,26.06,10.070939,11.475,10.19,0.048999999999999974,14.951999999999998,170.388,1.2399999999999998,267.196
30.05,27.94,7.557616,11.578,11.502999999999998,0.49000000000000005,14.907,58.024,1.6599999999999997,44.05
23.22,23.62,1.6620085,10.169,11.474,0.591,9.620000000000001,144.77399999999997,1.56,247.93
34.25,35.28,2.9282992,14.293000000000001,4.856,-1.326,5.85,307.43,1.304,224.013
15.6,14.11,10.564707,10.483,4.261,-1.89,4.495,93.30499999999999,0.8,174.87
33.63,33.84,0.62761015,11.796,11.490999999999998,0.077,17.854,40.379000000000005,2.064,313.122
32.85,30.82,6.603854,12.225,11.408000000000001,0.403,14.847,48.922000000000004,0.8019999999999999,345.62600000000003
35.28,36.14,2.4037426,13.101999999999999,11.531,-0.019,16.61,18.31,0.6100000000000001,80.33000000000001
27.91,27.94,0.1081896,11.303,8.011999999999999,-0.7869999999999999,18.131999999999998,13.898000000000001,1.595,257.29499999999996
15.6,14.26,9.434586,10.512000000000002,4.259,-1.9,3.586,107.95200000000003,0.8,174.76000000000002
