Basis,Coeff
<<<<<<< HEAD
(Intercept),41.4727
h(15.66-x0),-4.48052
h(x4-200.59),-0.0738901
h(x6-184.6),0.0429573
h(184.6-x6),-0.302676
h(230.13-x6),0.132035
h(x4-299.48),-0.0534083
h(299.48-x4),-0.0165664
h(168.42-x6),0.241495
h(141.85-x6),-0.0802824
h(x5-3.58),-5.82654
h(3.58-x5),-0.469493
h(x1-4.9),-250.746
h(x4-224.88),0.0733373
=======
(Intercept),5.29019
h(29.32-x3),-1.18658
h(x2+0.58),16.8457
h(x0-10.96),-2.7649
h(10.96-x0),-3.51376
h(x4-323.11),-0.971245
h(30.82-x4),0.199817
h(x4-13.84),0.103816
h(13.84-x4),-0.391335
h(12.32-x1),23.8849
>>>>>>> 3079fad7b133f9832220e9899597abb31f8bdb3e
