Basis,Coeff
(Intercept),5264.28
h(343.42-x4),15.7973
x2,-2.98537
h(x0-12.44),10.3841
h(x4-75.5),-1.76169
h(x4-65.07),-15.326
h(65.07-x4),21.2215
h(x4-354.99),-10.9763
x5,0.624345
h(x0-13.55),-18.4724
h(78.34-x6),0.460209
h(x4-358.39),12.4813
h(x4-347.44),3.73565
h(0.55-x4),9.16181
h(359.27-x4),-16.7961
h(x4-42.04),-0.228582
h(343.74-x4),-14.9348
h(x4-13.48),1.19128
h(x4-3.98),-1.21137
h(x1-12.9),-150.56
h(184.53-x6),0.164631
h(x6-88.26),-0.412637
h(233.62-x6),-4.36414
h(x6-234.96),4.30185
h(x4-51.87),0.328984
h(64.07-x4),-4.40191
h(x6-263.14),-3.88248
h(263.14-x6),3.83068
h(x4-14.74),-0.888187
h(x4-356.72),5.51449
h(44.96-x6),-0.111115
h(x4-313.55),-0.258504
h(x4-330.78),0.371498
h(341.83-x4),-1.87687
h(x4-296.57),0.0985683
h(x6-357.53),0.368742
