Basis,Coeff
(Intercept),-2373.09
h(x1-12.94),-392.943
h(12.94-x1),-4.33914
h(117.12-x4),0.319413
x2,-1.76113
h(x4-344.38),-7.8093
h(344.38-x4),8.22126
h(x6-15.1),-5.55102
h(15.1-x6),7.49236
x5,1.46575
h(x0-13.02),51.142
h(13.02-x0),-1.62515
h(x4-0.36),9.78435
h(x6-242.38),0.232682
h(92.13-x6),-2.70421
h(x6-70.75),-0.73258
h(x6-282.5),-0.832413
h(294.3-x4),-0.445806
h(x4-324.19),0.26647
h(275.1-x4),0.216456
h(x6-79.69),-3.4017
h(x6-86.32),4.0451
h(174.71-x6),0.461899
h(194.75-x6),-0.443119
h(x3-19.37),135.247
h(19.37-x3),-0.433063
h(75.82-x6),2.84351
h(291.09-x6),-1.7702
h(x4-69.31),-1.13431
h(74.74-x4),1.26788
h(x6-286.17),2.05135
h(304.2-x6),0.498905
h(x4-46.93),-0.887648
h(x4-22.83),0.215647
h(x6-21.2),1.07042
h(16.79-x6),-3.73534
h(33.14-x6),-2.15031
h(x6-29.07),1.93069
h(x6-42.21),1.25469
h(45.44-x6),-0.777757
h(51-x4),1.00721
h(93.14-x4),-0.736689
