Basis,Coeff
(Intercept),489.792
h(x6-89.36),0.134946
h(14.9-x0),46.1392
x5,1.45051
h(x6-154.83),-0.749899
h(x1-12.9),-100.721
h(12.9-x1),-1.62383
h(x6-74.84),1.03361
h(x0-6.21),-11.0468
h(x2-0.96),-296.797
h(0.96-x2),2.22811
h(180.8-x4),0.0996756
x3,0.200594
h(x6-164.65),1.1248
h(x6-106.45),1.91442
h(106.45-x6),-1.52359
h(x4-110.07),0.050609
h(110.07-x4),-0.11053
h(x6-169.33),-0.491242
h(x4-226.57),-0.0322585
h(x0-4.78),-26.1561
h(4.78-x0),39.6246
h(15.54-x0),-84.866
h(x6-290.31),-0.0399968
h(x4-313.51),0.0989103
h(51.2-x6),-0.330054
h(x4-273.08),-0.0708281
h(17.88-x6),0.183739
h(68.77-x6),1.82456
h(x6-71.52),-2.73028
h(x6-137.61),-0.215963
h(24.48-x4),0.0542314
