Basis,Coeff
<<<<<<< HEAD
(Intercept),-143.468
h(14.43-x0),-3.02835
h(x6-129.62),1.7948
h(129.62-x6),-1.85806
h(0.51-x2),-219.587
x3,0.285871
h(x6-280.96),-1.27873
h(x5-2.69),-1.40313
h(2.69-x5),-0.846047
h(x1-12.21),-219.839
h(12.21-x1),-4.28888
h(x2-0.09),-215.865
h(0.09-x2),212.316
h(x6-293.44),-0.74517
h(x6-302.04),0.251699
h(283.17-x6),1.82511
h(x6-342.8),-0.073605
h(50.02-x4),-0.0671684
h(x4-57.95),1.01117
h(0.48-x4),13.0683
h(5.3-x4),-1.062
h(x4-53.86),-1.00827
=======
(Intercept),47.0902
h(x2-0.47),115.011
h(0.47-x2),4.32232
h(x4-20.29),-0.440898
h(x6-270.89),0.087152
h(270.89-x6),-0.0456059
h(x6-109.5),-0.0664899
x3,0.25197
h(x4-6.29),1.20384
h(6.29-x4),-0.445085
h(x4-14.98),0.755361
h(x4-41.43),0.0461167
h(x4-8.06),-1.5749
h(14.55-x0),-4.91277
>>>>>>> 3079fad7b133f9832220e9899597abb31f8bdb3e
