Basis,Coeff
(Intercept),452.132
h(x1-12.37),62.5647
x0,3.95418
h(x6-157.48),0.276275
h(261.8-x4),-0.148367
h(x1-11.62),-329.541
h(11.62-x1),318.928
x5,1.53994
x2,-2.9081
h(x4-325.98),0.294104
h(x6-74.74),2.22574
h(131.86-x6),-0.192653
h(x6-70.85),-1.50618
h(x6-221.2),-0.199881
h(82.44-x6),-2.32175
h(86.25-x6),3.20143
h(x6-92.2),-0.956364
h(92.2-x6),-0.675726
h(x4-45.96),-0.697675
h(45.96-x4),0.353045
h(12.83-x1),-320.309
h(x4-60.64),0.173842
h(x4-26.99),0.211959
x3,0.362063
h(x6-199.72),0.156116
h(318.41-x4),-0.198226
