FOC_pred,FOC_act,PERC,stw,draft,trim,sensor_wind_speed,sensor_wind_dir,comb_waves_height,comb_waves_dir
20.72,20.45,1.3164418,10.761999999999999,4.872999999999999,-1.815,11.575,325.417,1.3700000000000003,45.69
32.11,33.12,3.0463562,14.052000000000001,4.866,-1.3070000000000002,3.2079999999999997,166.22099999999998,0.9,158.7
35.29,37.73,6.451811,14.456,4.8420000000000005,-1.383,9.264999999999999,207.17799999999997,0.9800000000000001,219.42
32.55,36.58,10.9966135,10.292,11.419,-0.06499999999999999,22.384999999999998,37.674,3.8699999999999997,215.91
29.91,27.94,7.081605,11.813,11.440999999999999,0.49800000000000005,10.47,285.807,0.25999999999999995,172.74
24.38,23.18,5.1428814,11.932,7.150999999999999,-1.149,4.394,334.185,0.712,144.406
4.61,4.9,5.842502,7.164,4.392,-1.7260000000000002,5.368,348.78900000000004,0.42000000000000004,185.24
7.9,8.64,8.593709,7.911,4.9670000000000005,-1.063,8.171000000000001,128.362,0.732,165.352
28.99,36.0,19.470161,10.562,11.425,-0.076,22.779,33.94799999999999,3.4799999999999995,99.35999999999999
39.56,37.15,6.4717607,14.937000000000001,4.775999999999999,-1.446,12.589,134.871,4.36,234.88000000000002
28.43,26.06,9.060712,11.475,10.19,0.048999999999999974,14.951999999999998,170.388,1.2399999999999998,267.196
29.98,27.94,7.330183,11.578,11.502999999999998,0.49000000000000005,14.907,58.024,1.6599999999999997,44.05
23.1,23.62,2.2001143,10.169,11.474,0.591,9.620000000000001,144.77399999999997,1.56,247.93
35.86,35.28,1.6475428,14.293000000000001,4.856,-1.326,5.85,307.43,1.304,224.013
15.64,14.11,10.822183,10.483,4.261,-1.89,4.495,93.30499999999999,0.8,174.87
33.13,33.84,2.1091194,11.796,11.490999999999998,0.077,17.854,40.379000000000005,2.064,313.122
32.71,30.82,6.1316223,12.225,11.408000000000001,0.403,14.847,48.922000000000004,0.8019999999999999,345.62600000000003
36.15,36.14,0.005889224,13.101999999999999,11.531,-0.019,16.61,18.31,0.6100000000000001,80.33000000000001
30.17,27.94,8.012106,11.303,8.011999999999999,-0.7869999999999999,18.131999999999998,13.898000000000001,1.595,257.29499999999996
15.6,14.26,9.425769,10.512000000000002,4.259,-1.9,3.586,107.95200000000003,0.8,174.76000000000002
29.61,28.08,5.439591,11.529,11.5,0.491,14.85,58.552,1.42,28.610000000000003
17.17,17.28,0.65594906,10.53,4.33,-2.1650000000000005,8.620000000000001,295.40999999999997,1.0500000000000003,86.38
24.01,22.75,5.538185,10.673,11.455000000000002,0.556,7.795999999999999,149.488,0.62,285.32
29.83,27.65,7.893628,11.616999999999999,11.42,0.414,5.771,87.998,0.9800000000000001,339.03999999999996
29.12,27.94,4.2308373,11.284,11.48,0.5039999999999999,15.819000000000003,63.156000000000006,1.784,45.218
