FOC,PERC
33.12,9.89077712934606
33.12,13.342773220981337
33.12,8.928854997933556
33.12,10.70060934321287
31.68,18.84571948960156
33.12,8.13544288947615
33.12,10.53804246997252
33.12,11.190115701967857
33.12,8.293531552150284
33.12,5.823674336917204
31.68,16.244211870239113
33.12,9.40847260046996
33.12,19.21822514189227
33.12,13.510491009292542
33.12,13.342773220981337
34.56,2.726743813092532
36.0,1.0944352010100764
36.0,0.8054580837307294
31.68,13.713650000419236
31.68,10.930207013364223
33.12,10.375776089942757
33.12,7.820154256814432
33.12,11.68233650679235
33.12,2.3161015639906433
31.68,18.670058782442194
33.12,5.209051303749361
33.12,3.659413882255565
31.68,13.713650000419236
33.12,3.670859313431156
33.12,5.823674336917204
33.12,7.349438869882126
34.56,5.7224852249496445
31.68,11.902426641003288
33.12,9.568941858754824
33.12,9.121803433974698
33.12,7.213359893606768
31.68,8.383171100405292
33.12,8.677320597265027
34.56,7.980161831332433
34.56,3.140697957527694
33.12,5.568865061879353
31.68,13.547444367346348
34.56,8.139722971352734
33.12,4.816066955316208
33.12,4.3660674299051445
33.12,9.088429448036386
33.12,4.92699498954353
33.12,6.061614437296145
33.12,7.358538637302141
33.12,7.358538637302141
33.12,8.235286695592334
33.12,3.5694737654209288
33.12,7.349438869882126
33.12,6.635338396587455
36.0,5.517638204162603
31.68,16.125284998922453
33.12,8.769578261270581
33.12,7.349438869882126
33.12,7.649705921914007
33.12,12.921969613559842
33.12,9.568941858754824
33.12,12.456815901001097
33.12,8.97336996691838
33.12,10.213809925146448
33.12,6.491505138992802
31.68,14.549139333041353
33.12,6.061614437296145
33.12,10.47001320446453
33.12,7.649705921914007
33.12,5.067890226650845
33.12,4.505901812608266
33.12,13.008253022844018
34.56,1.7121532395842824
31.68,18.38044305324408
33.12,5.776359023177113
31.68,8.399275718095616
33.12,11.517960836770232
31.68,8.818428183556131
34.56,1.3913129876337633
33.12,8.677320597265027
33.12,10.213809925146448
33.12,11.847014615864481
34.56,0.5160172870944041
34.56,0.4729599656595802
33.12,3.0638997890244415
33.12,2.3943195125237837
33.12,10.772635160969637
33.12,11.68712372855096
33.12,10.772635160969637
33.12,2.3943195125237837
33.12,2.896021230295218
33.12,4.786365341871404
33.12,12.342866357151731
31.68,5.322057488078109
33.12,10.375776089942757
33.12,14.353667962356575
33.12,7.977650550356548
33.12,6.415963799705017
31.68,14.046994422947122
33.12,8.769578261270581
33.12,14.184419910285797
33.12,7.649705921914007
31.68,12.238472211724957
33.12,7.068450748243695
33.12,6.923810950656825
33.12,8.451916816356029
33.12,9.248301889556162
31.68,14.549348306880036
33.12,7.820154256814432
33.12,4.323818600472229
33.12,8.610598960070428
33.12,10.375776089942757
33.12,4.754116927756235
33.12,7.977650550356548
33.12,11.68233650679235
33.12,9.248301889556162
36.0,3.9658630428317645
34.56,3.6297994357479637
34.56,5.003569281306691
33.12,9.088429448036386
33.12,5.002637851819828
33.12,12.177279263067101
33.12,10.213809925146448
33.12,8.928854997933556
31.68,12.721070359396899
33.12,10.53804246997252
31.68,12.39268727157946
33.12,7.5060486945542735
33.12,10.052143697606576
34.56,2.8765455836370233
31.68,17.449360282476803
33.12,13.17536065149085
33.12,6.261412673198801
33.12,6.204643409903223
31.68,14.381584991400404
33.12,12.841450057063739
31.68,10.367449837419315
33.12,12.011995441963712
33.12,14.863254550575927
33.12,12.841450057063739
33.12,5.799516108750228
31.68,17.79654017963539
33.12,15.54701272069524
33.12,16.92937081255094
31.68,22.244342213121428
33.12,7.977650550356548
31.68,10.287270706514581
33.12,5.953189105698478
34.56,1.3531315391287737
33.12,11.353887327821086
31.68,9.515667697199692
33.12,7.5060486945542735
34.56,2.8765455836370233
31.68,16.758806348010175
36.0,3.5080564420190856
36.0,5.988155715898773
33.12,9.89077712934606
33.12,5.1276202899033
33.12,13.008253022844018
33.12,6.415963799705017
33.12,7.349438869882126
33.12,10.47001320446453
33.12,10.213809925146448
34.56,1.0966648143050248
33.12,4.3660674299051445
31.68,14.86207173260477
33.12,11.847014615864481
33.12,12.841450057063739
