Basis,Coeff
(Intercept),294.87
h(x6-208.78),-1.00296
h(208.78-x6),1.11946
h(x0-6.73),2.44933
h(6.73-x0),-3.20294
h(347.77-x6),-1.74903
x5,3.26635
h(320.46-x6),0.473595
h(272.54-x4),0.533824
h(8.7-x6),1.47578
h(96.27-x4),-5.40211
x2,-1.52408
h(x4-242),1.54449
h(x4-57.54),0.101035
h(x6-357.46),4.53387
h(212.02-x4),-0.517867
h(x4-110.39),-8.64373
h(110.39-x4),8.89453
x3,0.578674
h(166.45-x6),0.310267
h(90.68-x4),-2.09383
h(183.25-x6),-0.327298
h(264.96-x4),-1.35024
h(x6-18.73),-0.248011
h(x4-82.08),1.02153
h(x4-95.85),6.08629
