FOC_PRED,FOC_ACT,PERC,STW
104.41856,102.624,1.7486705,17.17973333333333
41.75613,49.152,15.046936,12.038439999999998
47.075016,40.41600000000001,16.476187,14.267806666666667
78.22078,81.21600000000002,3.6879725,15.625066666666667
117.13269,128.92799999999997,9.148752,18.346326666666666
146.81493,157.72800000000004,6.9189177,19.88329333333333
37.461124,43.00800000000001,12.897309,14.024239999999997
116.4675,115.10400000000001,1.1845831,17.760199999999998
39.004704,40.704,4.174762,14.085626666666665
43.382538,53.76,19.303312,12.223913333333334
44.097633,41.184,7.074678,13.946133333333334
46.564102,41.184,13.063579,14.366373333333335
42.432987,42.528,0.22341202,13.966173333333334
45.566082,44.06399999999999,3.4088664,14.029186666666662
41.476162,40.41600000000001,2.6231234,14.238893333333333
36.812523,40.32000000000001,8.699099,14.121066666666668
82.4426,80.44800000000002,2.4793637,15.76302
50.36015,44.63999999999999,12.813955,13.758066666666668
40.33713,40.60800000000001,0.66703653,14.21626
61.997173,64.51199999999999,3.8982325,15.640613333333336
98.95549,98.4,0.5645209,14.714713333333332
56.119213,43.104000000000006,30.194908,14.822819999999998
37.15656,40.51200000000001,8.282588,13.961426666666664
40.45663,57.407999999999994,29.527887,12.89516
49.028004,45.407999999999994,7.97217,13.606113333333333
46.648163,43.68,6.7952437,14.0761
46.236126,44.25599999999999,4.4742527,13.646186666666665
43.30492,43.39200000000001,0.20067778,14.214866666666667
45.083572,47.13599999999999,4.354271,12.53851333333333
85.90976,80.35200000000002,6.916769,14.48738
120.3486,120.09600000000002,0.21033308,18.069540000000003
7.0263443,22.656000000000002,68.986824,11.832933333333331
46.299553,39.84,16.213737,14.04144
71.31362,77.664,8.176736,16.73434
97.3838,95.71199999999999,1.7466972,16.73544
46.230396,45.408,1.8111242,12.954313333333337
147.9549,165.21599999999995,10.4476,19.281493333333334
37.15379,40.992,9.3633175,14.200406666666668
44.356705,43.104000000000006,2.9062376,14.236880000000001
99.33834,113.85600000000001,12.750896,16.084333333333333
41.925865,40.896,2.5182543,14.365593333333333
51.743855,46.656,10.905043,13.804259999999998
47.659084,41.28,15.453212,13.963513333333335
83.331985,79.96800000000003,4.2066617,15.782900000000001
111.96807,111.264,0.63279325,17.48026666666666
53.937096,47.61599999999999,13.275148,13.311276666666664
42.493114,41.088,3.4197655,13.531040000000003
40.941097,48.384,15.382981,11.775493333333333
81.11083,76.704,5.745241,14.940830000000002
121.16735,119.90400000000001,1.0536358,17.931146666666667
130.90388,127.77600000000002,2.4479432,18.700813333333336
45.494778,71.232,36.131546,14.169913333333334
85.07991,79.87200000000003,6.520318,15.891593333333333
112.54556,109.15200000000002,3.1090245,16.692253333333337
40.04564,43.104000000000006,7.0953074,14.237353333333333
48.40576,39.072,23.888626,13.968873333333335
110.28452,112.89599999999999,2.3131738,17.145913333333336
46.556873,44.16,5.4277024,13.937899999999997
38.577816,47.99999999999999,19.62955,12.039373333333334
43.56351,43.392,0.39526322,14.223386666666668
43.293842,41.184000000000005,5.1229706,13.987613333333336
42.510242,42.720000000000006,0.4910083,14.00444
49.25829,44.25599999999999,11.303075,14.01468666666667
45.81946,44.06399999999999,3.9838932,13.918066666666668
40.60319,43.008,5.5915365,14.024233333333333
114.231026,112.03199999999997,1.9628571,17.615086666666667
37.901768,40.12800000000001,5.547824,14.07436
48.624763,40.12800000000001,21.174156,14.235193333333333
75.838425,77.75999999999999,2.4711645,16.252246666666665
40.233086,40.51200000000001,0.688476,13.514566666666667
84.82698,80.544,5.317568,15.90144
112.04888,112.512,0.4116179,17.36022
46.145523,43.583999999999996,5.8772106,14.025686666666665
43.726406,41.376,5.680604,13.805773333333333
36.080772,42.528,15.159959,13.926546666666667
84.09716,80.25600000000001,4.786139,15.765680000000003
47.771374,43.68,9.366697,14.117753333333331
111.95234,115.00800000000001,2.6569142,15.618239999999998
36.278168,40.41600000000001,10.238105,14.300806666666665
104.202896,103.392,0.7842946,17.104446666666664
44.2234,41.472,6.6343555,13.42145333333333
123.08083,120.28800000000001,2.321787,18.192873333333335
111.24994,110.592,0.59492195,17.524746666666665
45.08335,39.55200000000001,13.985016,14.018553333333331
95.26139,88.60799999999998,7.5087905,16.133213333333334
131.2017,128.16000000000003,2.373363,18.51208
75.36473,77.856,3.1998456,16.4112
113.091705,112.51199999999996,0.51523775,17.506506666666667
45.111538,43.29600000000001,4.193312,14.072106666666665
43.477974,43.39200000000001,0.1981371,14.139093333333335
39.96496,43.104000000000006,7.2824845,13.726799999999999
76.35885,78.33600000000001,2.5239353,16.151200000000003
47.229244,44.35199999999999,6.4872904,14.245573333333335
63.62247,44.928,41.60984,15.450506666666666
39.98579,40.704,1.7644663,14.288933333333334
109.04428,111.07199999999999,1.8255883,17.449419999999996
104.98188,113.85600000000001,7.794163,15.673380000000002
45.725685,40.992,11.547826,13.944806666666667
39.183395,28.319999999999997,38.359447,13.623999999999997
95.398445,81.696,16.772482,16.428
78.41255,76.8,2.0996728,16.30734
82.45844,80.83200000000002,2.0121264,15.796313333333332
109.961975,111.64799999999998,1.5101278,17.430446666666665
118.92535,120.09599999999999,0.9747654,18.22950666666667
105.27939,102.81600000000002,2.3959174,17.154906666666665
45.000618,43.775999999999996,2.797462,13.899553333333332
83.48699,79.96800000000002,4.400497,15.766173333333334
99.91003,96.096,3.9689746,16.685499999999998
47.309185,44.06399999999999,7.3647103,13.949746666666666
116.58897,120.096,2.9201925,17.958153333333332
39.82001,42.912000000000006,7.205415,13.934633333333332
52.05746,38.496,35.22824,14.128646666666665
44.381798,40.896,8.523567,13.979786666666666
38.072346,46.751999999999995,18.56531,12.276446666666667
16.198921,20.92799999999999,22.596895,11.917793333333334
41.21907,41.088,0.31899625,13.485586666666668
41.235794,41.28,0.107085064,13.4634
145.32962,158.01600000000005,8.028545,19.92760666666667
44.75642,43.48800000000001,2.9167154,14.001033333333337
44.32922,41.855999999999995,5.90888,13.591479999999997
61.132816,60.192,1.5630232,14.089393333333334
63.86762,57.792,10.512906,13.181053333333333
42.14264,40.51200000000001,4.025074,14.306826666666668
38.534958,40.51200000000001,4.8801417,14.206466666666667
150.34377,163.29599999999996,7.9317555,19.035986666666666
33.161068,50.11199999999999,33.82609,11.693606666666666
63.964558,70.464,9.223773,13.869613333333337
102.62938,105.59999999999998,2.8130865,15.763333333333334
39.63711,41.76,5.0835414,13.680173333333332
118.61931,119.808,0.99216264,18.161006666666665
46.979954,44.35199999999999,5.9252176,13.698093333333334
49.489597,44.63999999999999,10.863795,13.74652
50.69532,66.72,24.017807,12.088933333333332
47.33003,44.06399999999999,7.4120126,13.930399999999999
56.90942,54.336000000000006,4.7361264,13.77941333333333
43.565006,43.20000000000001,0.84492016,14.16444
86.19737,77.47199999999998,11.262614,14.96219333333333
58.280834,43.67999999999999,33.42682,15.105879999999997
46.722675,41.952000000000005,11.371748,13.680846666666664
44.339466,44.06399999999999,0.6251519,13.934413333333334
49.080875,43.58400000000001,12.612142,14.4538
86.97027,88.99199999999999,2.2718093,15.894973333333333
50.40332,45.408,11.000967,13.722286666666665
46.450375,40.8,13.848959,14.260993333333337
86.768425,81.79199999999999,6.0842443,14.21856
46.044224,41.087999999999994,12.062457,14.412133333333331
44.98415,45.408,0.933428,12.948246666666664
44.34554,41.28,7.426212,13.74704
41.75955,46.080000000000005,9.375984,13.465726666666667
50.296436,44.064,14.144057,14.185980000000002
43.424988,41.184,5.4414086,13.983666666666668
143.45804,158.30400000000003,9.378135,19.593913333333337
92.586975,88.79999999999998,4.264608,16.19036666666667
44.3673,44.35199999999999,0.034489844,13.738399999999997
113.063286,111.35999999999996,1.5295305,17.733760000000004
39.015247,44.448,12.222719,13.575053333333333
47.04916,49.056000000000004,4.090916,12.730973333333335
47.59821,43.775999999999996,8.731287,14.000726666666669
47.89467,43.68,9.648966,14.11173333333333
142.9146,143.808,0.62124646,18.42185333333333
64.35207,57.50400000000001,11.908862,13.117513333333335
114.69372,112.12799999999997,2.288206,17.613193333333335
43.161194,40.51200000000001,6.539279,14.077626666666673
42.336754,40.41600000000001,4.752458,14.27374
94.31289,88.60799999999999,6.438343,15.99594
45.991886,44.25599999999999,3.9223735,13.88559333333333
111.0574,111.07199999999999,0.013140154,17.583146666666668
23.864773,57.312,58.3599,12.409606666666667
47.673527,43.67999999999999,9.142689,14.073506666666665
111.44071,105.40799999999999,5.723204,17.277939999999997
93.85194,87.64799999999998,7.078237,16.18314666666667
43.425182,45.6,4.769334,12.505340000000002
45.565212,44.06399999999999,3.4068923,14.003913333333331
45.449856,43.20000000000001,5.2079973,13.992373333333331
39.82736,42.912000000000006,7.1882935,14.048733333333333
81.03947,80.64000000000003,0.49537137,15.688780000000001
45.03069,43.96799999999999,2.416964,13.962733333333334
106.62322,110.97600000000003,3.9222677,17.32094
