FOC,PERC
34.56,18.880493
34.56,17.089098
31.68,8.004964
33.12,15.97157
33.12,12.208695
34.56,19.016033
33.12,14.3683195
34.56,18.879042
33.12,13.649061
33.12,16.214785
34.56,17.173819
33.12,13.188061
33.12,14.227791
34.56,17.443398
33.12,13.681576
33.12,12.894524
33.12,11.150492
33.12,15.324452
33.12,12.199453
33.12,13.977066
33.12,15.545036
34.56,18.801804
33.12,15.364678
34.56,16.839117
33.12,14.429508
33.12,13.532339
33.12,17.158548
37.44,23.642153
36.0,21.803146
33.12,16.401299
33.12,15.064669
33.12,15.497035
33.12,13.27115
34.56,20.610977
33.12,16.286396
33.12,14.777634
34.56,19.322142
33.12,16.61815
33.12,14.776371
34.56,19.629255
34.56,18.05859
33.12,14.379128
33.12,13.666407
34.56,18.482721
31.68,11.646357
33.12,17.062311
34.56,17.903563
33.12,14.540855
33.12,14.846222
33.12,16.608343
34.56,20.073076
33.12,17.098679
33.12,17.439571
34.56,18.72891
34.56,17.903088
33.12,14.277869
34.56,18.633978
33.12,14.437553
33.12,16.619606
33.12,16.165438
33.12,16.018229
33.12,13.6676445
33.12,15.431263
33.12,14.912563
33.12,17.943958
34.56,20.019787
37.44,26.471033
36.0,22.180262
33.12,13.643314
33.12,18.616068
33.12,17.798271
34.56,18.04599
33.12,17.839952
33.12,17.110086
34.56,20.242382
34.56,21.153263
34.56,19.103645
36.0,20.68035
33.12,15.880249
34.56,18.223936
34.56,19.050928
34.56,19.87912
34.56,20.996084
34.56,3.4794762
33.12,0.25674343
33.12,3.4581177
34.56,2.2834427
34.56,1.7675977
33.12,1.2401798
34.56,3.841994
34.56,4.1268597
33.12,1.7732813
34.56,4.218441
33.12,2.5077488
33.12,4.674214
33.12,3.8085122
34.56,0.27728298
34.56,3.6731582
33.12,3.591609
33.12,3.5404701
34.56,17.114866
33.12,13.026184
34.56,20.415573
37.44,25.105577
36.0,21.17421
33.12,12.760819
33.12,16.679684
34.56,15.730145
33.12,13.605949
33.12,13.757974
33.12,13.656087
33.12,13.487996
34.56,17.822643
34.56,16.753618
33.12,13.221214
34.56,18.381172
33.12,14.10231
33.12,15.434573
33.12,15.73751
33.12,12.67572
34.56,16.268932
33.12,15.87775
33.12,14.581951
34.56,20.129713
33.12,13.118902
33.12,15.009181
33.12,14.850783
34.56,15.565377
33.12,14.270383
33.12,13.285801
33.12,14.554845
33.12,15.408786
33.12,13.521075
33.12,17.44173
33.12,15.329878
34.56,16.91274
38.88,32.35018
36.0,29.555267
36.0,28.764301
36.0,26.632807
36.0,29.693836
36.0,28.572845
37.44,30.641699
37.44,32.437115
38.88,33.893497
40.32,36.52724
38.88,34.16696
37.44,31.31075
38.88,30.613289
38.88,31.389797
38.88,32.496296
38.88,33.475254
38.88,34.79969
46.08,45.134754
36.0,28.084883
40.32,36.350094
40.32,36.138474
37.44,32.306892
36.0,30.62495
36.0,28.865602
36.0,28.049627
36.0,28.002632
36.0,28.818035
38.88,35.382454
36.0,28.314209
37.44,31.440157
37.44,32.247307
36.0,27.70144
38.88,35.09031
37.44,30.317226
36.0,30.690086
36.0,26.810062
38.88,34.843746
37.44,31.387869
36.0,27.738285
36.0,27.792517
37.44,29.500011
38.88,33.01952
40.32,36.568527
38.88,31.608624
36.0,27.687422
37.44,32.04237
38.88,33.807117
40.32,34.986725
38.88,32.703278
36.0,26.899857
37.44,31.460464
36.0,28.347555
36.0,25.194136
36.0,23.434809
36.0,25.879192
37.44,29.923101
36.0,26.166206
36.0,25.952562
36.0,27.842787
36.0,24.697071
36.0,24.577362
34.56,21.656895
43.2,41.064026
38.88,31.10599
38.88,33.600704
40.32,33.19567
38.88,32.9435
38.88,34.00102
38.88,32.584812
41.76,37.440662
37.44,30.556074
37.44,30.607933
36.0,26.285637
36.0,10.135153
36.0,25.216558
36.0,27.08203
36.0,9.36344
37.44,29.642227
34.56,20.488632
36.0,33.481884
37.44,28.777897
37.44,29.33961
36.0,35.71185
34.56,21.500011
36.0,24.993792
36.0,35.84269
36.0,26.004559
36.0,26.032892
37.44,40.68886
34.56,23.406908
36.0,24.280483
37.44,10.294222
37.44,28.843699
38.88,33.22406
36.0,7.3314877
36.0,24.864632
36.0,26.805052
36.0,11.499723
36.0,27.156618
34.56,23.677204
36.0,7.826964
34.56,21.866526
36.0,25.329166
37.44,10.609719
36.0,26.794613
34.56,24.635845
34.56,4.1748414
36.0,26.676336
34.56,22.010857
34.56,30.646097
36.0,23.257902
36.0,29.032082
34.56,23.644897
34.56,24.48433
37.44,30.103842
36.0,27.118153
36.0,26.611027
36.0,25.146729
37.44,28.7051
34.56,24.253073
36.0,23.814838
36.0,25.835049
36.0,26.872879
36.0,26.254898
38.88,32.024635
37.44,29.802853
37.44,27.830685
38.88,33.87983
36.0,27.420023
37.44,29.639477
36.0,27.657318
36.0,26.033464
34.56,22.549805
34.56,22.517408
37.44,28.713036
36.0,23.880714
37.44,32.100037
36.0,26.78568
34.56,24.533348
36.0,26.416546
36.0,28.208097
37.44,29.764563
36.0,27.177736
38.88,32.464184
40.32,34.954113
38.88,30.763403
34.56,25.119083
36.0,27.311167
37.44,30.622057
36.0,26.720121
34.56,23.319544
37.44,29.340982
36.0,27.682549
36.0,26.94948
36.0,25.690788
37.44,29.193644
36.0,27.65629
37.44,28.946707
36.0,25.362957
36.0,26.8857
36.0,26.098478
36.0,26.198048
37.44,28.33775
36.0,25.847986
34.56,24.09202
36.0,25.504976
34.56,23.388166
36.0,23.654423
36.0,26.60043
36.0,24.79268
36.0,24.98811
36.0,26.643244
33.12,19.438988
37.44,29.824883
36.0,26.402533
36.0,25.949892
36.0,26.432854
36.0,23.914442
36.0,25.856176
36.0,26.406902
38.88,32.88403
37.44,30.188745
36.0,27.717384
36.0,25.745127
36.0,25.24715
37.44,29.14548
37.44,31.337627
34.56,22.709976
34.56,22.647755
37.44,28.430235
36.0,24.958939
36.0,26.031029
36.0,24.645445
36.0,26.205381
36.0,25.64606
36.0,27.721458
36.0,24.263296
34.56,24.170885
37.44,29.360577
36.0,27.469772
36.0,25.861174
34.56,23.217497
36.0,24.758774
36.0,26.002079
37.44,27.486996
36.0,25.617579
34.56,23.433058
37.44,27.725538
40.32,34.45647
37.44,29.448282
36.0,30.498865
37.44,30.935669
36.0,25.108835
36.0,25.440952
34.56,24.204828
36.0,24.786404
36.0,27.548716
36.0,30.020184
34.56,25.738298
34.56,20.908237
34.56,22.072428
37.44,29.888979
34.56,21.530378
34.56,22.35983
37.44,30.111563
36.0,24.235004
36.0,24.717627
34.56,22.010714
37.44,30.992287
37.44,30.034843
37.44,30.210224
37.44,30.32233
34.56,22.814064
34.56,22.104137
37.44,29.341024
36.0,26.227951
37.44,29.81835
36.0,26.446089
37.44,29.310194
38.88,34.54523
38.88,31.658003
36.0,25.545204
37.44,27.296534
37.44,28.733831
36.0,25.926495
37.44,31.379513
36.0,28.425259
37.44,29.15419
36.0,24.747705
36.0,26.30417
36.0,26.578415
36.0,25.516129
36.0,27.179295
37.44,32.406956
36.0,27.255949
34.56,22.623339
36.0,25.859102
36.0,26.32015
36.0,24.556246
34.56,23.136833
36.0,25.178984
36.0,27.651712
37.44,28.87238
37.44,31.31893
38.88,31.258137
37.44,32.168903
40.32,33.30473
36.0,26.831076
36.0,27.431541
36.0,26.111284
36.0,24.845028
36.0,25.917286
37.44,33.571346
36.0,27.72291
36.0,27.841377
36.0,27.762794
36.0,27.255928
37.44,29.901176
34.56,21.836105
36.0,26.40366
36.0,24.587482
36.0,28.597185
36.0,28.489769
34.56,25.223701
36.0,25.111994
37.44,29.58251
37.44,30.518108
36.0,25.32337
37.44,29.65813
37.44,30.12584
36.0,27.286232
37.44,27.160707
37.44,30.00866
37.44,30.975822
37.44,29.768955
38.88,32.218994
38.88,32.16852
37.44,29.231688
36.0,25.912846
36.0,27.096855
37.44,30.880657
38.88,32.383286
37.44,33.648373
37.44,28.21249
37.44,31.733597
37.44,29.668892
36.0,27.17744
38.88,31.07526
37.44,29.247114
37.44,28.89676
34.56,23.88071
34.56,24.426931
37.44,27.336535
34.56,22.178402
36.0,27.345541
36.0,26.234013
38.88,31.214338
38.88,33.556915
37.44,28.127953
34.56,24.352966
37.44,29.113377
36.0,26.781517
34.56,22.643925
36.0,26.356018
33.12,13.416943
34.56,17.024664
33.12,14.588143
33.12,13.712465
33.12,14.760783
36.0,21.404917
36.0,22.017426
37.44,24.809553
33.12,16.420141
33.12,16.654495
33.12,17.574284
33.12,14.076844
33.12,15.587254
33.12,16.527027
33.12,13.183432
33.12,13.480267
34.56,17.35287
34.56,20.047586
33.12,14.854283
34.56,19.012856
33.12,14.45836
36.0,5.441644
33.12,0.5378124
33.12,0.2317613
34.56,3.3120863
34.56,5.42793
34.56,3.5329216
34.56,5.5712457
34.56,3.3616464
33.12,0.5270548
34.56,4.2668867
34.56,4.2744694
34.56,2.206928
34.56,2.8763876
34.56,2.2461457
36.0,13.973522
36.0,3.0451455
33.12,6.518998
33.12,5.2384367
33.12,4.446967
33.12,8.968852
34.56,11.570183
33.12,5.9352865
33.12,3.388527
33.12,9.884754
34.56,12.267513
34.56,13.270775
34.56,11.71724
33.12,9.165881
33.12,9.2671585
33.12,14.805656
33.12,16.179075
33.12,13.597957
33.12,13.941338
33.12,14.35899
33.12,16.117706
33.12,6.3334117
34.56,16.010628
33.12,14.668894
33.12,14.190968
33.12,13.228666
33.12,12.410177
33.12,14.898755
36.0,21.151108
36.0,20.898172
34.56,17.37377
33.12,6.784103
33.12,6.6271095
33.12,6.884826
33.12,8.845278
33.12,8.309579
33.12,7.817083
34.56,14.683284
33.12,7.413672
33.12,7.648595
33.12,6.8437076
33.12,6.5282807
33.12,3.7872102
33.12,5.2006927
33.12,10.216928
33.12,8.16985
33.12,14.838817
33.12,12.680453
33.12,13.196452
33.12,14.17698
33.12,15.855135
33.12,13.697776
33.12,12.1369
33.12,8.517222
33.12,13.566997
34.56,17.531723
34.56,17.292952
33.12,14.026989
31.68,9.1270485
34.56,16.367092
33.12,17.003414
34.56,17.936749
36.0,20.423668
36.0,19.832907
36.0,22.084015
33.12,12.505653
33.12,12.253863
33.12,12.630588
33.12,13.076372
33.12,16.069178
33.12,14.92646
33.12,13.834151
34.56,16.492935
