STW,MAE
9.9,1.8254432678222656
10.18,0.7809944152832031
10.58,2.4998130798339844
10.2,0.077972412109375
10.44,1.3863296508789062
9.8,1.9480552673339844
10.04,0.11745834350585938
10.49,0.7958335876464844
10.1,0.6766815185546875
10.2,0.2670021057128906
10.24,1.0927772521972656
10.15,0.474609375
10.03,0.34899139404296875
10.46,1.1275596618652344
10.1,0.5535850524902344
10.28,0.4637870788574219
10.71,2.1804466247558594
9.9,0.6003456115722656
10.4,1.1116180419921875
10.03,0.6459846496582031
10.16,0.4663047790527344
10.39,1.1671104431152344
10.26,0.44034576416015625
10.24,0.4916725158691406
10.02,0.1227264404296875
10.2,0.3757362365722656
9.38,1.8263072967529297
10.18,3.8232879638671875
9.9,3.135650634765625
10.03,0.8010368347167969
9.96,0.27146148681640625
10.18,0.06697845458984375
10.24,0.5591926574707031
10.0,2.2980003356933594
10.09,0.72357177734375
10.47,0.7416954040527344
10.19,1.9613227844238281
9.96,0.7624549865722656
10.03,0.7435684204101562
10.18,2.432361602783203
9.96,1.6194725036621094
10.02,0.15756607055664062
10.25,0.4930534362792969
10.37,1.0664482116699219
10.33,1.1703948974609375
10.02,0.7495269775390625
10.48,0.7810249328613281
10.5,0.07638168334960938
9.93,0.3173637390136719
10.16,0.6075706481933594
10.13,2.1748390197753906
9.88,1.4205856323242188
9.86,1.0496749877929688
10.23,1.2215919494628906
10.1,0.9362869262695312
10.04,0.4885139465332031
10.24,1.7265510559082031
10.33,0.18707656860351562
9.96,0.1881256103515625
10.12,0.6074867248535156
10.22,0.41341400146484375
10.53,1.1073722839355469
10.15,0.4191856384277344
10.27,0.7484016418457031
9.88,0.9463424682617188
9.94,2.5647354125976562
10.2,4.815582275390625
10.28,2.5123672485351562
10.15,0.6061058044433594
9.5,1.2887287139892578
9.93,1.5185699462890625
10.04,0.9753532409667969
9.81,1.0799064636230469
10.03,0.6654014587402344
10.03,3.3576812744140625
9.72,2.2508888244628906
9.75,2.611093521118164
10.08,2.400470733642578
9.63,0.2648811340332031
9.88,1.4687614440917969
9.74,2.1756553649902344
10.06,2.7326736450195312
9.94,2.2827911376953125
9.74,8.398942947387695
9.88,6.73139762878418
10.15,5.340065002441406
10.02,7.630735397338867
10.0,7.381490707397461
9.87,6.556571960449219
10.23,7.298549652099609
9.84,8.538105010986328
10.2,5.657276153564453
9.64,8.639789581298828
10.22,5.409461975097656
10.7,3.6821365356445312
10.23,4.999412536621094
10.34,6.020057678222656
10.18,7.512311935424805
10.25,5.027154922485352
10.08,5.209037780761719
10.14,0.5110969543457031
10.23,0.7735748291015625
9.94,2.830078125
10.25,4.856983184814453
10.0,2.7859344482421875
10.28,0.6442527770996094
10.02,0.6548690795898438
10.33,0.17577743530273438
10.18,1.0750732421875
10.08,1.127471923828125
10.06,0.34082794189453125
10.29,0.21682357788085938
10.43,1.1401023864746094
10.26,1.5363273620605469
10.2,0.6989784240722656
9.78,1.3265419006347656
9.97,0.06354141235351562
10.23,0.10709762573242188
10.13,0.32468414306640625
10.38,0.4294319152832031
10.35,0.6134757995605469
10.15,0.01425933837890625
10.03,0.16144943237304688
9.97,1.881805419921875
10.23,0.3525505065917969
9.91,0.020343780517578125
9.96,0.19363021850585938
10.44,0.6507034301757812
9.98,0.05030059814453125
10.18,0.6282463073730469
10.09,0.19640731811523438
9.85,0.6509323120117188
10.2,1.4911308288574219
10.0,1.5994949340820312
9.79,0.6392898559570312
10.08,0.0699310302734375
9.33,16.654319763183594
8.93,15.059829711914062
8.99,14.559442520141602
9.66,9.078018188476562
9.2,13.895063400268555
9.21,13.9969482421875
9.32,15.597637176513672
8.75,17.19706916809082
9.27,18.460853576660156
9.21,18.91998291015625
9.17,17.046222686767578
9.33,15.360614776611328
9.63,15.672164916992188
9.57,15.208148956298828
9.27,16.872360229492188
8.97,17.52439308166504
8.96,15.007623672485352
8.96,25.20539093017578
9.08,15.0472412109375
9.0,19.37127685546875
8.81,20.543893814086914
9.1,16.133365631103516
8.71,15.664695739746094
8.86,15.509302139282227
9.14,14.650459289550781
9.24,14.242023468017578
8.97,14.938884735107422
8.8,18.718158721923828
8.97,14.413461685180664
9.06,15.489282608032227
8.96,16.236263275146484
8.79,14.870197296142578
8.64,18.677461624145508
9.19,14.849506378173828
8.53,15.699851989746094
8.79,14.659324645996094
8.68,18.16395378112793
8.93,16.668312072753906
9.01,13.92238998413086
8.91,14.086034774780273
9.1,11.406402587890625
9.03,16.576513290405273
8.96,19.225135803222656
9.4,15.16971206665039
9.0,13.901567459106445
8.44,17.772350311279297
8.85,13.320049285888672
9.3,15.347965240478516
8.95,13.357891082763672
9.06,13.600822448730469
9.01,15.458316802978516
8.91,10.780864715576172
9.56,11.66749382019043
9.68,8.137290954589844
9.28,9.520322799682617
8.94,11.447847366333008
9.01,13.662498474121094
9.63,8.658927917480469
9.03,9.810386657714844
9.41,12.372377395629883
9.35,8.138641357421875
9.49,5.538486480712891
8.96,16.76409912109375
9.57,10.686460494995117
8.79,12.68941879272461
8.98,17.302282333374023
8.88,17.278194427490234
8.85,17.027263641357422
8.84,16.84061050415039
8.94,15.4539794921875
8.88,15.353557586669922
9.09,15.997562408447266
9.21,10.220050811767578
9.05,11.144889831542969
9.19,10.163518905639648
9.15,10.945686340332031
9.35,10.845907211303711
8.97,10.953144073486328
9.51,6.193950653076172
9.48,5.846885681152344
