STW,MAE
10.54,2.1249496936798096
9.38,9.97737979888916
10.18,0.5507689714431763
8.98,10.516149520874023
9.75,15.374192237854004
10.4,3.4061734676361084
10.39,13.087722778320312
9.52,21.989042282104492
9.46,8.239312171936035
11.38,0.6880031228065491
9.74,11.048111915588379
9.48,35.90709686279297
10.77,2.4619863033294678
9.12,17.045883178710938
10.63,2.4878647327423096
10.39,2.277438163757324
10.71,3.0078237056732178
9.3,5.471850872039795
10.23,5.294787883758545
11.15,8.06721019744873
10.0,10.94393253326416
10.46,1.0073957443237305
10.25,4.52210807800293
10.59,4.764430999755859
9.66,6.992527961730957
11.41,13.179290771484375
10.31,16.880348205566406
9.39,31.61117172241211
9.32,9.17839241027832
10.34,0.9031317234039307
11.29,1.6977803707122803
10.09,7.520944595336914
10.84,14.508424758911133
9.44,20.983444213867188
9.24,5.751498699188232
10.48,2.7055540084838867
11.05,0.011871257796883583
9.36,1.943316102027893
9.53,32.641658782958984
9.64,23.139371871948242
10.28,7.294735908508301
9.58,23.544828414916992
11.52,6.8603620529174805
9.65,18.068466186523438
9.34,5.444396495819092
9.33,4.360507011413574
9.26,18.2662410736084
8.95,5.517752647399902
11.23,0.15863941609859467
9.2,1.2673753499984741
9.51,18.992359161376953
9.46,13.933302879333496
9.59,15.167708396911621
11.21,0.5288007855415344
9.51,33.14459228515625
9.17,3.770181179046631
9.42,20.974571228027344
9.31,10.637310028076172
9.39,36.829010009765625
9.74,19.54342269897461
10.39,1.2382643222808838
10.73,17.78651237487793
10.91,4.0494279861450195
11.34,0.4121164381504059
9.5,9.101232528686523
9.11,3.715139150619507
11.2,5.804265022277832
9.43,8.164222717285156
11.05,6.821196556091309
10.54,3.17568039894104
10.2,0.476892352104187
10.59,2.9491384029388428
10.61,4.914369583129883
10.51,2.8604156970977783
10.27,4.332076549530029
10.41,2.264634132385254
9.91,4.727565288543701
9.65,9.485326766967773
11.08,15.005758285522461
11.48,1.0120950937271118
9.58,13.755619049072266
9.28,5.511780261993408
10.97,4.353911876678467
9.36,18.929920196533203
10.4,0.9597340822219849
9.45,22.180187225341797
9.27,10.862157821655273
10.77,2.5743494033813477
10.43,2.718468427658081
10.4,6.580954074859619
10.34,9.887962341308594
11.36,0.8563200235366821
10.87,7.36459493637085
10.84,2.9602317810058594
11.05,2.413623809814453
10.56,2.3769779205322266
9.47,10.830657005310059
9.12,13.755030632019043
11.15,0.6396405696868896
8.79,3.0554182529449463
